,MMM,ABT,ACN,ATVI,AYI,ADBE,AAP,AES,AET,AMG,AFL,A,APD,AKAM,ALK,ALB,AGN,LNT,ALXN,ADS,ALL,GOOGL,GOOG,MO,AMZN,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,ABC,AME,AMGN,APH,APC,ADI,ANTM,AON,APA,AIV,AAPL,AMAT,ADM,ARNC,AJG,AIZ,T,ADSK,ADP,AN,AZO,AVB,AVY,BHI,BLL,BAC,BK,BCR,BAX,BBT,BDX,BBBY,BRK-B,BBY,BIIB,BLK,HRB,BA,BXP,BSX,BMY,AVGO,BF-B,CHRW,CA,COG,CPB,COF,CAH,CBOE,HSIC,KMX,CCL,CAT,CBG,CBS,CELG,CNC,CNP,CTL,CERN,CF,SCHW,CHTR,CHK,CVX,CMG,CB,CHD,CI,XEC,CINF,CTAS,CSCO,C,CTXS,CLX,CME,CMS,COH,KO,CTSH,CL,CMCSA,CMA,CAG,CXO,COP,ED,STZ,GLW,COST,CCI,CSX,CMI,CVS,DHI,DHR,DRI,DVA,DE,DLPH,DAL,XRAY,DVN,DLR,DFS,DISCA,DISCK,DG,DLTR,D,DOV,DOW,DPS,DTE,DD,DUK,DNB,ETFC,EMN,ETN,EBAY,ECL,EIX,EW,EA,EMR,ETR,EOG,EQT,EFX,EQIX,EQR,ESS,EL,ES,EXC,EXPE,EXPD,ESRX,EXR,XOM,FFIV,FAST,FRT,FDX,FIS,FITB,FSLR,FE,FISV,FLIR,FLS,FLR,FMC,FTI,FL,F,FBHS,BEN,FCX,FTR,GPS,GRMN,GD,GE,GGP,GIS,GM,GPC,GILD,GPN,GS,GT,GWW,HAL,HBI,HOG,HAR,HRS,HIG,HAS,HCA,HCP,HP,HES,HOLX,HD,HON,HRL,HST,HPQ,HUM,HBAN,IDXX,ITW,ILMN,IR,INTC,ICE,IBM,INCY,IP,IPG,IFF,INTU,ISRG,IVZ,IRM,JEC,JBHT,SJM,JNJ,JCI,JPM,JNPR,KSU,K,KEY,KMB,KIM,KMI,KLAC,KSS,KR,LB,LLL,LH,LRCX,LEG,LEN,LVLT,LUK,LLY,LNC,LLTC,LKQ,LMT,L,LOW,LYB,MTB,MAC,M,MRO,MPC,MAR,MMC,MLM,MAS,MA,MAT,MKC,MCD,MCK,MJN,MDT,MRK,MET,MTD,KORS,MCHP,MU,MSFT,MAA,MHK,TAP,MDLZ,MON,MNST,MCO,MS,MOS,MSI,MUR,MYL,NDAQ,NOV,NTAP,NFLX,NWL,NFX,NEM,NEE,NLSN,NKE,NI,NBL,JWN,NSC,NTRS,NOC,NRG,NUE,NVDA,ORLY,OXY,OMC,OKE,ORCL,PCAR,PH,PDCO,PAYX,PNR,PBCT,PEP,PKI,PRGO,PFE,PCG,PM,PNW,PXD,PNC,RL,PPG,PPL,PX,PCLN,PFG,PG,PGR,PLD,PRU,PEG,PSA,PHM,PVH,PWR,QCOM,DGX,RRC,RTN,O,RHT,REG,REGN,RF,RSG,RAI,RHI,ROK,COL,ROP,ROST,RCL,R,CRM,SCG,SLB,SNI,STX,SEE,SRE,SHW,SIG,SPG,SWKS,SLG,SNA,SO,LUV,SWN,SPGI,SWK,SPLS,SBUX,STT,SRCL,SYK,STI,SYMC,SYY,TROW,TGT,TEL,TGNA,TDC,TSO,TXN,TXT,COO,HSY,TRV,TMO,TIF,TWX,TJX,TMK,TSS,TSCO,TDG,RIG,TRIP,FOXA,FOX,TSN,UDR,ULTA,USB,UAA,UNP,UAL,UNH,UPS,URI,UTX,UHS,UNM,URBN,VFC,VLO,VAR,VTR,VRSN,VRSK,VZ,VRTX,VIAB,V,VNO,VMC,WMT,WBA,DIS,WM,WAT,WEC,WFC,HCN,WDC,WU,WY,WHR,WFM,WMB,WYN,WYNN,XEL,XRX,XLNX,XL,XYL,YHOO,YUM,ZBH,ZION
2011-01-03,2632800,19050200,2508700,11721500,546800,6245500,826400,10313500,2045100,576100,2960500,4994000,1188100,3595600,924000,663800,1300100,1129200,772000,863900,3824800,4725600,4748100,10546500,5331400,1160000,7465800,1882000,7633300,5408500,2413800,722900,2364900,2607800,603300,5453300,1224800,6224400,3606200,2456500,4151100,1893100,1038200,111284600,10943700,5111900,18569200,408600,1124300,20582900,2969500,3674600,827600,618100,761100,1293200,2861700,1601200,354322300,7238200,855600,8143100,6263700,1579500,3416900,5573500,10427000,1791900,1085200,8481500,8072900,1505500,21212500,12585200,1443600,697200,1718400,3248300,4733600,1904600,3847800,2113200,576400,995500,2280400,2633800,5231500,3042600,8623400,5231800,478400,3048400,3266200,2320800,10336000,9055600,57100,12056400,7802300,1217000,1818000,2042800,3245600,436900,761600,998100,54310200,65798900,4131100,6907300,3688500,3289400,3510300,18945600,5809800,6693400,41410000,3558200,6503400,1132700,9714500,1189400,2390100,13770300,3405500,1827400,11826600,1585800,8164600,4600200,3695700,1782800,1857600,3005900,,15060100,1132900,2557400,1418100,3802800,2657400,920400,800500,1618800,1793000,1734900,7840700,1718200,780900,5821200,1605300,345200,4866200,1562600,3628400,31258800,1456800,1481100,2179800,5643700,5467400,1448000,3500800,1419100,828000,1110000,2901800,381700,2126800,1362400,3305600,5878100,1445600,4632600,481400,23320700,2307400,1897800,663800,2037700,2414500,13575100,1079000,2439200,2710200,1969900,1680300,1846000,917400,1326400,2248000,70794200,,3542400,16915200,8084400,6615600,1344600,2769300,52828200,4348200,4851800,24874900,841100,18870600,1089400,5717100,4744000,402500,7794700,4601200,2121100,396600,1054300,6507800,2466600,,4613900,1024000,2124900,2336700,7464300,3799200,1607600,5320800,42656900,1106600,23817500,927000,3156300,1202900,4278800,58223800,3796500,4603800,2970400,4794100,5756200,499800,3190300,687100,5164600,2064000,1109200,1614500,402300,14894800,6259100,43278500,3115200,860800,2659200,12148200,3064500,5779100,,2017500,2788700,21128000,3999200,812300,1406700,3759700,1871500,4278700,23071000,831300,7491700,5645500,2963100,804600,2004700,1393200,7423700,3403400,762600,1102100,4954700,7335900,,2777100,3987100,344900,4065200,19272000,3735800,511600,8019700,1825700,1825300,7558100,19559500,5904800,86000,,1701400,43343100,53443800,494500,509500,926500,8525800,5137600,4606200,1902900,21176700,5621000,1119000,1861600,5724400,1358100,4244100,7446100,39956000,2572200,1218800,6080400,1515200,,8566400,7206900,4860400,2586500,3477900,2223900,1819500,2327200,3071500,20436200,945100,3731000,1433100,1212500,20970400,2441300,1458800,809000,4562900,323000,3057900,6787300,970500,529800,32344500,1985000,5053700,1023500,920500,3871600,854400,1862400,2258300,1529600,1323200,2622500,10004000,2715500,1953900,3339300,2671200,923300,7545300,582300,1745700,15167700,1224300,1641000,3534500,1053000,1707500,597100,411800,19962600,2264800,3884800,858500,2600800,1002900,464700,4328000,2375300,469600,11284400,533100,5429100,1251600,7036900,942800,971000,702200,549500,2448700,3791000,932600,313200,3440500,4861000,4261300,1365800,1095700,9553500,12764600,4408200,367900,1763900,6294300,8276900,3888600,2496500,5362000,2593100,5217400,1477000,3244900,7092500,2812500,375100,875200,2672200,2416400,2137700,6945800,8599800,924800,993600,930200,272600,3923200,,13742100,1071300,8878300,1815600,392400,15311000,6912800,5404600,7636700,8212400,4232600,1560400,3059800,1294600,1811300,4225800,5486800,6397300,1169500,1363900,3295600,926000,20099500,1752900,6009400,25710000,1426400,1527200,14298300,6908800,7591000,2032700,611200,1514000,34397100,1625500,3063900,6270000,5454300,1107700,2978800,8968200,2772900,3174100,2199800,10434000,4413300,5372100,,17684000,4734800,1893800,4761500
2011-01-04,2644100,18826300,3169400,8107400,443200,8038100,1916600,5636100,4668300,282500,3860300,5017200,1185500,4083800,941200,715400,1248700,1420400,708000,1124000,3636800,3645300,3662600,12607100,5031800,1859300,5374700,3294500,14066300,5437200,2932100,1095100,2306300,2066300,765600,8429500,1766200,5266500,2907600,2460300,5230900,2816000,1149800,77270200,16518700,8274900,33606200,305000,1083900,20787200,2690200,3259800,1042700,1115900,802200,1562800,5518100,1460000,218978200,6537400,803000,7852700,6459200,1652600,2232700,4020400,11074200,1964800,794400,5579900,7979900,1907300,28341700,14221300,1626200,721400,1758900,2869100,5437600,2875500,3340000,2888900,505600,660600,1778700,4401600,6119300,3851700,8312000,7326000,604800,2851400,3727200,2558400,8497500,7171800,336100,10305300,8513900,1324800,1598700,1326400,2326100,525400,739100,1387100,46273800,58340400,5158700,4533800,2728000,3335400,7769700,27940400,6062200,5136000,25496000,4202500,5284200,754100,12524100,1552700,2154300,9788800,3966700,5159000,11999400,1944000,9891900,3832700,3953400,2345400,2047200,3117300,,19143500,690800,2875400,2240100,4550000,2702200,1078000,1282700,4680000,2339700,1626600,9717600,2035000,876900,5812900,2215100,470300,3437100,5847800,3948800,28034600,1430800,2326900,1339000,3379100,4479600,1794600,4125400,2437300,461800,599500,3108100,377400,3133000,2075900,3822900,3970800,961600,4446300,734100,20028500,1442300,3039800,818800,2412600,1756500,18482900,1106600,2582900,2661400,2001400,2237100,4611700,1096400,1588600,1828900,106477200,,5490000,29234800,9319400,6643000,987100,2362800,79019500,5513500,5734600,32363400,1336700,19948400,1602800,3335500,4693100,637700,12572100,4882000,2302300,541700,969100,7489000,1543100,,5636400,822900,2724200,2494700,14359700,4990300,2086400,7241300,42763500,1108200,33345300,487200,3465200,816200,7005400,75206200,3078500,5060100,4239600,6501600,5838300,721400,2220600,493400,5388300,2575800,1286700,1362200,1970500,12346300,7771000,40036800,2937200,1115500,3093800,13052600,3215500,6009500,,1712600,3462000,18153200,4285300,821300,1014200,2891700,1045500,4074900,14448900,1161100,7729300,4830500,2604800,1028800,2702200,957600,11745200,5475700,829900,1608800,9240800,8221200,,3297100,4292400,989700,7428200,13638000,5322400,526000,36471600,3097100,1302700,8351700,13926100,5225000,159200,,1830800,44645900,54405600,389700,421800,1592400,11578300,9434400,4974000,2047900,12859900,7149600,12818600,2222400,5327500,1960500,6322300,5877300,44065700,2339400,1829400,11589600,1736000,,13797600,7621300,3493400,2270200,2261300,1555700,2130600,1908600,4724300,16284600,1658000,6730200,2233700,1548300,22870800,2684900,1742800,943000,3725100,419300,3307200,7897100,1156300,775300,42052200,2546200,5779500,833500,1035900,3621000,2161800,2342400,3394500,1475600,1088300,2321000,11333200,2682800,2804600,3543800,3440500,1004600,5626100,909900,4804700,24330000,1113700,2131100,4648700,690400,1981400,799500,305600,15605100,2516500,4233600,975100,1925600,1264200,698800,6494800,2341500,573500,9003600,744900,8640400,1485100,7352400,1107100,2020000,1179200,495900,2634200,3528500,811200,225600,4073900,4863300,5918600,1244000,1140200,11059900,13306000,3426500,1237100,1465600,7240200,5603800,6564300,2078800,4105000,2265000,3373100,1453200,4599600,7914000,3794400,528700,1428700,2644000,3109100,1909600,6711700,9940800,3173100,1034300,2003800,342600,5708700,,17510300,2234600,5314300,2389100,473900,16433100,4911200,5158600,7163100,6724300,3834900,2784700,3659000,1719500,2038500,6098000,5488000,9992000,1318800,1407200,2285800,509100,22668600,1229300,3951600,18138000,1377000,2475200,12154400,9603200,21974200,1967700,791400,3067400,30341100,1660100,12667000,4418000,7737000,970400,5713600,7622300,2333300,3656300,1874900,12841100,4958700,4336800,,11092800,6827700,1800300,3995200
2011-01-05,4081300,28342600,3041600,11162000,300100,7143500,1426100,9064600,6922200,315600,3486600,4519000,1312600,6109200,2032000,503800,1705100,846800,1057400,1550200,4190500,5059500,5083500,12798100,3418800,2065600,8735800,4131600,10655300,15085700,3414100,755100,1867200,3705900,806800,4552000,2447400,4039300,3651300,2508400,4418000,3059700,1072000,63879900,24401300,5516700,21467900,300100,1183700,28147200,6283800,4345600,1092700,825000,537900,919400,5099700,1782200,246151200,10791100,563300,5650300,7948500,1048400,1926400,4107800,18620800,2452300,925300,4604000,5890000,1074800,26061000,14248200,953700,666000,1984100,4065000,6082800,1588500,6710900,2850500,502000,341300,2455700,3530300,4118100,2591500,5986300,7156600,605000,2444400,4091400,2096800,9502000,17883300,403000,8764600,6659500,530600,1870800,987200,5450000,412300,664500,1139800,69380400,66673500,2586900,2353700,3481000,2773500,5581900,34379000,4636400,7206600,30962800,3943800,5496600,1074900,12431700,1424400,2264100,10519000,4270100,1753600,7709700,1454500,10946500,4433000,4317400,2157200,1959200,3020600,,23780500,578400,2885000,1843400,6501800,6198900,2281200,2831200,7987200,1621100,1547700,8247700,3159600,1086600,5720200,2852200,217000,3629400,2926800,2644200,15881100,1738700,2786900,1527600,5312000,4289700,2164800,3472600,1772200,325500,800800,2101200,395900,3515400,2333400,5243200,5166500,1125700,3421000,711400,16550800,2296300,1621200,553500,2351100,1391000,13878400,806000,2783800,1883000,2171300,1954500,3637300,1606000,2255000,4489800,112378000,,8698500,20456600,7866900,11085700,1269600,2379900,51322400,5129800,10510500,22503900,708100,22014200,1407600,4140600,6975800,402800,18623000,6572000,2851200,564800,961200,7278100,1423100,,3733300,1265400,4138400,2815300,11479400,4410000,3281600,5962700,43477600,1515500,27155900,668600,2783700,1200400,3929600,61810500,2680000,4657400,2553900,5882300,7466900,546700,3441500,385500,6230200,3248800,1276300,993000,810100,11837900,5828800,50032500,3947500,2295700,2492900,12409000,2980400,5065800,,3168900,4160800,16192000,5496500,1096700,797700,5529400,1077300,3236300,32508700,956900,11609100,3915800,2639200,1352800,4465400,1043600,12308700,2780800,796200,1143700,5973000,7193200,,2201700,2722400,1001000,7651600,27856000,2288000,756500,17904000,3016100,1599900,13232500,14520300,6584000,122100,,1539300,38533500,58998700,404700,284900,1652600,10456100,5866900,2943600,3323500,15101100,9796200,7825500,1806800,7115200,2215000,5896100,3911700,31799600,2851400,1523600,8811900,2740700,,11598800,4615600,3809400,2239000,2874200,2388600,1900400,2526500,3852600,35705400,1349100,3748600,1804300,1145100,36339600,2650000,1346800,481500,2710000,389800,3690800,10381900,1330600,491900,64869000,3163000,5635800,516400,1299900,5537400,1695100,2480000,2423500,1239000,2406400,2076200,7459600,2266300,1976700,3903900,3161100,853500,8415000,909200,2439600,25904400,1362000,1663100,4637400,594900,980200,1074300,342000,15210700,1901500,3757800,1637900,1174500,1268500,383600,7455600,2753100,530700,14439200,724200,6215800,2828700,9186400,1249000,1906000,1501300,635000,2081400,3566300,1223300,318600,4373900,6749400,3265300,1473000,1465100,12472000,11501800,4174600,671200,1447800,7791300,8502600,5236400,1886700,7343400,2432400,4854700,1537600,6277300,8129000,2477900,446400,966500,2847900,2665400,1571500,10316300,12554000,2226200,1117200,1406200,445200,7891300,,13400100,1206500,4497000,1767000,530500,18364800,3428000,5207000,7953300,7528100,3391300,1887700,2820600,1064700,2848000,5034100,4242400,11372800,663400,1250500,2142100,469200,33918500,2866800,4319400,38512800,923700,3242200,14215600,8207900,22003400,2126600,894500,1519800,43245600,1051600,5814300,8205800,8083800,884100,2542800,6443300,2423700,2624900,1717000,6724700,4237200,8310900,,23447700,5145200,1803000,4692900
2011-01-06,3452600,32471000,3859000,4386600,493300,6230900,1513500,13255400,5640500,413300,2824500,4699000,1683900,2396600,1522400,651800,1430300,970600,931200,727700,3956400,4111400,4131000,10559900,3179700,1327800,4464100,3570500,6347100,11474200,2880000,862900,1474300,3344200,570000,3561400,1791200,3733600,2987200,2276000,3003000,2178000,1094800,75107200,18942300,12048900,16764200,312400,825100,40769500,2867800,3760500,892200,1103100,527600,1119400,4907300,1614000,241658500,8410400,617700,4979100,7012600,952200,3000600,3938000,9125800,1559000,727300,3260900,7507200,1562400,12955100,12172800,959800,851000,1618600,2645100,4360000,1770500,5195400,2225400,310900,659000,1938200,2333700,4106300,5175600,6975500,6571200,2718000,3605000,5315700,1100000,9747000,14668200,53400,17401200,6220800,1047500,1434700,1959600,5900600,1054100,638400,1329700,65845400,71529700,2746600,2467000,2921000,6353400,4226800,21712400,4410200,8646800,34251000,6300300,7426500,712000,10508800,1291100,8192400,17072300,3280400,2838300,9789000,2194700,8680000,8194900,4647700,1983700,1847200,3527500,,13100900,500700,2462300,1447200,3053300,5426300,2963200,2272100,5325000,1748000,1678900,7813900,2351100,1246700,6451500,2483900,232800,2937600,1397800,1861000,17462100,1493700,1792400,1294000,4779300,3558300,1538200,5178400,1052700,276200,1128600,1854000,329600,3060000,1726200,4271800,2088000,655800,3780000,542600,22525300,1995500,1566400,331900,1890000,1125200,16920200,1477700,6964600,1366400,1491800,1722900,2209600,1022200,3152200,2297200,96284400,,6545100,19211200,12685900,38161600,1497800,2030800,39640100,7885500,5884000,38556900,669200,15898200,1733400,5375200,6111000,1855500,22435200,5912000,2548100,718900,1265600,9645400,1715800,,3655700,1535500,2872600,2789500,11526700,3319300,2438800,5692800,42272600,2147700,24483300,287000,1967000,1435100,3675700,116669000,6585000,5029200,1614100,6789800,2888600,525400,3327700,340400,4235200,1316300,1198600,722700,1077800,7606000,4298900,31606200,4418000,1524700,1774700,14609600,2584600,5004600,,1725000,14819000,14929600,7789500,1285400,1662200,3746200,801300,6186100,26758000,946000,6037400,2841900,2809100,839200,6454300,1243700,13235300,3249400,846300,1333100,14663000,9321000,,2548400,4736800,1167900,12310000,15872000,6187000,726700,11717100,2989600,801300,8828300,11990300,6333400,70700,,1491000,25273800,88026300,591000,392600,1664000,7661500,18944900,6388200,6617000,13200900,7111300,6588800,1327400,12037400,1959600,6353500,4680900,31991400,2719300,1034500,12005600,1789500,,8057200,14528900,3273400,3403700,2600000,1190300,2467000,2216100,2835100,87332800,1342200,3931300,2645100,1703400,21859400,2097900,1270400,652800,4638900,463200,4269800,7648900,1311300,1037500,116830000,3700600,7922300,1956600,2772300,4905100,777600,2642400,2990600,1746900,1634500,3583300,11585100,10905900,1557600,3488000,3401600,586400,10382800,996700,2890100,17894300,1138700,1979500,4542100,558800,1141700,935600,476100,28247400,2177900,9912600,1436300,797500,1217900,466800,12792800,2686400,448600,11770400,974600,8257200,2106600,13305400,1305100,1306700,689800,549600,2534700,4088200,588600,348400,11959500,6382600,4205200,2591400,1156600,9454900,13253400,4352700,376300,2752700,10316900,7948200,4078200,1563900,28555900,2293300,3000500,1320700,5915700,7386900,2610400,293700,2310500,3359300,2355100,1747000,16971200,19137200,1269600,1121100,2834200,287000,7697800,,14885800,2190900,5844500,2494900,1240700,19424200,3564000,4387800,5933200,7157300,3354100,1879000,3486400,1189100,1603600,3588000,6875600,8324600,580000,950000,1643800,436000,35700400,1548900,3609800,28358800,1727000,1942300,15585500,8372500,14738300,2022000,1065500,2583600,32500000,3021600,3373700,6778200,10720000,1506800,2355000,3980600,1754100,2051200,2784400,7129900,4915000,6792000,,30656800,5696600,4292700,4421700
2011-01-07,3355500,21604400,2914600,7033600,384400,6828500,1160600,10993300,2570000,288200,2435000,3810900,1168600,2754100,2897600,486900,1170100,1151800,1430200,413400,3613000,4198100,4218100,11876300,5221700,1891900,4367100,2727900,6387800,12774600,3571200,821900,1831700,2971000,824700,4680800,1543200,3056600,3963300,3249500,2520400,2035300,1098100,77982800,10838300,8929400,16142400,303700,1090300,47535100,3329000,3759600,1042500,817700,515100,866400,7562700,1447200,392328700,8927000,618500,7689400,7239300,973300,2302800,3809600,8874000,1097300,886200,6935500,6797000,1702500,22286000,11285500,877400,523800,1782400,2310500,3450800,1936100,5620300,4855800,288900,288600,1915000,3242400,4547800,3461000,6910500,5047200,598600,5801900,3973000,1696400,7028000,11166500,101300,10457900,6346300,593200,1424500,984000,3762300,664100,734300,777700,67732200,68069700,1933600,3165200,3064000,6316100,3723400,16592800,4295000,6400600,26796200,4731100,8033700,925700,7742400,1385200,4205300,20241000,2342700,1536800,17359200,2097600,8220600,9803700,2769900,1446200,1295400,4061300,,12458400,447700,1830900,1666700,2893300,5152900,2228600,1687600,3359400,1988300,1446700,6330700,3353000,1485000,5309300,2472200,306300,2872600,1583000,2209400,43036000,1255200,1922300,917600,3853600,2610300,1473200,4830200,1265700,623000,727400,2196100,279300,3842000,1200200,2939500,2192800,1070800,4065200,1195600,19297700,1304900,1393000,307600,5209400,1271200,14041200,718600,6933800,2768000,1232300,1824300,1831500,606400,2337400,2081100,99029500,,4686900,20664600,16778000,14556800,1140700,3318200,57336500,5335400,4871800,19901100,743500,12199600,2838200,4916100,11872700,750400,15194200,4865200,1955600,996700,1391800,8148600,1552200,,3320100,1165400,2739900,2004800,11735800,2864800,1906000,4753300,49035600,1146300,29418500,267200,2297000,1123100,4495300,74806100,3845500,4135700,4405000,5181900,14208900,558000,2298700,327000,4880900,1432700,857100,1300400,892200,11084800,10139200,69579400,4718500,916500,1510500,14645600,2002100,5445800,,1972800,11479600,9419400,5849400,3042300,964800,2967800,892800,6095400,24043900,867400,8366900,3587200,2241000,824800,4151400,1787200,9215400,1889700,918900,1091600,13897400,13017200,,3162500,3838300,919100,12510400,13989000,5939400,815300,11271900,2317800,916100,15364500,12753500,4744600,141300,,1475900,24517000,73762000,230500,349400,2045300,6747800,6466100,3384600,3431100,17512600,5969500,5385000,5661400,4798300,1773200,6302800,4176200,22155000,3759300,1587300,9066900,1373900,,8174400,19118000,2586600,3091200,4310200,2060100,2821000,3203900,5602700,64499600,1445400,3968000,3351500,1809900,27697900,2651300,1175300,1275600,5285300,410100,6019900,4899100,967500,567500,130696000,2505200,12085800,2385900,1128000,4480500,838800,3316200,4530800,2237500,1098800,2526900,11940000,11981700,1786000,3640700,4845700,567200,18858900,2030200,2366800,12865500,2260900,3499400,5742300,516700,1682300,773600,349800,25453800,1635500,7744400,1484700,797700,1408700,870900,6890800,3003800,477000,8480400,844800,6604800,620600,5912400,1602100,1273600,1220900,657400,2468900,3367200,647400,504800,10130100,4803100,4472500,1494600,1646700,6983800,19791400,3633700,426900,2636500,9105400,6586500,5931800,1452200,12546400,1711700,2230400,2465400,3487800,7311300,2486200,235700,1061200,8486800,1599900,1502600,10508100,10426200,1210100,897500,1244000,387200,7420600,,11303100,1287400,4515400,3042000,801600,19378200,4948800,8055400,4370400,6437700,7145200,3414300,2771900,782200,1793200,3211300,10685200,6761100,817500,964100,1691000,275500,29542600,1462800,3851000,28248400,1571700,1498600,7968600,6303500,6598700,1764300,656500,2592800,81572300,3297300,4529700,4319400,11242200,1231800,3462200,7489000,1373700,3966000,2731900,8772600,5513900,3849700,,19869500,4700300,2686900,5059400
2011-01-10,3475200,29427800,3177900,11085100,1788700,10377900,1213400,4636800,2429600,423200,3342600,4397900,888700,3174300,2208800,723100,1931800,1462200,766800,380800,4163700,3155200,3170100,15637300,3375900,1644600,4006900,2609500,5468000,13069400,2706300,528000,1477800,2206900,1430200,4758900,2038600,2989200,3407400,3324500,2699600,2031100,1232800,112140000,15011300,6427900,26374200,396100,778400,41336100,1991800,3442300,980200,618200,566200,594000,3392100,1653400,185382600,11261700,617000,5849400,5905100,886200,2219100,3521800,6448000,1053400,898300,4962600,4397400,1387300,18510800,10536000,1538500,432600,1533300,2448500,2591600,1872100,3647000,2454200,343700,364200,2938300,3036200,4154500,2278300,10140300,18008400,404000,3209700,3106600,1378800,8874000,17198300,134900,9540400,6848700,490700,1561700,1346400,2579200,872000,726900,1168400,40679700,46153200,3164900,2267200,3829500,6090500,4217600,14904600,3674800,6887600,26206800,3382700,6939900,574200,6269100,1691100,2403100,12349700,2073200,1503700,11985900,1675700,6579400,5597500,4028700,1515100,1217200,2958600,,10294200,653500,1901700,1586800,3461900,4164300,1282800,969200,3957400,3736000,1404400,7301800,2575200,1470500,13198400,10918400,275100,2037700,1455800,2681200,27017200,1163700,2841400,1316400,5726100,3879600,1255800,5149600,1119300,437800,1309400,2132500,321500,2643200,1535300,3253000,1802800,1184000,2307300,668000,20766400,2103500,958000,651400,2959000,1201400,8440200,1530800,8646300,1825200,729400,1986300,2042200,1483600,1356600,1875100,65348400,,4242600,16834000,7589900,8069800,1035900,1910000,62996500,6787600,5491300,18341600,864900,20786800,1291600,3650300,6852500,663100,12887600,4111600,1317900,1328700,1135100,4234900,1455200,,2901800,785200,4777300,2371400,9825600,3425600,1451600,5186600,28563000,2106800,26212500,658000,2127500,832700,4202800,51449700,5016500,3633400,2509700,6909900,4883400,404200,2698400,257100,5082000,925700,1768500,863700,790500,9775000,5928100,30098100,3650300,1322900,1257400,11052700,1916700,5020500,,2372500,4286600,9156600,3036800,1769500,934800,3022700,785300,5916700,9883800,563100,8807700,3210200,2228300,1851200,4649300,1091800,9647200,4051600,923200,904500,11289400,12057500,,2237400,4269100,572700,7821700,10565000,6099700,442200,11338600,2499300,1097900,10776200,10723700,5001200,153600,,1328800,30493200,57573600,240000,455600,1327200,5462800,4786700,2635200,2718200,15184900,3899600,5551900,2698400,4716400,1501300,4971300,4508900,43674400,3450800,1340900,6700200,2951500,,8914400,17913700,2548000,2562000,2964700,1564600,1683500,4278800,4221000,43758700,1455000,3999300,2472100,1883200,29719600,1991000,1998800,798200,4492100,1027200,6332100,5220500,446000,756000,112445200,2513700,8867000,1971200,983100,2296900,662600,3072400,3563200,2054400,616100,1636600,12253700,14795800,1980600,2968500,3082000,552600,10842700,1720000,1722200,17421100,1227800,2904200,5471400,513800,1397700,762300,410000,18965700,2440100,4077600,1088300,1455100,1168400,799100,7120800,1219800,613500,6548400,592800,6480600,1615600,9445800,1631200,1140800,1542100,528000,2781000,6446200,939500,356000,10871200,4863900,4017800,1387100,1134600,9159600,15540600,2779100,445700,1438500,4372800,14989200,5621700,1281600,10861700,2353800,3642500,1612300,4765900,7539900,1568800,277900,939400,4213000,1882700,2481800,10756500,6736600,1295300,687100,1286200,381100,5709300,,9767300,1429100,3485500,2805300,523600,11304500,4219200,9886000,5403500,5725300,2783300,1575500,3301600,822700,1639800,2143800,4721600,9251600,658300,640100,3764300,349200,38507600,2163300,2989900,18202400,1537100,1508600,10479300,9143900,8772600,2019100,847300,2089600,30263400,3223900,4310500,4707200,10398000,994100,2313400,8738100,1633700,2180900,1920000,7223000,3564200,3721700,,16176700,4169500,2237600,2972200
