,MMM,ABT,ABBV,ACN,ATVI,AYI,ADBE,AAP,AES,AET,AMG,AFL,A,APD,AKAM,ALK,ALB,AGN,LNT,ALXN,ALLE,ADS,ALL,GOOGL,GOOG,MO,AMZN,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,ABC,AME,AMGN,APH,APC,ADI,ANTM,AON,APA,AIV,AAPL,AMAT,ADM,ARNC,AJG,AIZ,T,ADSK,ADP,AN,AZO,AVB,AVY,BHI,BLL,BAC,BK,BCR,BAX,BBT,BDX,BBBY,BRK-B,BBY,BIIB,BLK,HRB,BA,BWA,BXP,BSX,BMY,AVGO,BF-B,CHRW,CA,COG,CPB,COF,CAH,CBOE,HSIC,KMX,CCL,CAT,CBG,CBS,CELG,CNC,CNP,CTL,CERN,CF,SCHW,CHTR,CHK,CVX,CMG,CB,CHD,CI,XEC,CINF,CTAS,CSCO,C,CFG,CTXS,CLX,CME,CMS,COH,KO,CTSH,CL,CMCSA,CMA,CAG,CXO,COP,ED,STZ,GLW,COST,COTY,CCI,CSX,CMI,CVS,DHI,DHR,DRI,DVA,DE,DLPH,DAL,XRAY,DVN,DLR,DFS,DISCA,DISCK,DG,DLTR,D,DOV,DOW,DPS,DTE,DD,DUK,DNB,ETFC,EMN,ETN,EBAY,ECL,EIX,EW,EA,EMR,ETR,EVHC,EOG,EQT,EFX,EQIX,EQR,ESS,EL,ES,EXC,EXPE,EXPD,ESRX,EXR,XOM,FFIV,FB,FAST,FRT,FDX,FIS,FITB,FSLR,FE,FISV,FLIR,FLS,FLR,FMC,FTI,FL,F,FBHS,BEN,FCX,FTR,GPS,GRMN,GD,GE,GGP,GIS,GM,GPC,GILD,GPN,GS,GT,GWW,HAL,HBI,HOG,HAR,HRS,HIG,HAS,HCA,HCP,HP,HES,HOLX,HD,HON,HRL,HST,HPQ,HUM,HBAN,IDXX,ITW,ILMN,IR,INTC,ICE,IBM,INCY,IP,IPG,IFF,INTU,ISRG,IVZ,IRM,JEC,JBHT,SJM,JNJ,JCI,JPM,JNPR,KSU,K,KEY,KMB,KIM,KMI,KLAC,KSS,KR,LB,LLL,LH,LRCX,LEG,LEN,LVLT,LUK,LLY,LNC,LLTC,LKQ,LMT,L,LOW,LYB,MTB,MAC,M,MNK,MRO,MPC,MAR,MMC,MLM,MAS,MA,MAT,MKC,MCD,MCK,MJN,MDT,MRK,MET,MTD,KORS,MCHP,MU,MSFT,MAA,MHK,TAP,MDLZ,MON,MNST,MCO,MS,MOS,MSI,MUR,MYL,NDAQ,NOV,NAVI,NTAP,NWL,NFX,NEM,NWSA,NWS,NEE,NLSN,NKE,NI,NBL,JWN,NSC,NTRS,NOC,NRG,NUE,NVDA,ORLY,OXY,OMC,OKE,ORCL,PCAR,PH,PDCO,PAYX,PNR,PBCT,PEP,PKI,PRGO,PFE,PCG,PM,PSX,PNW,PXD,PNC,RL,PPG,PPL,PX,PCLN,PFG,PG,PGR,PLD,PRU,PEG,PSA,PHM,PVH,PWR,QCOM,DGX,RRC,RTN,O,RHT,REG,REGN,RF,RSG,RAI,RHI,ROK,COL,ROP,ROST,RCL,R,CRM,SCG,SLB,SNI,STX,SEE,SRE,SHW,SIG,SPG,SWKS,SLG,SNA,SO,LUV,SWN,SPGI,SWK,SPLS,SBUX,STT,SRCL,SYK,STI,SYMC,SYF,SYY,TROW,TGT,TEL,TGNA,TDC,TSO,TXN,TXT,COO,HSY,TRV,TMO,TIF,TWX,TJX,TMK,TSS,TSCO,TDG,RIG,TRIP,FOXA,FOX,TSN,UDR,ULTA,USB,UAA,UNP,UAL,UNH,UPS,URI,UTX,UHS,UNM,URBN,VFC,VLO,VAR,VTR,VRSN,VRSK,VZ,VRTX,VIAB,V,VNO,VMC,WMT,WBA,DIS,WM,WAT,WEC,WFC,HCN,WDC,WU,WY,WHR,WFM,WMB,WYN,WYNN,XEL,XRX,XLNX,XL,XYL,YHOO,YUM,ZBH,ZION,ZTS
2014-01-02,3052100,4967500,4569100,2405400,6620900,254100,2745900,542700,3987200,1418700,285600,1914700,2678800,907000,935100,900200,548800,1268700,1103400,760200,992900,547800,1909100,3639100,3656400,6324600,2137800,1394300,8997900,2752000,5112000,9196100,1701100,788800,783800,1148400,570200,2528800,883600,3348300,2799000,1432000,1209200,2565400,844900,58671200,7785900,2753700,9912400,483700,375500,20229900,2488000,2239100,814000,151800,901900,646000,3475200,617400,148709900,3469400,558600,3810800,3185400,665000,1517700,3087000,4012800,902200,396500,1835400,3366700,1301500,894800,7971600,5647500,1453700,704400,1501000,1948800,4825100,2169200,3070300,1608500,522100,346900,1325100,2953600,4898000,2607000,6723000,4755400,1005600,2980400,4443900,1111400,3460000,4618600,1119900,7426500,4540300,456500,1112600,1035800,1021700,1153100,541000,580400,44377000,16479700,,1278900,1353300,2070900,2218200,3446700,12698600,5559600,3004300,19522400,1094700,2446600,1815400,4351800,3332700,1070500,7571600,1618400,783800,3659600,4479900,1533500,4485800,6127200,2651700,1782700,2901900,2462000,747000,11703400,1025400,2056900,2584000,2756600,1748500,369000,6018200,2424200,2282100,780500,6494900,1182300,1415300,4206600,3371000,429600,3115300,1612900,3774100,23698600,814900,2415000,1668000,3550700,1803100,1206600,364600,2943400,807800,336300,823200,1520600,725400,1070100,2915300,4981900,1398900,782900,2895400,491100,11028100,1039500,43195500,1532600,501800,3360000,986800,6971200,5404200,3431400,1028800,781400,1400900,1204100,605900,1964500,1559200,31528500,1022000,1092100,9039700,15471800,4785200,1830300,1816400,41453700,4861800,2205500,14763300,545100,8279300,1658600,1982100,2784600,285100,7414400,2123600,1022500,742900,601700,3545600,2326100,2221100,2305800,953100,2752600,2475100,4253400,1744200,1372000,4973200,28688000,1393500,7039100,855200,1390800,654500,1916200,31833300,3833500,4546500,978200,2182800,3238000,346600,1355700,460900,1866200,2041100,1545700,538600,878900,5919600,3017300,15627600,5653500,800500,1830500,6353900,1494500,2627300,4214300,982700,3130000,6389200,745300,720100,1060300,1052900,713200,2446800,1179500,1237200,3175900,1767400,1828700,790700,1115900,869000,5458300,4918500,1069000,767800,2969600,357800,3675600,6062800,2127000,1383400,393200,2652500,7214000,2335700,470700,2925800,847000,1480500,4219000,7886500,3879800,154400,3336300,1150300,26413500,30632200,345300,677000,1352700,6213100,2677100,4590300,950700,9674500,1648800,1101600,936800,2625300,1051300,2778500,,2427100,1563700,2507900,12162400,3673400,758500,2426600,1904100,5318600,5713000,2281300,1177800,1319900,1011100,1083600,3896400,1604200,6502300,537600,2868200,1079000,1251900,18162100,1078000,806800,577900,1853800,1063500,2828900,3275900,832600,1209500,17425300,2366400,3748000,2846700,1210500,2083400,1742100,750600,1368400,4664000,777700,653300,1014200,6981700,2569500,1985500,1694900,3322600,665500,5616900,817700,959400,10110200,2856300,1996500,1501600,1632100,1122500,609000,553000,12170200,1808100,3205600,749100,479100,731200,359400,3027200,813600,453500,2730200,1001900,4958100,582000,3023500,1112000,1327200,515700,767900,1465300,3533900,614600,252500,5512000,4556500,2154400,1293100,715600,7742900,8487200,1733400,381600,1204400,2241400,4439500,,6722500,1113600,7400100,1557200,2165100,2159000,2868900,6959200,1467200,320700,753500,1543900,2559000,862000,4937800,2098500,578300,1045100,855300,519900,2704600,1995600,11035500,1978500,2001300,1427900,1619100,7045800,2992400,4692200,2228400,3067000,2799700,1292000,2649500,544000,1205800,2502900,1769600,4571100,826100,1513100,1871900,683300,9270200,966800,1613300,10654000,865400,497000,6878000,5370600,5200900,1503800,335600,1355200,17333100,2575100,1592600,5538000,2749500,407400,2165000,6257600,1284900,3054800,3192300,10481400,3436800,2027700,765100,21504200,2721200,868800,1356700,2576100
2014-01-03,2133300,4301600,4794300,1812600,7194700,192800,1589000,987700,4104700,810800,192000,1279100,2609600,1143400,960400,1615200,402000,615600,894400,683900,378400,498000,1570200,3330000,3345800,5361400,2210200,1206500,13829600,2419200,3888500,7277400,1790100,819600,980000,1101300,673200,2075800,766800,2229400,1644700,1070000,860400,2259400,1206200,98116900,6773000,2275500,5619600,282500,567800,24618300,1934200,2218800,823000,193500,737600,770000,3195400,429900,129921800,4000300,655200,3286700,2176100,419900,1399700,2694500,2564800,656000,442900,1653400,3177400,1155100,686800,7278900,4485000,1166100,512600,1319600,1599200,3461500,2342700,1940000,1301100,648600,201500,1457800,2655900,3722000,1158300,2226100,3179600,551800,3187900,2137300,1039100,2272500,3367700,678500,8319200,3506000,409100,1120800,1040800,855400,861200,415500,526500,36328200,26884900,,2121900,837000,1343300,1789800,2006100,10403400,3261000,2113700,13371400,843500,1804000,1167400,3095000,3774100,741700,7592100,1293500,465100,3206100,4632500,1092300,3885500,3724900,1570600,1824600,1241000,2419600,891800,19087100,623300,1735600,1215000,1972000,1592600,320200,2697800,1694200,1739100,905100,5593500,992900,1281400,2953000,2593100,513900,3360100,941700,1936400,22783900,554500,2218100,2653800,3112600,1634200,1748300,937700,2693800,724200,314800,419600,1300200,480500,802500,2252000,10155900,1315500,753200,3899200,604400,9295600,1067300,38246200,1572100,374000,2779600,969300,4436600,4118700,4151700,1082500,730500,896200,825200,381500,1736900,1567500,46122300,774200,1155200,7291400,13889000,4437000,2497400,1045600,27570800,2783200,2309700,41426900,624900,6561500,2058800,2147400,1995500,204800,5323500,1714000,656400,496900,502200,3445200,848600,2434500,2211700,746600,1922700,1662900,3897900,1472500,1358200,6957400,27911000,1234400,6096500,583800,1393300,1088200,1503000,27796700,4864000,4063200,960100,2358900,2434600,390200,998800,345000,2036600,1161600,1265800,526800,620900,5637600,2441200,14214100,4879800,592400,1413700,5570800,1402000,3175800,2736300,766000,1760100,5671400,798600,369000,546900,891900,535500,3139300,1373900,870200,4006300,2588300,1645400,601600,843400,624000,4257500,1528500,741600,1028800,2492200,221500,3491800,4357400,1248200,1598400,156200,3627700,6438000,3743500,348100,2965300,2156200,1649100,12577400,6435000,3682400,149900,1901600,1133100,34590200,31134800,282100,521300,802600,5300700,1698900,4854600,905500,7809100,1689500,801600,928500,1876900,1222300,2125300,,1475600,1786600,1663000,10233600,2016600,431600,1651600,1150400,5597000,4442600,1755200,807000,1016100,873100,1278900,2473400,849000,6483300,472900,2967600,1079400,810900,11693900,1076200,683300,672600,1808900,940000,2271400,3287200,802300,712300,15035400,2824400,3847000,1958200,861300,1210800,1362200,665900,814200,4209500,737600,622900,771000,6925600,3155800,1840100,1660200,3898900,517900,3716900,616100,951900,7970400,6175400,1812700,1287900,1230500,1103500,845700,392000,6671400,1363800,3763400,903400,606600,567200,357300,2202800,698400,303500,1968700,814000,4212000,510400,3049400,946100,1177200,407200,595500,1215500,1974200,690000,155200,4198400,8708100,1926600,946600,874000,6432800,6545000,2059500,516700,719500,1922300,4815900,,2849600,776900,4589400,1160100,1659200,1317200,2744300,4693300,2379900,218700,785800,1448600,1486400,599600,2615200,1651300,456600,679400,743700,192900,2219000,1284500,6138500,1066700,1519200,1429700,708200,4455000,2192800,2411600,7080400,3206400,3719600,1569400,2314900,645800,852700,1692300,1771500,4340900,633900,1163100,2203600,532100,12022200,799600,1554200,7809600,710000,436800,4957400,4261500,4060700,1463400,1197500,1209100,14693800,2160600,1576200,4222500,1945900,442400,2425700,4621500,1092000,1169400,2939400,7282600,1982700,2512500,454500,15755200,2026800,1288200,1122500,2524900
2014-01-06,2712100,10130400,11871100,2312300,5989200,272000,3753600,1030200,5067000,2055800,173500,4244200,2484600,836500,1754500,1437200,842700,962100,1692600,1085500,597800,668900,2696000,3535000,3551800,10717600,3170600,2837500,11271400,2223600,2844700,9264200,2426700,670400,2009300,1301400,659100,2838100,783800,4035400,2165000,2204100,1214100,2316000,2265300,103152700,9975500,4182900,6710600,638700,660100,20791500,1856500,1748300,1125400,357100,1414000,976400,2940300,760000,114431300,6204400,1831900,5819000,4863400,510700,2187900,3426000,11006600,1019000,502400,4010900,4196500,1292500,981000,14814100,7741700,1263400,865200,2063900,2892700,3309600,2519100,3489200,2214000,550900,365500,2399400,3599900,5233900,1945600,3663000,9219200,733200,2697800,2925100,1465500,4105000,4293200,660500,8243200,4252300,415100,1304100,1511400,1185500,1168700,554100,635300,34150300,28503100,,2590300,907900,1961200,3154300,2268100,11036300,4933800,2583500,17987800,1131700,2197900,1158500,4418300,2207800,1401600,15343400,2120200,839300,2993500,5073200,1353700,6345100,6655500,2579700,2244800,2102000,2914500,1311500,15782700,986700,2565900,1147000,2169200,2023700,572800,4007800,2780000,1889000,894800,7373800,932900,1067600,3884800,2470000,443400,4826200,1291200,2077100,42542200,1657500,2094300,3781600,4300900,2492000,1989900,944800,3649200,1085300,284800,573000,1562000,466000,1265000,2159200,7416700,1680900,1004500,3579000,759200,11848500,1797900,68852600,1858900,698700,2995000,790700,7209400,11791700,3834400,1323300,686200,971500,875300,588300,1831700,1444400,42657600,813100,1409400,9708000,7896400,4514200,1413400,1581900,29356600,5142400,3260200,25063500,644900,8346000,2298200,2954000,5410400,323100,8426800,1604000,650600,638900,690400,4294400,900000,4756700,4684400,970000,2680800,3782800,11188800,1955800,2499000,5427600,22550600,1850200,9729600,695600,2225700,1185800,1656700,28682300,3358500,4067800,1328100,2307400,3587500,449100,1268700,394600,3758500,1300700,1107800,634100,776200,7443500,3889800,17550700,8412800,1203900,1989200,12965900,1647400,4520700,3853300,1067600,2412800,8044200,1239500,564400,928500,1121600,1113200,4861500,2148900,901000,7898300,1832600,1588000,1304900,1134800,536400,4923000,3119200,877700,1063000,2887900,1070700,4318400,4191600,2163000,1254800,285400,3961300,7022000,3568000,412200,5022700,2017900,1184500,10538100,9931400,5739200,183600,1790300,1362700,38180500,43603700,497400,470500,886400,7413700,2210800,6559200,823400,8971400,2203800,1033000,1617000,5116900,1525000,3997600,,2703200,2833100,2467100,9276100,3388300,620000,1690900,1477500,6045800,10150000,1555400,1693200,1690200,1518500,1277200,3808000,1459600,10237300,779000,3310200,1646300,1605900,15329400,3502100,945300,866900,1839900,1358400,3755200,3888400,1242200,1029700,23961500,2588600,5323900,2815600,993300,1358200,2966300,637700,1564800,4406000,1160100,656600,1104100,7208200,3473000,3030600,2166500,4652700,398100,6601100,834600,1270600,7696200,4481300,1730300,1574100,1896600,2028100,543700,759200,26432000,2232900,5015600,1069700,662300,2243500,396300,1986800,1519900,609800,2532700,877000,6370100,418100,3258100,1505200,1614000,584100,1024200,1563500,2180200,717100,151300,4527000,8125400,3502400,919600,1123500,9095800,10585400,2520800,394700,2301700,3394900,5080300,,5346000,848400,4609600,1670400,2965400,1554200,2503800,4446300,3898800,901100,738800,1763600,1891400,801000,3730500,3138500,716900,900100,675600,186900,3877000,1631100,10612200,1660900,3024500,1665900,1182000,8096000,2346000,3741200,4640000,3424500,3884800,1253600,2956800,603900,1026800,2120000,2184600,6308600,1039000,2546800,1144500,889100,16054800,1699600,2331100,8577600,781600,615500,7280200,5842700,6816200,1907200,551000,2144700,18438900,3218400,1889000,5361600,3340600,594900,8390700,6996100,1081700,1289100,3382300,14906800,1970800,3095300,849400,12467500,4083700,1414900,1988200,2763200
2014-01-07,2525500,8329300,9719900,3368400,5114400,286300,2963600,922800,10596900,1869500,205700,1913100,2045500,1396700,1480000,1223600,662700,1189000,923000,1455200,1371300,1290300,1882600,5100000,5124300,7042700,1916000,1653700,11288700,1789600,4039500,9061100,2570500,769900,1571500,1531600,1032000,3632400,610200,4118100,1338500,1832000,1474200,2812300,856200,79302300,8133200,4542500,7839300,1152100,486400,25725100,2002500,1567400,642100,417300,984200,1210200,4494200,654800,110605100,6967500,733800,6519100,7039600,1214200,1859600,4062000,7839100,819100,422700,3405400,4238500,1349300,1127800,8661300,8960800,1335900,897600,1309800,2074800,4838400,2032900,5041100,2251600,515200,344500,4122700,3763600,3512100,2203400,2258700,5670000,754000,2760300,5032100,1565400,4197500,7476500,1026300,9444600,4563300,308800,2214100,1090800,1468000,849500,530400,565800,37368800,28840400,,4671100,1658100,1598100,2307700,4074600,11872300,3064800,2872100,37161400,882600,4521700,1032600,3659500,3040800,1858400,9730100,2292500,498700,3655200,3842500,879500,4524200,4804900,2646400,1480300,1168300,2293500,3080200,13041100,2218300,3499200,2426200,3311800,2291200,587800,2584500,2398200,2196600,840800,9947300,1261700,1100000,6426200,2772200,367100,3985800,1442700,1940800,33442200,1001700,2487100,1810600,3963000,3025900,1496600,426300,3286800,1334000,320900,1347800,1180200,436500,1111700,1143200,7045500,2951200,1065600,4476700,620300,11187000,1728300,77207400,1846300,529000,1702000,855700,6549200,6661900,3163400,627400,3273900,1480200,1006900,768500,1316300,1597500,54476300,682300,2258900,8727600,5767000,6683300,1008200,1470800,24728000,4325400,4606800,14156900,864200,8513000,2357600,2734700,4744600,381300,7746900,2201600,482100,683300,1118500,2911600,1461800,5691100,4659500,1552400,2034400,3323100,4630900,1573700,1192600,8137800,31535700,2561700,11770300,504400,2856500,1020500,1553100,19665100,4283000,5932300,1140200,2846100,3100900,423900,1551000,388100,2293800,3799700,914300,448200,817800,11063300,2593400,17851200,10464500,972300,1762000,11581100,1755400,6138600,3167700,1899900,3154200,5540600,1022100,717200,1370200,1348300,714700,3147000,1776800,804500,7359200,1694500,2147300,1357800,1684100,627300,5541900,2730700,941700,835400,6328700,468800,3868600,7553600,1766300,1547200,461100,3303000,7635000,4120100,605500,4881800,2215400,1240300,6510600,9995800,4130400,189000,7386900,1518100,67904500,35802800,458700,798500,1407200,6846400,5645600,5609700,809200,9135600,2489700,1010300,1175000,3109100,917300,3116200,,2745300,2518500,2801600,8783800,3266000,1174400,1842200,1622700,6769000,10948100,2469000,1911200,1672400,1155700,1666600,5670500,1725500,8332200,1007100,3846000,1705800,1362900,16792200,1588100,765000,514300,1975100,872900,2780400,6332400,702900,1384600,22223000,2567800,7502500,4005700,851100,1211100,1997700,466900,2334800,4239000,1183600,669400,1271700,7158200,3554500,2850100,1701900,4838500,633100,7194900,378400,990300,5902700,2918900,1269700,2062400,2024000,1834100,446400,777000,21812600,2610600,3455200,814900,556200,890900,345800,3816000,1333900,440800,2787200,711100,6423800,459700,4676400,819700,1472500,1238700,874100,1765300,1799100,508600,164300,4705500,7228000,1925500,1117200,1485400,14837500,8162200,1521800,363600,1576200,4046800,4345000,,3044800,945900,5398300,1782100,4193700,2110500,3780900,5078900,3002600,785400,1212100,1818300,2247000,680100,5257500,3146900,658100,699600,733500,174400,3110900,2535600,5887700,1465600,4331400,1799100,829900,11027800,2449600,3135200,4528400,6542500,3385700,1180400,2500300,670700,775800,2563600,1806100,13196200,935100,2504700,1696400,693200,17594600,1021400,1806000,8178000,814900,901200,5012300,5804100,4494900,2136700,514200,2373800,16897000,2185700,2360800,9793800,4501200,664400,4202800,8347700,1817100,1686500,3481500,15382300,1581200,2823400,611100,14100000,5035000,1852600,1343200,2338200
2014-01-08,3122700,6140700,6811100,4217400,5520400,635500,3456000,777200,6992400,2453800,286900,1725900,3717900,1511500,2228500,1672600,1125600,2326300,1417800,957600,1407100,832900,3075400,4480500,4501700,13396900,2316500,1618500,15733900,2552100,3880200,9960600,2469300,726900,1944300,2084000,944500,2481800,853800,4344800,1201600,1875000,1880600,2712800,1577400,64632400,8026100,4462200,15481300,766900,1795600,37745500,2047400,2130000,1134200,312100,889800,1169900,5122500,589300,101036400,4855000,794800,5917700,5537000,1162100,4051600,3822700,6931900,1436200,689100,7809400,4236100,1466400,908900,14313600,6431400,2296800,1506400,1516900,2096700,4964900,2115300,3035100,3602800,624800,553400,2674600,4236700,4421600,2398700,2653400,5318000,1039600,2521700,4356800,1664900,6478500,6541100,941900,10446400,8282500,411300,2781700,1113800,1421600,556700,1036600,1495900,38362700,25989800,,3456200,2797100,2578400,3314900,3304400,15339600,5613600,3286300,29731600,1463700,3761300,1416800,6405300,2233800,8367500,9015300,4600000,694500,5108000,5024000,976900,5067700,5760100,3002700,1867500,1246800,2901400,2916000,17910500,801600,3503800,1603200,2459700,4980900,1163200,4418700,1914300,2935500,1192900,7588000,2340000,1297200,5480200,3881300,475800,3644000,1776600,2330000,30967500,1208200,2822300,2601400,3022200,2755900,1999800,452700,2857800,1499200,445800,1091400,2038800,356300,1434900,2225300,5820200,2458800,882400,6593700,693000,11180400,1663800,56682400,1895000,460300,1632800,1771800,7551400,4930200,3669300,1195500,4505400,1478700,970000,822500,1693200,1576200,48448300,682100,1756600,11582800,5615400,6951600,1741300,1842200,25868900,5522500,5747800,11342400,881900,11063200,3379400,2208600,7129900,368400,9136100,1834400,758700,1046800,2199500,3191400,1045700,4096900,4160900,1936900,3145200,3543300,4662300,2645300,1320400,10107900,33498500,2332700,9013700,500800,2308500,1418400,2430200,29680500,3239500,4603700,2062500,2433500,4618000,489500,2437600,498400,2391900,4482200,681000,481800,1424200,9096700,3222600,14687400,12018700,817100,2058700,12565700,1933700,3128600,2977200,1444600,3505200,6182800,2264300,615300,1744400,1283900,1275200,3626500,1952000,1490200,7517100,2240200,2447300,1392200,1222700,908400,4875800,3419200,2240700,818700,6097900,1326500,5510000,8400400,2036900,1938300,936500,4119000,6936000,3653300,1036800,7669800,5450100,1345100,6725000,13695700,5091800,151200,7104200,1950900,93499500,59971700,586000,1107000,935700,9278100,5640800,7842300,1874900,8891300,4079200,900700,1676000,5937600,1714900,4731200,,2940000,1572900,2989300,8027400,4109600,630300,3086300,2827400,6897800,6674300,1957100,1922900,1435900,2320900,1282400,6504300,2121300,7704800,1055100,3668200,1212200,1438800,16111600,1780800,895100,654800,5596800,949300,5247900,5653300,1062100,1720200,22923200,2204400,10906300,4492200,925300,1264500,2929400,736100,2006600,4464100,1262500,508700,1215100,13458800,11659600,2382900,2005900,3504700,655900,8660800,956900,2086000,8976900,1995100,1304200,2334800,1809700,1686600,413200,943800,18251300,3246100,8091600,945500,785500,1068900,349000,4705600,1720700,468900,7036900,935000,8527100,895900,4520200,1355300,2138200,1248400,545100,1784100,2729800,520900,188500,4268100,11519400,2242000,1604800,1727800,9686700,10178800,1508700,437000,2146300,5409600,5383000,,3474900,1131900,5529900,1485200,4273700,2184900,5306500,6353500,1961500,513100,1493700,2627700,2841900,694800,8785200,3048000,1135800,1221800,780100,264200,4605900,1455400,7901700,1549200,5028300,1570700,653800,10727200,2262800,4462600,7799500,6172200,3024400,1713000,3141400,422500,1319700,3184200,2122600,11679200,799800,1887300,1476900,1565400,13110700,882600,2257400,8487200,694900,702000,5955200,10369000,10900300,1761800,595900,1761300,20850700,1648100,3888700,10439000,4590100,813500,5297600,10443500,1451600,1406000,3563700,7833400,2318900,3031500,1235000,18638200,6188000,1880500,2034700,3965900
2014-01-09,2539900,4996800,6960300,4054200,4005100,1981500,2427400,486800,5359500,4185200,280200,2311900,2457100,1219200,1686600,2613600,1037300,1697800,1172200,991500,1093500,611600,1991600,4164800,4184500,5976000,2103000,1226300,26049300,1924800,3469200,8165200,2084200,697700,1924500,1610000,909300,3400000,1062000,4588100,2470900,2073300,1372100,2141900,1764400,69787200,8838000,4444300,22049500,849400,831700,36082200,3716400,1645500,642100,354300,624300,1555100,3258300,678800,100947200,3673700,523000,7225500,4480600,650100,17533500,3339600,8088000,1318700,472600,5053300,4052500,1056800,934100,9473600,10347500,1233900,1134800,1133300,2187200,7391100,1955800,3648000,3823500,610400,448000,2434300,4467500,4466400,1725700,3565500,3592000,1275400,3654400,4052200,1413700,7422000,4103000,1095200,10423300,5643500,529800,2097000,2099200,1980900,1288000,569700,600300,31794000,21803700,,2408100,1777000,1577700,2663800,2505100,14070200,3069200,4826400,20919200,1095600,3007500,1490700,4078900,2035900,2750100,8260800,5759400,573100,2570900,4581300,866900,4960900,4988400,4068500,806000,1262300,3136500,1812500,18690400,628000,2826200,894000,2280800,2512500,960200,8043800,3417000,2961600,1220100,10495600,929600,1135300,6978000,2379900,407100,2543700,1045300,2436600,25015000,1092600,2518900,1798200,2788700,3431600,1628600,1144900,3539400,1400700,313700,532300,2154100,328600,1138600,2354100,5646400,1471600,981300,7051600,742100,11674300,1064600,92253300,1686700,276400,1451600,621900,8873100,4159900,4388700,574400,1818500,990200,1432000,508500,1028300,1543800,67836500,491000,2245800,10916100,6345500,6798000,1079900,1848500,31311400,6419100,4565600,9790600,567500,8825500,7755600,2149500,9002700,421100,7931400,2805200,842900,1116200,717000,3238000,1750200,2848300,4034700,1223800,2864200,2216600,4966000,1812600,840400,7228000,39702500,2261100,10238300,329400,1783300,1472800,2148300,20878000,2715000,4321300,1228300,3671500,5339600,432100,1130000,558800,3090400,2524700,720000,1069600,1168300,7944700,2126600,13242500,12526500,1068200,1525800,16899600,1513700,3079700,5884200,1917000,2298100,7513600,5286200,660900,1294800,1260800,670500,2937600,1510300,853000,6351700,1566100,1635200,902200,1646600,923900,4941400,3499600,1795800,763800,14734800,706700,4373200,10654000,1263900,1479400,721800,2812300,7025000,3631900,624500,7709000,3846400,1303100,8127900,9323900,5320300,161300,3389600,1431700,42782900,36516300,338600,751100,700200,10606400,4279300,4117800,957600,7274700,3352700,954600,1420800,3081300,833200,3748800,,3477300,1502000,3271700,7136000,2852700,594200,2067300,2565000,6263200,4770300,2735700,2069800,1451200,909400,1931200,4994700,1684200,7304300,606200,3261300,1635700,1431200,13623500,1054500,749700,936000,2789700,900500,5344100,4565900,957600,949200,20581500,1884200,6690100,4187400,908600,2402600,3017800,649900,2366000,5216700,1665000,474800,1178300,10833900,6197000,2916900,1676000,7099400,978800,5202600,883800,3052900,9067900,1929000,1607300,1713800,1505800,1719800,337800,888900,33896400,2325600,4580200,852400,537700,429800,489200,4387000,2400400,505700,4968100,935300,6559200,1152700,3896600,1564000,1275400,681400,3129300,1376000,2920100,637500,260400,3898700,12104500,4228000,1093900,1642900,12549100,8361200,1298800,364700,2129200,4915800,4450400,,3501000,1134600,7264600,1689500,3504300,1620900,4356900,3383800,1224500,666900,829500,1687200,2196300,1233700,4954400,2520500,1022000,1790700,589300,377000,3076500,1389100,25197900,16683000,4758200,1579300,1126000,8862800,3115600,4533800,24475700,6291500,2352000,1019700,2123200,726500,1274200,3281700,1610100,10718100,835900,1488600,2238000,585100,14567000,1660200,1422200,8386400,751100,716300,5916300,15062300,8052900,1637100,384400,1434800,14229900,1558300,2300200,7009200,2776000,788900,5559100,9394100,563600,1228300,2647400,6397800,1842200,1807200,760800,12897300,5248400,1351500,1800700,2303300
