,MMM,ABT,ACN,ATVI,AYI,ADBE,AAP,AES,AET,AMG,AFL,A,APD,AKAM,ALK,ALB,AGN,LNT,ALXN,ADS,ALL,GOOGL,GOOG,MO,AMZN,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,ABC,AME,AMGN,APH,APC,ADI,ANTM,AON,APA,AIV,AAPL,AMAT,ADM,ARNC,AJG,AIZ,T,ADSK,ADP,AN,AZO,AVB,AVY,BHI,BLL,BAC,BK,BCR,BAX,BBT,BDX,BBBY,BRK-B,BBY,BIIB,BLK,HRB,BA,BWA,BXP,BSX,BMY,AVGO,BF-B,CHRW,CA,COG,CPB,COF,CAH,CBOE,HSIC,KMX,CCL,CAT,CBG,CBS,CELG,CNC,CNP,CTL,CERN,CF,SCHW,CHTR,CHK,CVX,CMG,CB,CHD,CI,XEC,CINF,CTAS,CSCO,C,CTXS,CLX,CME,CMS,COH,KO,CTSH,CL,CMCSA,CMA,CAG,CXO,COP,ED,STZ,GLW,COST,CCI,CSX,CMI,CVS,DHI,DHR,DRI,DVA,DE,DLPH,DAL,XRAY,DVN,DLR,DFS,DISCA,DISCK,DG,DLTR,D,DOV,DOW,DPS,DTE,DD,DUK,DNB,ETFC,EMN,ETN,EBAY,ECL,EIX,EW,EA,EMR,ETR,EOG,EQT,EFX,EQIX,EQR,ESS,EL,ES,EXC,EXPE,EXPD,ESRX,EXR,XOM,FFIV,FB,FAST,FRT,FDX,FIS,FITB,FSLR,FE,FISV,FLIR,FLS,FLR,FMC,FTI,FL,F,FBHS,BEN,FCX,FTR,GPS,GRMN,GD,GE,GGP,GIS,GM,GPC,GILD,GPN,GS,GT,GWW,HAL,HBI,HOG,HAR,HRS,HIG,HAS,HCA,HCP,HP,HES,HOLX,HD,HON,HRL,HST,HPQ,HUM,HBAN,IDXX,ITW,ILMN,IR,INTC,ICE,IBM,INCY,IP,IPG,IFF,INTU,ISRG,IVZ,IRM,JEC,JBHT,SJM,JNJ,JCI,JPM,JNPR,KSU,K,KEY,KMB,KIM,KMI,KLAC,KSS,KR,LB,LLL,LH,LRCX,LEG,LEN,LVLT,LUK,LLY,LNC,LLTC,LKQ,LMT,L,LOW,LYB,MTB,MAC,M,MRO,MPC,MAR,MMC,MLM,MAS,MA,MAT,MKC,MCD,MCK,MJN,MDT,MRK,MET,MTD,KORS,MCHP,MU,MSFT,MAA,MHK,TAP,MDLZ,MON,MNST,MCO,MS,MOS,MSI,MUR,MYL,NDAQ,NOV,NTAP,NFLX,NWL,NFX,NEM,NEE,NLSN,NKE,NI,NBL,JWN,NSC,NTRS,NOC,NRG,NUE,NVDA,ORLY,OXY,OMC,OKE,ORCL,PCAR,PH,PDCO,PAYX,PNR,PBCT,PEP,PKI,PRGO,PFE,PCG,PM,PSX,PNW,PXD,PNC,RL,PPG,PPL,PX,PCLN,PFG,PG,PGR,PLD,PRU,PEG,PSA,PHM,PVH,PWR,QCOM,DGX,RRC,RTN,O,RHT,REG,REGN,RF,RSG,RAI,RHI,ROK,COL,ROP,ROST,RCL,R,CRM,SCG,SLB,SNI,STX,SEE,SRE,SHW,SIG,SPG,SWKS,SLG,SNA,SO,LUV,SWN,SPGI,SWK,SPLS,SBUX,STT,SRCL,SYK,STI,SYMC,SYY,TROW,TGT,TEL,TGNA,TDC,TSO,TXN,TXT,COO,HSY,TRV,TMO,TIF,TWX,TJX,TMK,TSS,TSCO,TDG,RIG,TRIP,FOXA,FOX,TSN,UDR,ULTA,USB,UAA,UNP,UAL,UNH,UPS,URI,UTX,UHS,UNM,URBN,VFC,VLO,VAR,VTR,VRSN,VRSK,VZ,VRTX,VIAB,V,VNO,VMC,WMT,WBA,DIS,WM,WAT,WEC,WFC,HCN,WDC,WU,WY,WHR,WFM,WMB,WYN,WYNN,XEL,XRX,XLNX,XL,XYL,YHOO,YUM,ZBH,ZION
2012-01-03,3380100,17693200,5309600,10330200,246400,4495100,786600,7312000,4149900,390700,3500800,4156300,963700,4668400,2173600,548700,1001800,1627400,1489800,1661400,5878600,7345600,7380500,25911000,5110800,2192800,6105900,4968200,6955400,4221700,7842100,984000,2166100,1938000,956200,10216800,2032800,4453100,3021500,1734600,1793700,3571600,1195000,75555200,10935600,4012500,20947500,705700,600800,33005300,2684000,2898700,1486900,539700,637500,2419600,5725200,953600,246293200,5953100,763500,6193300,4754400,2146300,2642500,5343500,5431600,1990800,654300,2389900,6859300,2444400,1260400,16307100,17234600,2303200,709800,1119900,2661300,7356400,1854500,5752700,2079900,443700,518300,2380200,3483700,8177000,6144700,7291700,6066400,787400,1898600,4341500,3501600,9244500,10761500,792200,21090500,11518700,728100,1465200,1764200,2292700,733200,1014400,1293000,41236600,58169500,2472500,1954200,2076500,3668000,2666000,15639600,5370200,6347600,41645200,3141200,4847800,848800,10172600,2927000,1643500,17778100,2339500,2512300,11040200,2833000,9389800,6695300,3655600,2134000,781600,3317300,980300,7093200,955000,5474700,866200,4368800,3130800,636000,1162500,3062000,2668500,1667200,10172200,3213100,1080500,6395700,4086900,539700,6203400,1466300,3382300,25156800,2135600,2867300,1979800,4859500,5262200,1805800,5597400,2197300,641600,706300,2780000,350400,1964600,1301100,10726000,3565000,1574000,6930600,1480200,20906800,1906700,,2592800,545900,2210000,1721700,13867200,4438700,5298900,2243600,698100,1242000,1645100,924600,3658900,2252300,45709900,1442200,3159300,18651200,14626200,4525000,1171200,1683500,58706600,4455200,4401000,9321300,1040900,19564000,1659600,8645200,3536100,694300,27019400,6617600,2024700,633700,778600,6250100,2693900,1943500,3839000,2301100,4572400,2741700,8452900,4610800,1434200,9006100,29487800,1287300,12481800,641400,2370000,2862700,4034300,44845600,3737500,5646000,1052800,4983800,10085000,420700,1949700,344600,3608300,1789300,1103800,771500,432200,16116200,10308100,44102800,7395500,1123500,1251800,13876100,2479800,4141400,3454500,3310800,4955700,7598000,4409700,1152500,644000,2728700,1739000,5280600,1316100,1179300,6905200,2771200,1959000,2327400,2273600,1350600,14332300,3601600,800900,785500,7095600,10541900,5043200,3290500,3360900,372200,6685900,14708000,3353500,511900,8895900,1534300,6468100,7436000,17271400,9683800,186000,726500,3092000,42035300,64731500,392800,644300,808500,8773000,4196200,4778400,1903100,25777400,3972600,1697400,1746300,5825600,1468800,3714900,4300200,29213800,3210400,1957100,7418700,4812600,824500,10944400,9248500,2494400,2985500,2032300,1307100,1802200,2276800,3128000,11701100,1233900,4531800,1485900,2066900,37911800,2803800,1767300,665000,2815400,689300,4919200,5348800,1437300,1090400,50402600,3242100,6708400,,859000,2276900,4762900,751500,1474400,6014700,1176100,724100,2092200,11565900,4402700,3104800,3403700,5153300,889000,10043800,754000,2087100,11238300,1447300,2444600,2668200,1296400,2455300,859800,773900,14255500,3082700,4176200,1519400,1212800,1120600,559700,5587600,3195300,938500,12983600,835400,7668200,846200,6110200,2643000,1387400,1693700,1359400,2272100,4603100,1005400,440800,7006000,8808600,3980600,1545900,2981500,6772700,12922400,4045800,517900,2668700,7372000,5839100,3004600,1657400,7627900,2444800,5818100,1501100,2644000,7226200,3520600,372900,1305700,3522500,3237900,1815100,6776900,4215400,1912200,1590400,2255800,795400,5757400,3721800,25818600,3738300,4974100,1812400,1224700,15765000,7126400,5302800,3910000,6021000,5152300,3900000,4875200,1640000,2149800,2721700,4134800,15346600,1210400,2179900,1933000,1294800,21964200,2415600,3496000,16829200,1479400,1133600,12668800,7248100,9704200,3104500,736700,1742700,40071200,1942200,2761400,5402000,6370900,1954500,2729200,18725000,4916900,2032400,3734100,10334500,2374400,3699400,1059100,19708600,4735700,1958100,3442600
2012-01-04,3007400,13370100,4232100,8551600,192300,3852400,1412800,3675600,5584700,302900,3356700,4651800,724400,4259700,1688000,402800,1133700,1762200,748900,1366300,4461400,5722200,5749400,14821800,4205200,1720600,5268700,3384500,4847600,3697300,5177900,1226700,1931200,1603000,687900,7096400,1418400,2368800,1428000,1573300,1284800,3144200,1206200,65005500,10571600,4231900,18361400,583000,713700,37213900,2778600,2141400,3388900,916200,683000,1592500,4895200,1361300,243711200,5317400,1311800,4873300,4905200,2120000,3742200,4264400,7836500,1417800,481600,2694200,4923000,2630400,1438700,24388500,11616200,2025400,734600,864100,1651700,17852400,1721200,6322500,1645900,392300,277200,1465900,2952600,7335200,2436700,7570100,5356600,487200,2595200,4231300,1683800,12630500,7935700,379900,17591300,8019100,743100,1436900,1550400,1773700,1469100,1008000,2479800,52927700,41455000,3153800,1168400,2698500,3501600,2773100,14239200,3759600,4350200,34687800,2459400,4184200,1338500,7411000,2735900,2571200,10831500,2260200,1828800,11617200,2663300,9197300,5990600,3077600,1889300,1018800,4381900,393700,7412900,561400,3266600,1044800,5187400,2604500,691000,1381600,2457600,2023800,2434500,7506800,1517300,813800,6217800,2247100,324100,4597700,1514100,2456700,78181000,1691300,2207700,1338400,7479400,3517800,977200,4909000,2273600,811300,664100,2405500,153700,1962400,2760400,7099700,3447200,994500,8019400,1931800,16130900,2644600,,2285700,561000,1443400,1707000,8569000,4483000,4496500,1952600,524000,1742400,1452400,887000,2247300,1808000,79725200,1958500,2141400,13634100,12486700,6523500,1264900,1880800,42754700,3435500,3842100,7856700,951800,16236000,1657400,7406200,4104600,734200,17823400,3863600,1664900,379900,1030200,7204200,1758400,2927100,4532700,1434400,4913900,1633900,11085800,3660800,1161600,7726400,24478300,1972000,10223300,625200,1806600,5421300,2936500,47504000,3076000,4346700,1219100,4425700,6048800,296600,2170900,290700,4441200,1718200,1046500,452100,597400,9243100,7784500,36571200,9530300,972600,1085600,10573300,2391100,3015700,4255300,3049000,6032300,6958400,5087700,850600,557700,2827500,2372000,3757400,1703500,1223000,10240800,2982700,1247400,2310400,2242700,1651800,19041200,4872600,613400,644700,10528100,6815300,5791400,5360800,4133600,210500,9385300,22841000,2587800,374800,6754700,1030000,2139000,3647200,13716300,7788600,175300,726900,1417800,43038500,80516100,333800,721800,732400,7333300,3934400,2420400,1397300,20699600,4914600,1797600,1925400,5090100,1100900,3937200,7319600,100489900,1919200,1660200,4248400,2919900,500600,9440800,9622600,2322200,2292900,1933700,1173600,1389600,1847000,2521300,8684300,1121500,3915500,1062200,1709800,45418500,2535400,1715300,487900,3069500,936600,3031500,6042400,701000,1132400,30277500,2084300,5589500,,786700,1625000,2681800,1027400,1453800,6294900,1023300,548900,1996100,10595400,9985500,3068000,2967900,3422400,1052400,9449200,963300,936800,17589100,792700,3323300,1440900,872700,2524000,1031600,1864000,16914500,2869100,3901600,1104700,886000,1034100,281000,5613800,1624100,248300,19788400,667600,6568800,927200,8512200,3162500,1555300,1528500,681900,1672800,2746000,1028200,531800,3702300,7582700,4395700,1012300,1400600,10063400,13886800,2967900,500400,2626800,7118500,3640400,2976200,1192500,14091600,1895000,3995900,1525500,3063200,5837400,3673400,363600,1148500,3934500,3054400,1616400,5978700,5113600,1235400,1199000,1298800,295100,5178500,1681000,20148800,2304900,2574400,2143000,1686200,9373500,8602400,3944400,5809200,5406400,3698900,3922600,6170700,1071900,2078400,2862500,5984800,17317900,1167500,8209700,1606400,660800,28273100,2660300,3592000,16522000,1347100,712900,9593300,8165300,9889900,2919200,643900,1416700,27519200,1949100,4369700,4604500,6903400,1779000,3473800,11200600,3103100,1724100,1919000,8249000,2501300,3384600,1391900,35655300,5013200,1755000,3478800
2012-01-05,3116400,13119400,5640900,8809800,515400,2999500,596900,8710600,3063900,487100,3120700,6842600,750900,5430100,1483200,618800,2292900,2704600,1463000,961300,3580600,6559200,6590300,16748600,3809100,1912900,8216100,4039900,6095100,4944100,4773200,792400,1716700,2376000,938400,6261500,2623200,4618400,2124300,2034500,1525300,3574600,951800,67817400,13992700,3324200,12093700,751000,592000,34457000,3319600,2999100,2775700,666500,600700,1526300,4976600,915500,547780000,6700000,626100,5703400,4859400,2057900,2316900,4235400,8463300,2312300,812200,2685700,6797900,6087200,1046800,12840700,13196700,2007500,1153200,1698800,2169500,7418400,4621400,6687400,2438600,321500,638200,2210200,4499400,5555900,2350500,4316400,6671600,834000,3991200,6672600,2442800,11741000,12235400,571700,17587600,7184900,672300,2145200,1773800,2206200,1116100,1038000,1237700,37865300,66793300,3234800,683400,3895500,2726800,2593700,14287600,6832400,5232800,44687000,3354300,4376200,803400,10276100,3182700,3075000,10257500,3590500,1733400,11467800,3757700,8443000,9616500,4559100,1861400,1089600,3498500,672500,10509800,981600,3294900,1265600,4571700,2821900,1226000,1265100,2039000,2842600,1712500,8200400,2057700,940800,6576300,4089400,273300,5293100,1846800,3620600,31470300,1699000,3742700,1545000,5057700,6009900,1000000,5075000,1743200,900100,1240000,1884600,188800,3424400,1954700,7844100,3828700,1295700,7244900,723200,17452800,1259100,,1753200,443100,2218600,1876000,14944100,2610700,3784800,1296600,511900,1761900,1519400,1074800,2292800,2859400,67877500,1579900,3177300,13023200,16343800,9735300,974000,1677800,45819200,3284000,4044700,17880600,1170200,18431800,1574400,8131300,4768300,426800,16640100,4264000,1477700,613900,877300,8702000,2872700,1959300,4160500,1839900,6649600,2323400,10245500,2874700,1978400,7374800,30491000,1954400,12469200,604800,1904900,2258700,3411000,49490600,3454000,4463100,1507500,4565600,5631000,405000,1809300,523300,5663100,1239300,928600,1476800,701700,11886900,7026300,38381400,8608600,919900,1623100,14540500,2579500,2280700,4030000,3034400,9137400,8526800,8053000,764300,641300,3585600,2596100,6265400,2129700,993100,14691100,3741900,2816800,1847600,2616100,1090000,14015900,5574200,768600,567100,14087400,7248500,12392000,7517800,2980200,405000,9762200,14757000,2948000,525500,8163800,2443700,1665600,5267600,20987600,10342500,151300,785100,2052800,53469800,56081400,341500,1562600,1118600,8508400,10378400,4204800,1699700,30615100,10768100,1598200,1700200,10373700,1072200,3571600,9831700,86552900,2988700,2605100,5545100,3407000,361500,8393200,10470100,2637400,2607000,2795600,1033400,1794700,2152900,2190200,14088700,723000,3660800,1881100,1553800,50873400,4187100,2157500,1097400,3744500,1162100,3956200,4909100,645800,995100,50061500,2546600,5407000,,835600,2161900,4180400,1059100,2289200,4546000,1744400,744100,2422800,10085300,3718900,4350600,3350500,2546800,959900,14555400,881400,1410700,11518500,629000,2118900,2801300,696100,2798400,1068600,2301200,31886900,2035700,4866600,1365500,926200,912700,527100,10055800,2829100,438100,14988800,903700,10803500,945200,28075500,2078100,1536800,1373400,729400,2244200,4667500,845400,472400,4461100,4892200,5197900,1156200,1618800,7537300,9731800,2979700,283400,3304800,13086300,6105900,2712100,1832800,19509400,2085900,6154500,1716200,6691700,6568700,3897600,454200,870500,4748600,3392100,2424000,4918600,8626200,1914900,1258200,1657400,417300,3563900,1534700,20788600,5421100,3101700,2087100,2247000,16744800,10757600,5962000,8124800,6330100,5064700,1979800,4607100,904000,2072600,2419900,4047600,22271400,1401300,2056400,1774000,635600,19937700,3208900,3878600,12096400,1270200,826900,12768200,9351200,14327100,3736000,750100,1518200,48435100,2231500,7084100,3228700,6117200,2053700,4662000,11763700,2500400,2247000,2125100,7760800,2691500,3889900,2270700,19422800,5059600,2199000,4965600
2012-01-06,2839200,11986200,5586600,9625000,706800,5781700,1346600,7463600,3458200,376700,2379800,4711300,543700,3597800,1942800,710800,2411000,881200,1775300,706900,3670800,5380400,5405900,11558000,7008400,3126800,8323000,3215200,4894300,5193600,6464100,882800,1740700,1775100,613000,4587900,1696400,2937600,3533000,3410800,1064400,2414000,813200,79573200,16178200,2364000,15644600,427800,605600,45580800,2134100,2486500,991700,571800,721900,1551900,4093600,1402300,299630600,6380600,663400,6078000,4956900,1384900,2794600,3751400,8873400,1763300,413100,1632500,4779800,2933000,945600,21222400,7916000,2435700,1235600,724100,3725000,7092800,4981500,3345400,2079400,531200,367100,2338600,2980700,5474100,2403900,5528800,11531800,1355000,3143600,4654000,1876800,9818000,13944700,274100,15855100,8214900,370700,1472500,2018200,2436600,555000,1070300,1904400,27796900,48226900,5034000,1236400,6486500,2139600,2667200,13646600,4095400,3881000,19228000,4031600,3648400,473100,7268300,2693600,1898700,16388100,3397400,912600,10239000,2743600,5602400,9366900,2733000,2730400,528800,3839500,578900,6683300,720800,2869500,1155400,3434100,2015300,1320200,2411900,2046800,5577700,1633200,8323100,1126600,689700,8730200,7059600,259800,3301500,2769300,3010100,17417500,1134600,1783800,1629200,7231300,4894700,795400,4493000,976900,706500,465200,2283400,213200,6434600,2511000,5332800,4891300,1421200,8654100,879300,15942100,1370100,,1861200,239900,2156700,1823700,14212500,1934800,2628600,986200,851400,1233600,1111000,973600,2061200,2213400,59840700,642200,2700600,9554700,14360900,4581300,815100,1788100,51069400,3679100,3962400,18234500,801100,15542000,5620400,5940900,4651000,289600,12320400,2770800,1380100,396000,777700,11505100,3105400,3020200,2489300,1279100,4984300,2270000,7285500,3830000,1488400,8358900,25775900,2809800,10175000,329400,6990800,2165100,3026900,36343500,4209500,4897100,2159400,4490000,4129400,361300,1886800,507500,3651000,1181900,814300,701400,322400,15359900,4134100,33160600,7250500,927100,3649300,10008900,2252800,2986800,2796200,2765600,4171700,7542200,6889800,822400,491600,3353700,1809200,4860400,2953800,908300,6329600,3630200,1722900,1943400,4274300,928800,12612900,4452700,809000,850800,10806000,6020500,7554600,5495200,3355200,512200,6591900,20887000,3046000,454000,6775300,1393200,995400,7972600,16727700,8519900,142200,1680800,1613800,33006500,99455500,228600,524700,965600,7954400,6384000,4485000,1451600,21677700,6289700,1188100,1212000,7296500,1192400,4483800,11554000,125610800,3509300,1517100,4218400,4548400,404800,7760800,5547100,1468000,1916200,1506700,1056400,2405600,1338000,3428200,13331300,414300,3180200,1567800,1164800,55685000,2397600,3096500,562200,3534600,571100,4521700,6533000,1239000,819200,29993900,2709100,6745900,,634400,1723900,4741600,578700,1253400,4494300,801500,699800,2599000,8421200,3224100,3674100,3103800,2367500,789300,13563900,846800,796700,8040100,934100,1577200,1484200,751200,1901100,852000,2495800,18310300,6083500,10296600,1037100,1865200,1089700,478400,4871800,2344300,205600,17464400,631900,8985900,544800,11792100,2130400,1535000,779600,806500,1792600,4999100,685100,311600,4722100,3046800,4766100,1354900,1022700,7993800,8105400,2322000,274700,2365400,11052100,5583000,2356500,1984000,12595700,2283400,3063400,2040100,3120400,6052800,2957700,612700,795700,2033400,3991100,1653600,4388200,5220800,1963700,1561800,1246000,411500,3317800,1484800,17279400,4988200,2530100,1959300,616200,15693000,8214400,3689800,3904500,5321700,3177500,1581900,3489100,677000,2712700,1913100,2067600,11848300,676800,2165200,2014500,588700,22327200,3436800,4181600,13089200,1217800,739600,8069400,8825400,14401600,3160700,2158900,1704700,32303500,1549900,4514600,3711300,6325900,1839200,3702600,7258600,1402400,3059100,1454500,6579200,2531500,2868900,524400,13308400,3761300,1643000,2994800
2012-01-09,2796600,10789400,4966700,5827500,1465500,3514700,686100,6515500,3052800,620900,5983000,4429500,707200,4548500,1644000,465600,1261600,816600,1323400,631900,3066800,11633500,11688800,10310500,5056900,2878700,8029900,6044500,5273000,4125600,2552800,778100,1740700,1222700,897100,7540500,2060800,2939200,2593900,1869200,2141500,2850900,839700,98506100,22287700,3117400,25243200,329600,788000,26790100,2108600,2132800,1161300,470200,577400,659100,4753800,1364100,240614400,6578900,390100,6418200,5173800,1417500,1655200,2978200,6952000,1530300,632100,1312600,4469600,3706800,567700,11099700,15949000,3348500,736800,782500,2251900,5764000,1759800,5580600,2075500,435500,339500,2496400,2898900,6536300,2694700,4866400,13592800,1826000,1882300,5524600,1873800,7495000,11765500,341700,19746400,7118800,748600,1852800,956000,2296100,849100,806900,1178600,37811500,35017900,1786500,650400,7035500,1394200,2879100,10522600,4280400,4152400,39423000,3690600,8621200,544500,10997700,1310700,1603200,14144100,4798300,1577100,7656100,2697000,5165600,6955400,2818300,2108200,979800,3501300,418800,9015700,546700,3088100,804300,3287400,2228200,866600,1143400,2170800,2374400,1670800,6532000,715800,545500,16537900,6587800,288900,2937200,1568300,6210700,18989200,1489700,1893800,1100600,11974600,4248000,779800,3525600,1123300,410800,1191200,1767900,146800,1854600,1824400,10554600,4720300,1156300,5549300,491700,11664200,2422400,,2040400,201800,1659600,1464700,13639400,2937300,5642400,1137000,559500,1685100,1854600,871200,1632400,1675300,53981500,654800,3016200,8245500,15872900,4900200,624700,2064900,46987400,1313000,2819600,12084500,1356600,16801200,2574000,5018200,4951400,221500,12481000,4356400,2042300,529400,989300,11092200,2875000,1920600,1846200,1235400,3542200,1708500,7346600,2591000,987200,12044400,24350500,1512900,14953500,460800,1958600,2455700,2476000,47478600,5596000,5201200,1764100,9377500,6467700,438800,1982300,466200,2481500,1055900,1045300,446400,282000,7934600,4870600,23001800,18248600,671800,1283900,11261700,2052600,3224200,1279000,2976800,3703900,5879600,4531400,668600,603200,4424700,2000700,4384800,1663600,720500,12353900,3088900,4629200,1058000,1861500,1216800,12291100,4329200,1303700,646100,6362000,6854200,9679000,5306000,2817200,385800,5792100,11486000,5016300,294700,4433700,1892400,1317500,5579000,13906900,7954200,131600,635100,1381400,28692200,59706800,307400,577900,686600,5238800,5532000,2110200,2285500,19102900,4090200,1960300,1191200,5351900,863900,3172200,4949600,214073300,2422600,1823400,3825700,2339300,285800,10045600,4126000,1923000,1731200,2056800,950900,1386000,2229700,1918500,12706100,761900,3472800,1595100,1414500,38481100,1798600,1467800,473000,5634400,666900,6461500,5859600,1185900,784600,39645200,1682900,4766400,,796500,1424100,4803200,1539000,1711600,3687000,1530200,729500,2153400,7836100,10015200,1987300,2555900,1996400,472000,8311900,979600,1126500,12663500,1020400,2336300,2061200,621000,1730000,846700,1349800,25590700,1675500,3613000,1037700,1200900,660000,308700,4782800,2565200,388300,13761600,441400,5622500,346100,8663100,2364700,1077700,593300,1087300,1225300,8397300,678800,240200,3054000,2906900,4629800,1147300,934900,6098900,7261600,2753600,347600,1609500,6903400,5296700,3256000,2256000,6795300,2119300,4015700,1858100,2610000,8040700,3476600,696100,1018800,1930100,2629900,2240400,5516600,6017000,1013400,773100,955600,188900,3846100,1965300,12065900,3850700,3402600,1563400,631100,15336100,8222400,4670200,5323200,5079300,3959000,1624900,4325600,621400,3052100,4325900,2593600,12095400,962200,1112700,2611000,461100,13966500,4657200,5621000,18002400,884900,674400,6679300,7636500,12145200,2063600,953800,734700,25720100,1318100,4427800,4130700,3428000,1297000,2703200,8696000,1934400,1567700,1396800,6101800,2610200,3796600,558700,13191900,3684600,1711600,2078900
2012-01-10,3438400,12191900,4985100,6011300,1083500,4442700,396500,8614600,3210400,694500,4513800,4459600,833200,3853700,1745600,592100,1161200,1887200,1651200,795500,4699700,8782400,8824000,10636900,3985800,2484900,6086500,4721000,6838600,7599800,3292600,907200,2976400,1535300,935400,6150500,1449400,3704900,1953500,2203500,1797600,3296600,1581500,64549100,25222500,6716300,28546700,455200,1391800,29064200,3533100,3083800,1356900,528400,829100,685500,6283100,1069300,354292100,7214400,529400,4906400,5126100,1579800,2792700,4815000,7090800,1458600,540600,2100000,4622400,11597400,875700,22741700,12398000,2682900,697800,1131400,2503200,10233600,3088000,8358200,1991000,1194000,382500,3208700,4170700,9545000,4733600,7566600,10848800,1073200,3022800,5885200,2347400,10012000,12100700,434700,13968500,7641800,503500,2235000,3656200,6217900,789500,865600,1714900,45488300,47710900,2845600,1198400,4882500,1865800,4042000,12964400,9097800,5679200,38885200,3099600,7664000,842900,6925900,2063600,1825700,16893200,3647500,1984100,10381600,3207400,8729900,9011400,4619900,1584000,1069000,4850400,948800,6933800,1102300,4046100,858500,9428900,2490000,924200,1882900,2717800,2143400,2418100,13856200,1065700,866500,5675600,2753200,493700,6812800,2523400,4055900,22115800,1903700,2125100,1972800,6737800,4700900,823000,6240000,2302200,640300,1411400,2377400,327000,2292000,1304300,6514400,3227200,1478500,9461800,1345500,13080800,1658100,,2669900,463200,3403000,1622000,18750600,3756600,2895500,1609000,551500,1046100,2205300,659200,2352800,1609700,121750600,691900,3670200,15895700,16375100,4800600,1102100,2779500,59344400,2067900,3686300,13538300,961600,30110000,1543800,7682700,23197700,362600,14349100,4647200,1997600,510600,966500,9638900,1880300,5678500,2817900,3237700,4307500,1483500,7497500,5512200,1146800,9842100,27737900,1269500,12244700,154800,3422700,12969300,5534400,41060900,5643000,5161000,2187400,4254100,6678200,437200,2611700,435300,4627600,1091600,1090700,687300,320900,8476600,5668200,35972800,23068300,1296600,2480100,14201400,2833200,2809400,1754900,2331600,4172500,10523600,4755500,986000,837800,4263600,2324400,9047700,1523500,1298500,6838800,5716500,1555000,1461800,1846700,1229500,9626300,9089400,1021900,742800,7211800,7004900,6008800,6334900,2587000,553000,7342500,10252000,2260900,362000,5075400,2016700,1714500,7279200,11366200,11576600,201300,926800,1576700,26672800,60014400,447700,537900,1041700,6825700,5319800,2543400,1557400,25241000,5630400,2117700,3500800,4583100,2647200,4019600,5417100,146335000,1913000,2036700,6354100,1899600,518900,9812400,7069500,2553800,2180500,2426200,1281200,1793400,2459500,2581100,13658200,712500,4539400,2212200,2149100,48976300,3446100,1553400,459400,4030700,470500,6300400,4996000,1192300,1456000,27730000,1967800,4937000,,1097100,2640100,5814300,1594000,1536000,4554400,1149700,669600,2364400,10318900,4117000,2964000,3341200,3327400,550100,12299600,657300,1014000,11673300,1355800,3484300,2210500,586300,1390500,839700,4556700,19395200,2343000,4591400,1044800,1608800,1183600,557300,5283800,3683800,424400,17688400,764200,8984900,693600,10149200,2742400,1409000,1545300,3379400,1458000,4128700,685200,269900,4814300,3630100,6678900,2498600,1869500,6656500,7868000,4698400,669500,3150900,8693800,5597300,3637500,2607400,6325500,2704700,4118000,1772100,2735600,10151400,10319500,539100,720000,2362800,4482400,16277800,6749800,5155600,1869300,1921000,1423600,195300,6139400,4177500,17905900,3623600,4255600,2199800,830100,17290600,8084000,6599600,10101500,7063200,3803700,3441200,4722200,2545500,3232200,6294700,3209600,10333900,1159200,2563100,2015700,757300,14546400,3251700,3647600,18711600,1414100,698600,6907300,10254900,14070900,2582400,2167900,1474100,29860100,1876400,5062500,8024400,4057900,1882700,3310400,15125200,2392400,1698500,2602500,10261600,1863400,3116700,1048300,14048800,4825900,2765600,3420500
