,MMM,ABT,ACN,ATVI,AYI,ADBE,AAP,AES,AET,AMG,AFL,A,APD,AKAM,ALK,ALB,AGN,LNT,ALXN,ADS,ALL,GOOGL,GOOG,MO,AMZN,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,ABC,AME,AMGN,APH,APC,ADI,ANTM,AON,APA,AIV,AAPL,AMAT,ADM,ARNC,AJG,AIZ,T,ADSK,ADP,AN,AZO,AVB,AVY,BHI,BLL,BAC,BK,BCR,BAX,BBT,BDX,BBBY,BRK-B,BBY,BIIB,BLK,HRB,BA,BWA,BXP,BSX,BMY,BF-B,CHRW,CA,COG,COF,CAH,HSIC,KMX,CCL,CAT,CBG,CBS,CELG,CNC,CNP,CTL,CERN,CF,SCHW,CHK,CVX,CMG,CB,CHD,CI,XEC,CINF,CSCO,C,CTXS,CLX,CME,CMS,COH,KO,CTSH,CL,CMCSA,CMA,CAG,CXO,COP,ED,STZ,GLW,COST,CCI,CSX,CMI,CVS,DHI,DHR,DRI,DVA,DE,DAL,XRAY,DVN,DLR,DFS,DISCA,DISCK,DLTR,D,DOV,DOW,DPS,DTE,DD,DUK,DNB,ETFC,EMN,ETN,EBAY,ECL,EIX,EW,EA,EMR,ETR,EOG,EQT,EFX,EQIX,EQR,ESS,EL,ES,EXC,EXPE,EXPD,ESRX,EXR,XOM,FFIV,FAST,FRT,FDX,FIS,FITB,FSLR,FE,FISV,FLIR,FLS,FLR,FMC,FTI,FL,F,BEN,FCX,FTR,GPS,GRMN,GD,GE,GGP,GIS,GPC,GILD,GPN,GS,GT,GWW,HAL,HBI,HOG,HAR,HRS,HIG,HAS,HCP,HP,HES,HOLX,HD,HON,HRL,HST,HPQ,HUM,HBAN,IDXX,ITW,ILMN,IR,INTC,ICE,IBM,INCY,IP,IPG,IFF,INTU,ISRG,IVZ,IRM,JEC,JBHT,SJM,JNJ,JCI,JPM,JNPR,KSU,K,KEY,KMB,KIM,KLAC,KSS,KR,LB,LLL,LH,LRCX,LEG,LEN,LVLT,LUK,LLY,LNC,LLTC,LKQ,LMT,L,LOW,MTB,MAC,M,MRO,MAR,MMC,MLM,MAS,MA,MAT,MKC,MCD,MCK,MDT,MRK,MET,MTD,MCHP,MU,MSFT,MAA,MHK,TAP,MDLZ,MON,MNST,MCO,MS,MOS,MSI,MUR,MYL,NDAQ,NOV,NTAP,NFLX,NWL,NFX,NEM,NEE,NKE,NI,NBL,JWN,NSC,NTRS,NOC,NRG,NUE,NVDA,ORLY,OXY,OMC,OKE,ORCL,PCAR,PH,PDCO,PAYX,PNR,PBCT,PEP,PKI,PRGO,PFE,PCG,PM,PNW,PXD,PNC,RL,PPG,PPL,PX,PCLN,PFG,PG,PGR,PLD,PRU,PEG,PSA,PHM,PVH,PWR,QCOM,DGX,RRC,RTN,O,RHT,REG,REGN,RF,RSG,RAI,RHI,ROK,COL,ROP,ROST,RCL,R,CRM,SCG,SLB,SNI,STX,SEE,SRE,SHW,SIG,SPG,SWKS,SLG,SNA,SO,LUV,SWN,SPGI,SWK,SPLS,SBUX,STT,SRCL,SYK,STI,SYMC,SYY,TROW,TGT,TEL,TGNA,TDC,TSO,TXN,TXT,COO,HSY,TRV,TMO,TIF,TWX,TJX,TMK,TSS,TSCO,TDG,RIG,FOXA,FOX,TSN,UDR,ULTA,USB,UAA,UNP,UAL,UNH,UPS,URI,UTX,UHS,UNM,URBN,VFC,VLO,VAR,VTR,VRSN,VZ,VRTX,VIAB,V,VNO,VMC,WMT,WBA,DIS,WM,WAT,WEC,WFC,HCN,WDC,WU,WY,WHR,WFM,WMB,WYN,WYNN,XEL,XRX,XLNX,XL,YHOO,YUM,ZBH,ZION
2008-01-02,4453700,11216100,3455600,13454000,746000,6047700,1789200,3065800,2521300,643900,2374900,2598700,1759700,3716800,2580000,444600,1236900,763600,2582800,1555400,3762300,8605100,8646000,8757300,13858700,885800,3908000,2730700,8053700,734100,3144900,,2222200,1709600,1224400,7934400,4060400,3983800,3838200,3383000,2553200,3866000,1846600,269794700,19230800,11937000,3469000,443800,1188300,20293800,2401000,3027500,1478400,932900,1137400,1258400,4242100,1286400,30764600,7066300,1015600,6011700,7166200,2501100,6500500,1780000,6365600,3427400,218500,3510200,4303000,1323000,1310300,7282100,19336800,1280400,2146500,3809800,3006400,5649100,3129200,911600,3615600,2719100,6337800,4101200,6644900,14166600,804800,2176200,982900,1616400,6755000,12670200,7741900,9058000,703600,2090900,3367600,2218200,1199800,1223800,64338900,6214600,5905700,1277600,2453500,2054100,4939700,15453800,10133000,4151800,51415000,2804400,4152100,364000,15079100,2507700,992600,13691400,3736000,1397400,19191900,2840400,16954800,5731900,3757500,3001800,1706600,5109500,6351800,933900,4014400,1122000,4215300,4189900,,2906400,2275300,1215100,5884700,,2183000,5704400,2407100,389800,2059700,2382200,3855800,27943600,1195000,2777100,2975600,2957600,3025000,1420200,4804000,1008600,985400,506100,2685700,478600,1783800,1153300,3676900,1726900,1969900,7009800,1030800,23351900,1572600,4890000,580600,6514400,1966400,4449800,4111400,1625600,5693400,902400,1553100,2157800,1505000,2807200,1877600,33239700,4584600,16639200,2522400,9751200,4711500,1031000,38914400,3120800,5456000,1192700,13117800,2038400,9573500,5425800,854000,10321900,2855200,1869900,503500,1058100,1975000,1622100,1562000,1615000,5115300,7601600,16560700,4162000,1075600,8244900,30826200,2224700,4420600,515600,2795600,1770000,4363900,84278800,6564500,9503500,773900,2967100,4866500,673200,3746300,835600,2560200,452000,1582200,2576600,359500,11970500,6192500,22122300,7635900,386100,1408700,5610200,2137400,1571400,3900400,5100800,12789000,7126300,935100,1069800,2313900,2064000,3254800,28390100,716500,5556800,1788600,5552500,2355600,2753000,4687600,10201100,830400,639800,5248000,9545100,3481500,5756500,657700,4491800,20156000,3832900,529600,7858300,2237300,5826800,11724500,11169000,275900,3006900,13230900,63004200,357300,677900,1054200,5991800,4570800,9218400,3337900,17624100,3681700,5595000,2599100,6334100,1560200,5088000,9882700,12527900,2428900,1078900,12021100,1889700,9781600,5241200,3333000,3409300,3251900,1665200,1473300,1768200,5502300,12099100,1054000,5655100,2135700,2403100,42775700,2260800,2120300,1616500,4130300,401900,5469700,4899100,1253600,2342300,45983700,2921000,,838900,1012300,2212600,1364500,2406000,3000100,2002200,1619800,1743800,12255300,2975100,725000,2941200,3115000,1067100,4729800,998500,1780600,28963200,1526400,1892700,2185600,3715500,2294200,575800,575300,5969700,1345800,4923200,2759400,1861100,880400,417600,5923200,1862100,694600,4980000,754600,9177800,,5685900,1773900,913100,1194200,16500,2199500,2406300,633500,409000,3867000,6875600,8891400,2343400,1296600,7589900,45448600,2643700,714300,1001600,3237600,18084900,2687700,1761100,11078500,2516600,2643700,1172300,2799700,16982100,4073200,793800,1697100,2341400,3289100,2358200,7130700,8303400,1681700,4517300,1436800,281500,6753700,8180000,2832100,2262900,1531300,213100,10623900,11975200,10272000,5209500,7698700,6506100,2409400,4262900,591800,2104000,4012400,3458400,6565200,1742500,1041600,4045200,10865500,1421600,3217000,,1410000,2301300,19918600,7298800,9269900,3059700,871700,1195800,24387800,558900,4384300,5559100,1867500,1523400,6938400,4440800,2030000,1629800,1752000,5591600,6928700,2296500,25671700,4132200,1433600,1938800
2008-01-03,2724100,10902600,3424300,12338400,734400,5186700,1587300,3114600,1735400,530700,2575200,2789500,1421500,5437000,1962800,809900,885500,600400,2545600,717200,3019300,6498400,6529300,10013800,9122500,911100,4739200,2001700,7753200,542600,4630600,,1314200,1962400,1241500,11976300,4218000,3591200,3744800,2501400,3070300,2917000,1566500,210516600,15999100,5944300,3202600,602700,686200,18606200,2327400,3036000,1962800,775900,1364800,1032300,4060300,982000,22589500,7169000,1176400,6843500,5604900,2849500,8730300,1040000,12794000,2718100,824100,5048900,3427900,1793800,1485800,7131300,14894100,1241000,1451400,2937800,3576800,3512700,2240300,686800,2146200,2843900,4385900,3721600,6932700,19207400,713800,2657800,1091400,1323200,10690500,6936300,7732200,10479200,534900,2351100,1873600,1186100,940900,691300,50360100,5965700,3819100,983900,6381000,2632100,4992600,13902600,6361800,3275800,48363800,2047500,2834200,434400,11269300,1677100,1304800,9650000,3501000,2406300,18150000,1712400,74308800,6896300,3786800,3783700,1423800,4780100,7725900,673700,3339200,799000,4608900,2918800,,2644800,2204100,1238400,5913300,,1545600,5142200,1654000,338800,1616100,2213800,3417400,20519100,1255400,2546000,1292000,2438200,2897500,1006300,5088600,861800,596600,583600,2209400,310400,2526600,531900,3231300,1096400,1563100,6751400,532600,19160600,1701000,2803800,679500,2623000,1290100,3729200,2405400,1237300,2690200,875400,1936200,4395000,1893800,8328400,1819900,47186200,3811200,16279200,2853900,12751000,5269700,1363300,26976200,5604200,5890800,854500,11630000,1801000,7751700,6630300,772300,10216200,1880800,1657700,373600,881400,1809600,1156800,1811200,1265300,4761400,5879000,14635500,3404500,1518000,7129500,23538200,2426800,2743700,406200,2749200,2147400,4038300,85190500,8596000,7528900,1152400,5066000,3143400,817500,3389700,710200,3549000,698100,2381700,3180400,337600,9277600,7821300,17150700,5185100,429300,1119900,4097300,2591000,1794900,3691700,4920900,12112000,7732300,750600,746900,2959500,2908700,5076300,16856600,872100,4513400,1056900,3368800,1805200,2435800,2208800,8190700,774800,900300,9448200,8039700,4383200,5565900,589300,3429500,28994000,3984400,403300,6514700,1290300,3325200,8427300,4020400,272600,2315900,13825400,49599600,353700,806500,1712200,9466500,12392100,5395800,3071600,11422200,4629700,6970200,2685800,8087500,1419800,5001000,8442500,21340200,1827500,1493200,14370800,1579500,10636000,3551300,3850400,4372200,5686000,2661000,2149500,2212200,5148300,11882700,981600,6185900,1633900,1737900,42045400,2197400,2001600,1211400,3321900,532100,3728100,4728400,1671500,1559500,45470800,2368900,,614400,649500,2072900,2173000,2490200,2253400,1297400,1213500,1231000,11162800,2803000,1272400,1625300,2374600,1348700,5480500,1633200,2534700,15127300,1073800,1855000,2649400,2337000,1519700,854600,478300,3954300,1156600,4506800,2006200,1479700,679400,487600,4152400,1537400,1037100,3689200,420800,8587500,,9964900,1328700,979200,990200,29300,2444200,3157700,853000,281400,2403100,7971600,4006200,2482100,768100,5139100,47940200,11043000,500300,1061600,2598100,6773300,3743600,1235800,12350900,1974000,2614900,1140800,5081000,15540900,2721500,492400,1951600,2098800,2141400,2120900,7664000,7485400,1602600,3607500,1702400,366900,6607500,11794500,4935100,3992100,2236000,296500,13995100,14656800,6388000,6805600,4864000,3842500,2512300,4355800,492000,1861700,6894500,3040000,11518000,1205700,924500,2067300,9017900,5570700,3191700,,1586300,1775000,19801000,16204900,9681100,3201900,676300,1087200,26313100,886000,5754000,2989700,2158200,1423600,5865000,5445200,1386800,2432900,1589400,4205100,3559300,1862100,20179700,3846900,1524700,1538300
2008-01-04,3620300,12302200,4636400,9067600,645700,8938700,1899600,4319500,3121800,671600,2095900,4939200,2117800,4294000,2148000,780500,871900,690000,2842000,3564700,4124200,10708800,10759700,11110400,10270000,1209100,4828000,3546800,8501400,712800,4752900,,2615400,2726800,1380600,10310400,4230000,4183700,4037400,3027600,2646900,3254200,1651900,363958000,33623600,6932200,4529400,806800,896700,20658200,2674800,4917500,3102300,978700,1363000,1086400,3885200,2436800,34921700,6693800,1042300,4862000,10484600,1665200,18904600,1415000,10686100,2877000,659900,3970300,5393400,3525800,2404000,9459400,17167900,1440200,1779400,4074500,4307200,5576500,1805500,582600,4768500,4874400,7697200,6642200,5064100,15948800,710400,3254100,1292100,2238000,10300500,7963100,7891800,13103800,1450200,1733600,2010400,1387800,802800,903200,56897400,7545400,3898500,1569700,4844000,2628200,7573900,18027400,6718200,6706200,46003400,2268600,3089300,484400,14580200,1644500,1660000,17848900,4936000,1644300,20051700,2543400,24253100,13329800,5374300,2902000,1341600,4068700,7777400,909000,3063000,1053600,4191000,4118300,,4484600,2729500,1835500,9685200,,1126600,7526700,2108900,342700,2459900,2004000,2871000,29543800,1251200,2394100,1570800,2640400,3365100,1460500,5684200,699600,923100,498300,3262200,478200,6541200,625400,4081600,1330400,2322000,5676200,619100,24730900,2903200,2511000,1083100,4317400,2180000,9934600,6208900,3262000,3521200,1057400,1471800,3876400,1131400,3706200,1548300,57781000,6448500,20337400,3021600,13965500,4160300,1730700,40730900,5944200,6243000,1125000,15413200,8366600,10157900,10327600,1368200,11450000,4263200,4734600,505000,1008600,2034000,3502600,2719000,1182000,9315100,10296800,19772000,5946900,1688800,6399700,54436900,1619200,6865800,653600,4205400,3203600,7491700,174093400,7218500,11034600,1616200,4390900,5049600,772100,3018400,1028400,5337100,434400,2003600,4108900,253600,12714800,7981600,25873800,8003300,797300,1380400,5323600,3301000,2995400,5297900,9890900,12149200,8745100,925200,1015700,2781300,1662600,7843700,32234200,980700,6186500,1479800,6846400,1841800,2319100,2413800,14752600,1321300,1079000,14132200,10010500,4390500,4671900,1258300,6149200,38427000,3836500,788900,9687500,1969300,5302500,9990100,5084100,259700,3816100,23464100,72090800,242100,1283100,1412600,7642500,7749700,8412000,4892500,14448500,3820300,9988100,2138800,6736200,1861800,4920300,9930600,17202500,2159200,963800,7886000,2896800,22335200,3603500,2777000,12366800,3931000,2268700,1957100,2104800,5842400,18402300,2826900,6730100,1718900,1088900,44738600,3387000,2139400,1322900,4332200,767200,4605000,5493200,1657800,1106500,42023200,3378100,,1107800,641700,3029200,3487500,2503800,1933100,2301200,1386000,1642800,10049000,4904500,1545200,2737800,3056000,1579100,8200600,1267300,3255200,29638500,1194000,2145300,3520300,6399400,3421500,1081000,603500,10403700,1406300,4870400,1770100,1484400,711300,699000,10352000,2889300,1220800,6438000,724900,9891100,,7540800,1415100,1717400,1394000,31300,5279000,10347800,940300,486300,6667200,7848400,5772800,2894500,1166800,6977200,40105800,7661900,443700,1218000,5246600,15318900,2535700,2555700,15503200,2505700,2718000,929400,4019300,18535500,2261000,663500,1904500,3048900,2019300,2722700,7486900,11572600,1612500,1822800,2531200,332800,6402300,9865100,3660000,3282900,2269900,334400,14328700,10975200,11112400,8676400,7250600,5501300,2237900,5540300,950000,3247300,6302100,3922400,9964600,1242600,1817400,2598300,11886800,3378600,2195700,,2110300,1899400,20351200,11552400,9550700,6205700,1044200,1225800,50818700,922300,6475400,7163400,2988500,2325800,7488800,4283400,1973300,3068700,2448400,4578700,6668400,1739800,20745800,6056700,2246700,1921200
2008-01-07,4223800,20668100,4086100,16744800,812500,7757600,2281600,5816900,3831300,760300,2465300,4901100,1976900,4369800,3578800,841800,1168200,1495400,7292400,1607900,4457700,12793900,12854700,16011400,9981600,1314700,4456000,3153400,14031100,839100,3462300,,2563200,1960200,2069500,8529200,4023400,6195300,3305000,2892800,2459000,3087800,2210400,518048300,22609200,8137100,10947700,624000,1601600,26773400,2879900,3653000,1831200,950800,1475000,1381300,5847600,2013200,31884400,6205600,1449500,7085000,7311300,2495400,7800100,1285000,9989500,5843000,844600,3202100,9961800,1547400,1763200,8261300,17425900,2033000,2211900,4324100,4183200,6275300,3421600,615400,4070500,5231000,8790400,6402400,6447900,23325200,1036400,2884600,1419000,2330400,13524500,9959700,7727600,12892200,1168400,3089600,3537600,1978500,1110500,861900,54431100,6891800,5823900,1381600,5763000,2078300,4898300,23782000,9073000,6082200,40541400,2238200,3950200,272500,17771600,2064500,3865300,19960300,3973500,1636200,17045100,2816900,21489600,11011100,9183400,4278100,1316800,5491400,4133200,895600,3399700,1360800,4056600,3209800,,4986800,3237000,3399100,7266200,,1804900,7190900,2323600,378200,4309500,2254000,4446200,44513100,2262100,2546200,1174000,4676400,4899900,2068700,4844400,882100,1377200,1339900,2668400,469600,3374200,784200,3782100,1308100,2665400,10682200,981400,28937500,2703600,3009600,713700,3991900,3180200,7895000,6784800,3936400,3827000,2470000,2196000,6296600,1525800,3585400,1926000,47007600,6685500,25281200,3845800,9721600,5538900,2181800,47510100,6483300,5899600,1176100,18028600,3804400,16044400,4362500,1064600,15327600,3812400,4760900,571400,1416500,2118000,1518300,2254100,1167800,5189100,8416200,20682400,5599600,1505200,5758900,69337000,1984500,5612300,495800,4291400,3689800,9791800,112063700,12436500,12650400,1221400,3746200,4369200,978500,4226200,1171100,3666200,661300,2941200,3171100,209300,12352700,10029300,25644100,9258400,1111200,1758800,4522000,2759600,2357300,4836800,6548200,10620200,7160600,1042300,1011100,4009500,2140300,6727400,23148600,1409900,10376100,2860500,4768700,2586600,2749500,2346800,12646000,1601800,915700,8313500,12575600,3235700,4019800,1087000,5499700,43861000,2923600,981600,10784500,2109000,7582500,11330900,6095800,457500,3639300,20100200,80164300,257200,712100,2385800,8410500,9311200,10779000,4256200,18767500,5978700,7394200,1950500,9086600,2991900,5444600,11762100,12693800,2674700,1490800,9584500,6058500,20808400,5030700,3614800,6602000,3651800,1754700,2063900,4329500,6792600,25170000,2585900,8286200,3229700,1257700,40045600,3059600,3808200,1364000,3105000,1090800,4130400,7584800,1553500,1854700,48116800,3495300,,1309300,993600,2774500,2027900,3528800,2795400,2282700,1852500,2662300,11916000,3965000,1298800,2900300,4263600,1258400,8618100,1330600,9260200,27665700,1228400,2056600,4530300,2698100,3328000,1388300,591900,9490200,1586000,7964400,1189600,2153300,873000,1365200,11090000,4804800,882300,13106800,1042300,10334000,,7601800,1641000,2253700,1185200,28900,3006400,4622900,642100,463700,5278800,8623900,5167200,3151300,1041400,11146600,50480800,5477300,731400,1901000,3960700,11953800,4152300,3398300,12112000,2236400,2203200,3274300,4633800,13987000,7565800,651000,1527400,3130300,2206800,2802300,6686300,9852600,1959000,1543900,1954000,502100,7373800,12590600,3246000,2814200,2231300,993300,12090300,14496800,13720000,8476800,6093200,6548000,2204600,5850900,742400,2739400,3875200,5799600,11786200,1376900,1244400,4671400,16094100,2337200,3092900,,2390500,2699400,20326500,7723200,10742900,5026800,771500,2330400,25887100,849000,5427700,5219100,2549300,1361900,13254000,7467100,1993600,2366800,2208200,6421700,4918900,2769600,24769400,6366600,2709500,2608000
2008-01-08,5711200,21974100,5045300,13427600,2123600,8896200,1835500,4819200,5383700,1358500,4684000,5680700,2167600,4786800,2842800,864800,1353500,1406600,5932800,2227000,4297600,10667500,10718100,17342200,12283300,1065000,5240600,3460400,11721000,959900,3277000,,2591800,3344400,1482400,20974900,2668200,5121900,4130800,4124600,2154400,2961800,2260100,380954000,27256400,8629400,12000300,1446700,2098500,72780000,3891200,3741600,2295100,932500,1624600,1411600,4437400,2149400,42143300,9146500,1034900,12747800,6870900,2931300,8469900,1030000,13737300,4465800,560300,3275200,9810600,3244200,2092400,9577300,22036800,1860000,2656500,3592500,4738000,10128800,4111400,1199000,2371100,4495500,7662300,6308500,7574300,14516000,2085600,2562600,1841300,2555600,15862000,12751500,6463900,10987700,739900,2056400,2561600,2612700,1065200,879300,61248800,9998900,4314200,2430300,5029000,2584900,6142500,20883200,8094000,8614400,49078800,2541400,3624500,419000,16222900,2102300,3250000,16016600,5856600,2605500,22956900,4246400,21197600,11053700,9562400,3443600,3600800,4933900,9311200,1423800,4146200,1875400,4379100,3459500,,6260600,2639600,3203000,10026100,,1583800,6716400,2831600,483300,8627200,2380400,3810000,33702100,1410000,1855500,1911200,3782800,4508400,4442100,3996800,726100,1609300,1125900,3260300,410400,3258800,915600,5571000,1849000,1952800,14438600,687800,21764500,3422700,4180000,832500,4566100,2333300,6595100,4578400,4528500,3800600,1532100,2732400,6362400,2023600,2971200,1294500,47965400,6946500,26225400,6100300,8114500,6733600,2507100,45067500,7662300,6072000,952100,19202200,4048000,13553700,3869700,1097800,11488400,3217200,2908200,402900,851000,2883100,3185600,2086900,1472000,6830300,4834200,15488100,5293000,3615600,7791000,94068300,2468000,4744200,803200,5542400,1705200,12713300,80520800,11479000,9434400,10012200,4634500,6072000,684000,4189800,2180300,6396700,813400,2754900,2313900,256700,13478500,13562400,33646000,8647000,844700,2018900,8084800,3028100,2483600,5094200,7415900,13705800,5661300,1857900,1061800,3722200,1891500,7354000,27645900,1112100,12197900,2370600,4760600,2758200,3160500,2625600,12749400,1636800,959000,8257900,14288100,4533100,3814100,1239600,6917900,33315000,4494100,754000,10080800,2561400,5230900,20538000,5752700,342400,3056100,13277100,79148300,446500,1030700,2239900,7997000,8076500,13836000,4363100,22467500,6300200,5860300,1810000,11119200,1751200,6270400,7055100,14490000,2634000,1186200,11777400,3184700,16714400,6191700,3670200,5975600,3884400,2279700,2210700,9245100,7384000,27673900,2608000,8682000,3601100,2146600,43551600,3631000,2996100,1993000,3574300,591800,6515500,7153800,1580100,1432600,51898900,3316800,,1011000,1132600,3462100,1549400,4007400,2943100,2265200,1563800,2239500,17169100,4163400,1220700,5150800,5142000,1516500,8963200,1199300,7408800,27124200,1731800,2497900,3867600,2284400,2427500,956400,519800,11255300,1325600,7888000,1477700,3050800,1257800,1213300,9110800,3460100,716600,6574000,634200,10650100,,9703500,1755000,1258100,1128200,38700,3482400,3769800,1075600,366000,5210300,8691100,7035000,2586200,2302400,9233000,126297600,6376900,870500,1663700,3792600,22429800,4660000,3073700,15212200,2672500,3008600,3033500,4314600,23463000,3561100,490500,1506900,4684600,3195300,1983700,8890500,10679000,1458500,2889400,1676400,710300,9139900,10744300,4832600,3058600,2217800,704000,16178000,11689600,11514000,9843300,8142700,5459700,2727000,8250900,604000,2522800,4806100,3982800,9519800,724900,2156300,3316200,37362400,2756700,2863100,,2431300,2060500,19017100,9053600,13014300,4873900,1555800,2086800,41495200,1189800,6023400,4462500,3793000,1772100,8799400,6463000,2722700,2795800,2467900,4786700,8849000,2822900,22974000,5283600,4586100,3228300
2008-01-09,6422300,20584400,4734900,10727400,1326300,9059100,2981000,7842000,4908800,947400,4137600,5362700,3175500,8060400,4400000,1331000,1143400,1011800,3861600,1557300,4606600,13465900,13529800,16521700,16410900,1240600,8615200,3169400,10971500,964100,3787800,,3334400,4349000,2053300,12052500,6140600,6290200,6033200,4669900,2266000,4864200,3026800,453470500,26513100,10227600,7406100,726400,1143400,56144300,3452900,2966100,2845400,1292200,1783500,1376700,4629400,2654800,44276900,9731800,1094800,15522200,7552100,2471900,6081900,1475000,12515100,4894800,599300,3464800,10307100,3089800,1876100,13319500,25932200,1623200,2091500,3870000,3796800,10746800,4435400,798100,3772100,7048700,9845500,6120100,9720000,13203600,2938200,2465800,4721000,2226000,16734500,23305100,6802600,12448200,1418900,2124700,3151200,2985200,1142300,994300,66475800,10781000,9289400,2274500,6640000,3919000,9526900,35949600,9418000,7698600,54377600,3040500,6090400,431100,16939000,3398800,3357200,18690400,8802400,3403100,25347000,6871100,20812200,9569700,6497900,4877500,2485400,8440300,8358000,1199600,3460000,1286800,5481500,4612000,,7863200,2492600,3597500,13181200,,2449300,18404300,2284000,525200,6957500,2795000,4644800,42864200,1472200,2393800,2128400,5004800,5201700,1650900,6048000,791000,1405100,1124200,3656200,495500,3851400,1216000,5151400,2019900,2332400,9253600,834900,26198800,2297800,4154200,3172200,3818100,1430500,8090800,6911500,2258000,4306200,1355200,3507600,5948800,2007200,3572000,1494500,77760600,10011600,27743000,7667200,11533700,20949000,2667100,48701300,7885200,7896800,1055500,17632800,2178600,15901200,5705100,1275400,18241500,3358000,2624900,446300,926100,2471000,3651400,2934800,1240100,5039400,5705600,25468800,5776600,1627600,7534700,67394400,3128500,7741500,853200,5437200,2468200,12071100,73239600,10655500,10922100,3770500,4380300,10002400,766400,4014900,2362200,5074700,724900,3809000,2951400,266000,19489900,9751300,33546300,9637700,1002500,2090500,6411500,3954400,4019900,4893400,7348700,18084200,8552400,1046200,1875700,3908200,2109100,11656400,41436000,1048500,9577400,2089800,8019800,1374000,2602400,3926600,17731900,2434000,1243200,11469900,14044400,5356800,4999200,1623000,7206000,38939000,3842400,1093200,11600400,2063300,6478600,16702500,8058300,341500,3453800,23785400,74305500,659400,1534200,1947600,9246300,12153200,12830400,4713800,20061800,12635700,6134100,1789100,17051600,2471000,5461200,9415500,15200500,1907600,1489900,8824700,3456200,23320400,4517600,3412000,5344500,4772700,3815200,2739700,5235700,7638000,18525900,2142100,8831100,3339500,4977900,47973000,3916000,4069800,1559100,4198900,1576100,4977400,9288800,1105500,1367400,60159600,2636500,,923400,1150200,3899300,2993500,5059800,2935400,3353800,1205300,2532600,14875400,5143600,1665000,4093700,3801600,2517200,7622600,1516000,4588300,27370900,1705000,2508600,3753100,2465700,4126300,1054100,580100,10257700,1635900,12521600,2013600,2891200,1342900,1542000,9247600,5923900,860500,9061600,793500,8010400,,14544000,1918400,1255800,2505400,55900,4011200,4685800,1852100,579000,7358600,11877700,6044400,2889500,2249400,9162200,48409600,5440900,715000,2837500,5400000,15052400,6976500,5469900,13026700,2242300,7825300,2036100,5719700,16788900,2716600,523900,1869600,5823800,4937000,3203100,8819800,12314600,1572300,2144600,2144800,459100,7856900,13035300,4840800,2883800,2269700,1019800,18578900,14199200,16579200,7075900,9381400,5093900,2052800,9232300,1113600,2729700,3841300,9324400,12456100,738600,1446100,3629600,26413800,2279800,6254300,,2348500,2985800,27197600,14386600,24858700,4505400,804100,1732000,37293300,1207900,6867900,5090800,3863600,1830400,9048000,4958400,1397500,2303600,2470800,8511700,6032700,4693500,46662700,6430300,3070400,4521100
