,MMM,ABT,ABBV,ACN,ATVI,AYI,ADBE,AAP,AES,AET,AMG,AFL,A,APD,AKAM,ALK,ALB,AGN,LNT,ALXN,ALLE,ADS,ALL,GOOGL,GOOG,MO,AMZN,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,ABC,AME,AMGN,APH,APC,ADI,ANTM,AON,APA,AIV,AAPL,AMAT,ADM,ARNC,AJG,AIZ,T,ADSK,ADP,AN,AZO,AVB,AVY,BHI,BLL,BAC,BK,BCR,BAX,BBT,BDX,BBBY,BRK-B,BBY,BIIB,BLK,HRB,BA,BWA,BXP,BSX,BMY,AVGO,BF-B,CHRW,CA,COG,CPB,COF,CAH,CBOE,HSIC,KMX,CCL,CAT,CBG,CBS,CELG,CNC,CNP,CTL,CERN,CF,SCHW,CHTR,CHK,CVX,CMG,CB,CHD,CI,XEC,CINF,CTAS,CSCO,C,CTXS,CLX,CME,CMS,COH,KO,CTSH,CL,CMCSA,CMA,CAG,CXO,COP,ED,STZ,GLW,COST,COTY,CCI,CSX,CMI,CVS,DHI,DHR,DRI,DVA,DE,DLPH,DAL,XRAY,DVN,DLR,DFS,DISCA,DISCK,DG,DLTR,D,DOV,DOW,DPS,DTE,DD,DUK,DNB,ETFC,EMN,ETN,EBAY,ECL,EIX,EW,EA,EMR,ETR,EVHC,EOG,EQT,EFX,EQIX,EQR,ESS,EL,ES,EXC,EXPE,EXPD,ESRX,EXR,XOM,FFIV,FB,FAST,FRT,FDX,FIS,FITB,FSLR,FE,FISV,FLIR,FLS,FLR,FMC,FTI,FL,F,FBHS,BEN,FCX,FTR,GPS,GRMN,GD,GE,GGP,GIS,GM,GPC,GILD,GPN,GS,GT,GWW,HAL,HBI,HOG,HAR,HRS,HIG,HAS,HCA,HCP,HP,HES,HOLX,HD,HON,HRL,HST,HPQ,HUM,HBAN,IDXX,ITW,ILMN,IR,INTC,ICE,IBM,INCY,IP,IPG,IFF,INTU,ISRG,IVZ,IRM,JEC,JBHT,SJM,JNJ,JCI,JPM,JNPR,KSU,K,KEY,KMB,KIM,KMI,KLAC,KSS,KR,LB,LLL,LH,LRCX,LEG,LEN,LVLT,LUK,LLY,LNC,LLTC,LKQ,LMT,L,LOW,LYB,MTB,MAC,M,MNK,MRO,MPC,MAR,MMC,MLM,MAS,MA,MAT,MKC,MCD,MCK,MJN,MDT,MRK,MET,MTD,KORS,MCHP,MU,MSFT,MAA,MHK,TAP,MDLZ,MON,MNST,MCO,MS,MOS,MSI,MUR,MYL,NDAQ,NOV,NTAP,NFLX,NWL,NFX,NEM,NWSA,NWS,NEE,NLSN,NKE,NI,NBL,JWN,NSC,NTRS,NOC,NRG,NUE,NVDA,ORLY,OXY,OMC,OKE,ORCL,PCAR,PH,PDCO,PAYX,PNR,PBCT,PEP,PKI,PRGO,PFE,PCG,PM,PSX,PNW,PXD,PNC,RL,PPG,PPL,PX,PCLN,PFG,PG,PGR,PLD,PRU,PEG,PSA,PHM,PVH,PWR,QCOM,DGX,RRC,RTN,O,RHT,REG,REGN,RF,RSG,RAI,RHI,ROK,COL,ROP,ROST,RCL,R,CRM,SCG,SLB,SNI,STX,SEE,SRE,SHW,SIG,SPG,SWKS,SLG,SNA,SO,LUV,SWN,SPGI,SWK,SPLS,SBUX,STT,SRCL,SYK,STI,SYMC,SYY,TROW,TGT,TEL,TGNA,TDC,TSO,TXN,TXT,COO,HSY,TRV,TMO,TIF,TWX,TJX,TMK,TSS,TSCO,TDG,RIG,TRIP,FOXA,FOX,TSN,UDR,ULTA,USB,UAA,UNP,UAL,UNH,UPS,URI,UTX,UHS,UNM,URBN,VLO,VAR,VTR,VRSN,VRSK,VZ,VRTX,VIAB,V,VNO,VMC,WMT,WBA,DIS,WM,WAT,WEC,WFC,HCN,WDC,WU,WY,WHR,WFM,WMB,WYN,WYNN,XEL,XRX,XLNX,XL,XYL,YHOO,YUM,ZBH,ZION,ZTS
2013-01-02,3206700,20266400,13767900,4040500,6091900,537200,6483800,800500,5166900,3920000,256500,4036400,8790200,1312800,2468800,2173400,568100,4172900,1238600,2003700,,573900,3176100,5077500,5101500,13536600,3271000,2097000,6662000,3979400,6091400,22929700,3119400,1099100,1860300,1972400,1259700,5772800,2546000,4314700,3761100,2309600,2398300,3468800,1574000,140129500,12963700,6677100,9357800,688200,537200,38323500,2998800,3217500,1377600,440800,893700,1272200,4605200,951700,236021400,9261200,1017300,4907900,5102600,1011300,2816300,7529000,6563200,1581000,951600,4512900,5036400,3187800,1029500,12050300,12153200,3671600,1547600,3084300,4378700,8984200,2170400,6661100,2756400,597400,473900,2597600,3284400,11590000,3273300,8202500,8016000,1305000,3043300,5658600,1906800,5048500,15607600,872600,16521600,6144100,491400,1668900,1206800,3763100,777800,778400,801200,40304500,45648500,3092500,1110900,1923900,3265000,4835200,21872400,4879200,4150200,35246400,2220200,4325300,1444900,6263400,1789700,2481500,14040800,3153800,,3797900,12526900,2674100,8925500,7441200,5128500,1743800,3435400,3479400,3903900,10628500,856600,4541200,918100,4693300,3077100,974800,7058300,5082100,2330900,1639200,9357000,1285800,662400,7251200,3196300,842400,4360500,2208200,4103900,32786100,1533100,2632400,1477800,6881000,5417400,918700,,3665200,2848200,910600,1086000,1322300,247700,3250900,1419200,15490900,2146100,2293100,5259100,486400,16143700,1278900,69846400,2498300,326100,2020100,2879900,13866300,3260300,3738600,1785600,1405400,1792200,2404500,831700,3050100,5167800,75274700,1371800,1933200,19780600,24586900,5481600,1073300,2021500,46089500,4869500,3998000,15605900,725700,7941800,1228800,4449000,3875700,420700,10230700,4852800,1798200,583300,977000,7350600,2460900,4835200,2626900,1185300,5446900,2741500,9067200,5208600,2564400,6324500,109584000,2206700,9507900,447000,3821800,1043700,4113500,47623000,7525000,4234100,1509400,4523300,13303700,310800,3526500,418500,4927700,1438400,876500,1135400,815900,12874200,4772400,31413000,6104100,825200,1563300,12731000,2701400,2732300,5596300,1837500,6120500,7392800,4755000,792600,742000,4289000,1308400,3400400,2812200,1664200,8352400,4487000,4597700,2569600,2245600,1166000,8229700,4491100,704900,924100,8234800,,5297800,6321400,3964900,2652500,466300,8073900,12278000,4359700,554300,7377200,1153600,1953100,6521500,15956900,19438200,154000,6010000,2494400,29556500,52899300,196900,991100,1390800,17862400,3168900,6089100,2620900,29812900,5909800,2246200,1589000,7450500,1310600,3161500,8740300,19431300,3627800,2533700,7254500,,,2238300,1081400,7512800,6644700,1560200,5630300,2395700,1642000,2154000,7480100,3100400,11970900,1574400,4016000,2209900,1931800,33758400,2772900,1962800,625100,3487000,1686200,3251500,8055900,1176900,799500,33522200,2625800,6499100,5229900,613700,1623300,4558700,1483700,6377600,4728800,1088100,681000,1780500,9987000,16179600,3483200,3329400,2864100,636300,9998200,969400,1869000,17582200,1225000,2271200,1726200,967800,1878400,446000,939000,17693800,2366000,4124400,1754800,1572200,1509200,494500,7121600,2237400,519700,8162800,794200,6391400,781300,7445700,2142800,1187200,1731800,1149700,1455000,5464800,768100,458500,4568400,6017300,5878000,1442600,1523500,9023600,13267600,4812300,444200,2118400,7992800,8729700,3824400,1399900,9523000,1738900,3991100,3151100,2893500,13357500,3282200,488700,1365200,2886500,1737600,5809600,8519700,7366600,705300,1543900,2528200,659100,2802100,2106600,28909900,5427400,3407100,2205600,1190300,10045200,5601200,4572800,2991400,5358100,4810800,3288100,4485200,944900,1557300,4579900,10071100,1325100,1877700,3197900,1305600,16483900,1790600,5236500,15826400,1002000,860000,10390800,10064100,11674700,4247900,576800,1136500,30443000,2042400,4426300,6666500,6595000,1643900,3378800,9398100,1655100,2487000,2702000,13107600,3440800,3494800,927300,20463100,6091300,1397500,2551100,
2013-01-03,2704600,22148200,16739300,3340700,7201700,666700,3906000,520600,8415000,5054200,247100,5144500,5751700,766300,2091900,2602600,408000,2738200,776600,1042000,,572700,2794600,4631700,4653700,11243400,2750900,2195000,5398400,2355300,5017000,17115900,4443700,945500,1673200,2026700,851300,3871300,1888200,3098500,2953000,3352000,1505300,3095200,1099300,88241300,8741500,3970700,9917200,684600,778300,28932700,1744100,2564400,2007800,299300,461600,1113200,4456800,1239400,157149700,6790800,918200,4655500,6147100,1174200,3051100,7174600,6104600,5816600,596200,4968400,3987000,2483600,732900,12251000,10281400,2329500,1094600,2893100,4184900,5589400,1609800,5730000,1760800,807100,349400,2118900,4322600,9329000,1926100,8486000,5349200,1234000,1990900,4553500,1397000,4025500,14175900,558500,13666200,6817000,473000,1396200,1731200,2949400,690100,633000,554400,50603500,38343300,3233100,778200,2130700,2510000,4163300,16357900,4884800,2959600,22807600,3715200,3591300,1777400,4377500,1358700,2584200,10657300,3872400,,2517000,7604200,2160300,6082200,7427400,6700100,1810800,1734400,2377900,4535900,16272400,525500,3714900,954400,5514100,2030100,304000,18764800,8756400,1540700,1029600,6792900,983500,548100,7213400,2326400,371900,2658500,1308200,3124700,25735400,1060200,2076800,1179800,3664600,5701800,1070600,,2928400,1332200,1064700,629100,1358600,266200,2956700,1593100,6282800,2427700,2124900,5126700,680500,13268200,1941800,63140600,1531600,380100,1723800,1634300,11670500,10021100,2182600,1010600,1243100,1306200,1386400,570600,1681100,3139300,121284700,847000,2237700,14675800,12679000,13809300,697500,1740800,48509100,2195600,4064900,22903800,580900,5965400,1754600,4584600,2589800,325800,16641200,3943600,2010600,488800,774000,8742100,2271100,3256900,2968800,1346900,3887600,2372700,6056800,2974200,6291600,9622700,94420400,2831900,10460000,492000,3062700,1345200,2629900,41054100,7744500,3644700,1431600,3994000,11553200,270700,2559000,318800,3910900,1769400,623400,519300,488900,9598300,4587700,24227700,6327500,1564000,1556900,14056000,1875300,3007500,5574900,2237900,8161900,5841800,9260800,427600,556400,3413400,1115300,3994300,2562400,2050200,7448100,4418100,3281200,1463300,1828100,1021000,8564600,3561500,727000,909100,12902900,,3656200,7296400,2810800,2402200,415700,3786700,9452000,4091600,515500,5473500,1039500,2824500,5338600,23543400,12745100,117100,3302900,1483300,39091500,48294400,275000,809000,2186400,9075500,2262400,6442800,2874200,29859500,4555900,1206600,1329400,5120100,3502900,4312500,4620700,27912500,3539200,2696400,6017100,,,1227300,632100,7232200,6984200,1424800,4970800,2516800,1479500,1855400,5812000,2448000,7472200,1151800,3373800,1743400,1256800,21819500,2403200,1336100,650400,2615700,1102900,2626800,5200100,560200,786700,33757400,3578400,5817000,5291900,643200,1447200,3822200,1618700,5271400,3617200,971200,925600,1864100,7741900,5517100,3071600,3028600,1948400,568600,7803000,879800,1829200,14118200,1191800,1842400,1636200,1150400,1753300,650400,566000,22191900,1617300,3029200,1707500,1201700,666800,428300,14348200,2030000,608800,5707600,607600,6063000,865000,4948400,2034400,579000,946000,1874600,1400300,3063700,502600,407400,3847700,8985900,3954300,1131400,1853400,9470500,14670400,4213200,336900,1384600,9399200,8920400,3259800,1921200,10665800,1342600,2959900,2463300,3670000,8832500,4971500,362300,1042500,2124800,1321800,4886600,6020100,8295300,1110900,2202300,1844600,375900,12559000,1770400,17685000,2705800,5739000,1318500,787900,12697900,4672400,3647200,6693900,14413200,4528900,2468400,3786600,626900,1629600,2076300,9637500,1353500,1827700,2608400,1201700,11227700,1841500,4478600,14937200,1037800,590900,8910100,7142300,7566600,2467300,876700,784100,25374800,1475600,2978300,10128800,3967200,1036900,2386400,7694000,1194100,1731900,2403600,8939400,2560000,3906300,610800,19504400,3654600,1575000,2267900,
2013-01-04,2704900,15820100,21372100,3145600,4070700,268200,3809300,615000,6218700,4106000,257100,4373200,6432800,1051800,2244300,1215000,441300,1414400,764400,1219500,,509800,3019200,5521400,5547600,7117400,1874200,2649500,12048300,2679200,4017200,13844700,2231800,820000,827000,2461500,969300,3280500,1079400,3842200,3502800,2862500,1569500,3094800,1206700,148583400,7446400,5842400,8157500,1079100,555100,21136600,1340400,2113300,1979800,351500,496600,1123200,3245500,809800,132601900,9072900,459700,4525700,4011600,884400,1703000,4142200,6073000,1533100,805200,2330400,3431700,3607600,650000,15409900,8631900,2711300,1551600,1273600,4766000,4459000,3089500,4273700,2363300,727000,505500,2194800,3028400,5658600,2578000,11319100,5976400,1043000,2161000,4347700,1326400,4534000,16143400,702800,13450300,4414500,368100,1995200,1688800,2127900,522000,737400,499800,36378900,46310100,2165900,899300,3770200,1864700,6416200,15311300,3537400,2504800,19035000,4584100,3672800,1026300,4827700,1520700,1182900,22629000,1989000,,1704300,9247400,1741300,5615700,4532000,4717000,2663700,1068800,2696300,2725900,17125600,660400,3349500,935100,4004000,1715800,470600,8772500,3191200,2881100,907200,5220900,735200,581800,5519800,1749500,403300,7085500,2678500,2312200,15411400,621900,2747200,1967200,3348500,3243200,939700,,2518600,1310000,1284000,701800,1585300,150200,1895600,1419900,5456900,1896400,1592300,5143600,459100,11427900,1643300,72715400,1706800,304700,1500600,1519700,14800100,4653700,2636000,926000,872000,1099500,845600,494700,1164200,3824900,54669900,604200,1828500,12812400,17831600,5305500,544700,2406300,29802600,9062900,4054700,8066600,664300,7126200,1513600,5234600,2236300,301800,8152700,4598000,1233600,541400,711000,7401500,2228900,3475600,1899600,1409600,2371200,1780500,4779100,4139300,4940400,7910300,48466400,1874400,11162200,519400,1831000,2547500,2614600,30142500,7896000,3380200,1419800,3318400,5211100,358300,1898200,235500,5369100,1488300,514900,514300,512300,11631800,3131800,24487700,7089600,1325800,1764400,21197200,1776400,3114700,5350100,1332300,3426700,7105000,3288500,383000,994200,1683500,816200,3040300,2433600,1700300,13587200,4767400,2335600,1456600,1739300,565600,7705000,2963600,852100,534900,8317900,,3450400,6589200,2285300,1872600,358800,4026400,11475000,3408300,358500,5374100,1480500,2060300,4219900,15428500,13825000,260300,4481300,2403300,18802700,52521100,148200,700700,1444000,7696000,2164300,4842300,2902600,31983900,8467100,1140000,923300,5440600,1383900,3413300,3953900,17761100,2635600,2443600,5834100,,,934800,513600,6794000,4133600,1511800,2776300,2779800,1904800,1292700,2875900,1839200,13124200,1048900,3934100,1210400,1784300,21687300,1854900,775700,558700,2048900,1186800,1792500,4512300,2316100,408000,28604900,2721400,4205800,4161100,410800,1259500,2859900,1102700,3902400,3768500,771700,404500,1728900,5853700,3785900,2621400,3866800,1489800,444100,8670500,804300,1875200,13918300,1556400,1268200,1062500,1588300,1470400,504300,438900,22613400,1417500,3025200,1313200,1013500,834800,280200,4438800,1900900,391500,3296400,687900,5165300,1378500,4520900,1398000,901500,1109300,1346200,1330200,6131100,349800,395000,4448200,6884900,4635500,1440400,1216600,7934800,10911400,3500100,269600,2471000,5808400,5677000,2398800,1134700,5249300,1640100,2600700,1120900,3438100,7606600,5109800,392000,848300,2013300,1656000,2627200,6234600,5671400,833600,1871100,718600,305000,10753200,1052300,14113300,6794900,4163200,1224500,1906900,11487400,13139200,2994800,5184900,10458000,2632000,2529400,3855900,635000,1389100,2216300,11940300,1138500,1546500,3864100,692300,14930400,2538100,4544100,10376000,715400,430200,6438000,8324800,8745900,3656800,747300,957100,31420300,1140400,2735500,9753500,3639400,606500,2748400,6857900,1410700,2129100,1750100,8681800,2502300,2302400,563400,12489600,3782700,1190800,3577700,
2013-01-07,2745800,13120000,17897100,2262800,3655900,623800,3632100,1054400,6791100,2437900,350400,4521100,3589500,898700,2653000,2080200,668600,1016200,911200,1386900,,1237000,2250600,3308000,3323800,7399000,4910000,2626200,5730600,2361500,3859400,18383700,1764500,1046200,1137000,1803600,862400,2573300,1218800,2743700,2377000,1850800,953500,4713400,678400,121039100,14497900,8339200,9686900,1133300,687600,27500500,1933500,1712800,653200,345300,559500,797200,2785600,559500,201403500,6789200,428200,4728600,2751100,813100,2737900,3987500,5150000,1121600,722300,1759600,7172600,3441200,807400,24078600,6047800,1682200,1524600,1077500,3635200,4443200,2476400,6413400,2209000,335900,297400,1522600,2275600,5368800,2595300,8793200,17560200,1692600,1981800,3063100,2008800,3604000,10327300,562200,13597900,4861000,385900,1249000,2403200,2159300,821900,1060500,467900,30790700,36305100,3408700,718300,2655100,1377800,3681400,14610200,3521400,2803600,19034000,2842200,2317800,1366200,5489500,1310400,1889400,18641400,1663900,,1585200,10994000,1654900,5178100,4118000,5890700,1814400,1727000,1859400,2021000,23137100,554100,3238700,873300,4672400,1926000,511800,5862400,3049000,2076600,762000,6642500,658600,409800,4544100,2579500,425600,2438900,1179900,3184000,24200900,798300,2290500,1580800,3863300,4297900,1162200,,2857800,1689600,542300,620900,1170200,143500,1887200,1944500,4629300,1898700,1381700,4550200,590600,11799800,1319000,83781800,1242900,338900,1148600,1510200,10651000,6684600,1886000,1213000,1458500,1176300,988300,600500,1630400,3111700,43482400,742800,1923300,13719700,11723400,4995700,559400,1941700,32746700,12503800,4724300,8385300,525500,7948400,1997600,3556900,2838800,187000,7676400,3614400,2099100,1198200,764600,4484300,2372900,2448700,1301000,835700,4536200,1087100,5466500,4264600,2816200,6250500,42256600,1415700,9202200,394200,2876400,7788100,2038100,36352100,5988000,2862300,2179400,2520000,5865200,304600,1422500,195600,4703700,865100,558000,753300,517300,7548800,1786200,24456900,5313400,1903100,1079700,20213100,2791700,1448900,5109800,1548000,2730200,7604600,2995700,406500,867400,1693200,1405800,4721500,1540800,1905500,6989100,2080700,2259200,1843800,1335700,874000,12497600,2329800,612400,566900,4605600,,4781000,11086800,1817200,1402200,239600,3351800,11398000,3056700,347000,5820900,1532800,1728700,6807700,11503600,8446600,325500,3303000,1722100,31133300,37110400,134000,585200,1989300,7576200,2307000,10506300,2069900,21445100,2753100,1981600,1162400,5954900,862900,3061200,7114500,45550400,3984700,2156400,4853400,,,1394600,942600,6489400,5818400,1605000,1878700,2573400,1590900,1547000,4264200,2484500,15268300,1346500,3746900,1096800,2085700,14008300,1292600,1447300,498800,1804200,1287100,1593600,5658400,776900,883900,25779900,2692700,3980800,6884000,635100,796200,3987900,1447900,5349000,4434200,874500,557200,1485900,5269800,3145700,2527900,1944300,1490100,442300,8318600,1244400,2499700,10310100,1478700,1692900,2169400,2721400,1457100,455800,464700,13545500,1121500,3651200,1984200,946800,588900,350300,3583600,1736500,430100,4185600,737500,4104500,576100,5594000,1679000,749900,718900,1680000,953800,2651100,438900,285000,6904300,6882100,3643000,2247900,1630800,7865300,8720000,4899100,361800,1762600,3372200,6350600,3840800,1345200,4896500,1559000,2468500,1927400,5438700,7392900,2866200,297900,943400,2207500,1839200,2171400,5159500,4645100,667500,1314100,1606400,366700,6276200,1823800,8233200,1881800,3549500,2041500,875800,8170400,6808800,2467200,5527400,7804500,2955900,1667700,3378500,1033100,1091800,1602100,12946200,1703500,923400,2950000,1077500,20891300,2515300,3638700,10242400,869000,369000,6201400,10896500,9472100,2887200,650500,1327900,28135100,1752500,3268500,10834400,2460400,797600,6012000,4013500,1298500,1501000,2856800,10152400,1938400,1594800,481300,23864500,5289400,957000,2286000,
2013-01-08,2655500,15042300,17863300,2502800,6141800,2551000,3080900,840000,3683000,4503700,243300,3366800,3896900,1425800,2885000,1748000,318000,987300,859200,1821400,,1050900,2406500,3348800,3364700,8112400,3010700,1577200,8034400,2517400,4960900,16094700,2200000,1001400,1452200,1533000,837400,5170700,866200,3231000,1797800,2923200,704000,2721300,637500,114676800,8260500,3880400,15153500,652500,486800,29210300,1520000,1924300,831000,877500,519300,792600,3289700,1104100,168461100,4763100,636300,4309900,3848800,1173200,3023800,3657800,6884600,1760100,630400,3883000,20268100,2099400,591500,27219300,9651300,2096900,2039600,1734200,3431500,6178400,1912500,3826700,1968200,445500,442000,1137000,3534200,5616100,2519700,9577200,22886800,1370800,4052600,6849700,1284200,5063000,9954300,482300,15977900,6325400,368900,2192300,1783000,1820000,845500,1078900,631700,33218100,28185200,3395100,575300,1725400,2054800,4130600,14324300,3699800,1771200,33510400,2046800,10128100,1285900,6137700,2091300,4419500,20353900,2189900,,1376600,8459200,1396300,4708000,2963900,3636400,1819900,1544800,2173700,2485700,16685700,698900,2410700,872900,4370100,3552100,1201600,2340000,3223700,1911500,1648400,7982400,559200,728900,5390200,2428500,365300,4257500,1590800,4252900,27391000,1137700,1856400,2312600,5110000,4127300,1004700,,3122400,1764000,733500,671400,1303700,169900,1638800,2764800,4508700,1882500,1473600,4672900,446700,14226400,1339100,45871300,1342600,356900,2177600,1156100,10703400,4350300,2204300,1476400,1217200,1802700,968800,870900,1701800,2416600,46336200,1060600,2694000,15176300,8352100,7848000,1089500,1734900,40045500,10151700,4949100,10435200,832300,13371400,2138000,2760200,2658200,450400,12052900,1801600,1852700,871200,858400,5874000,2953400,2362700,1590100,806000,3370800,4074000,5433000,2977400,2449000,5984200,72416500,1989000,10895100,525000,3122900,3339000,2005500,48672000,9003000,3026900,2525200,3835400,5788500,455700,1041600,239400,2108400,665800,739700,623400,669300,9825300,1964400,19624200,8334700,1036400,1530300,36449200,2512100,1684500,3633100,1566700,3717800,11488600,5304500,557100,1281500,1701200,1031700,2910100,1543700,2017500,5246100,2339000,3039100,1593600,1340600,953700,6513700,3778700,828200,647500,5173700,,3447900,9818800,1716000,2492700,423100,3487400,6983000,4288600,495000,6285200,1432700,1107900,4137600,14750900,10810300,145800,2706000,2104600,30791800,44703100,123800,845000,1710800,14360800,7415400,6468300,3108200,22206200,3042900,1167800,2097200,7200200,985500,4102500,9210700,24714900,3124400,2007800,6373500,,,1993100,1152200,6714200,7600600,2363400,1497600,2745400,1215600,1739400,6008200,2448000,11660600,967600,8744700,2197000,1437800,17408900,1598400,1242600,773700,2583100,886500,2121400,5072500,828700,435200,31057000,2986700,4426100,3575600,498700,1050200,2875300,965000,9107000,2926200,860900,455600,1197300,7362000,2396900,2428900,2419100,3733200,446000,7994900,738800,1853200,12856700,2135700,1776700,2358500,1408200,1701800,550100,1643600,14243500,1045300,3419600,1728100,1770600,1048200,641100,4821000,1550100,317700,3953600,947900,5274500,1848300,8464200,2511700,1623400,1153700,3533200,802300,4622100,641100,342600,3109800,10480100,4110300,2546000,1449200,8252600,9613400,3433800,314500,1854100,7371800,6793200,1927300,1132000,4928700,1072400,2378800,1513400,4726100,6904200,2770500,319300,854000,1431200,1766900,4260900,9364200,5634700,1071500,1948800,1265800,792200,4392300,2192300,13226500,1970300,4083200,2078100,1263800,6519800,4480000,2360400,3357400,8196200,2653300,1922500,4830600,1194300,1342900,2245600,14459700,716600,1178900,2926800,626400,21394400,2282200,2993200,11800400,945500,523500,5866900,6952300,8637600,2356100,594300,1565000,20132600,1079600,3800600,7685900,5202600,875100,6212800,7692700,1831100,976300,3761500,8951800,3877900,2504800,1084500,16931700,17253700,905200,3758600,
2013-01-09,2359700,11313000,18800400,2599000,3489300,1004900,4083100,537600,3836900,2339200,487000,2146200,5737900,1547200,2991900,1069200,389800,893900,703400,1283700,,416400,3067800,4045300,4064500,10680600,2265600,1677200,8493100,2064800,5885600,14719000,1529000,843500,957800,1513300,541600,3372500,1032200,2480400,3117500,3383900,723700,2535000,882100,101901100,11170300,3831000,18582200,405200,497400,19618400,1640600,2210400,884000,452300,522300,1083800,2460800,620700,335692000,5192500,563600,6439000,3099900,825200,2009500,3505000,8371900,2098900,685100,2400600,10915800,1373600,532700,24853100,11742200,2945600,1149200,1788100,3152100,9886400,1533900,2894900,1372600,465900,400500,1696200,2915800,3546100,3179800,7304700,12545400,1004600,2498200,3102400,1482600,8226500,7591200,872100,29079400,4558600,442400,1281200,1493000,2473700,668900,613900,341000,30380100,44923500,4387000,532400,1169800,1784000,4801400,10563700,4009600,1967800,19628000,2510100,6149200,973200,4156300,1756800,4685300,24453800,1834400,,2423400,8186400,1880600,5895200,4765100,9661100,1826700,1715800,2569200,3827400,10251700,490300,3702300,976900,3547100,2528200,463600,4621800,3747500,1643900,1309700,8211300,576900,677300,5297100,2503400,397500,2729500,1211600,2627100,19245300,1044700,1553500,1594200,3892500,2998200,1139500,,1755200,1958600,530400,490400,1179000,303600,1349100,2163000,5359700,2060000,2393800,4515700,596000,10892200,777500,104787700,1853700,257900,2345100,1275400,9882600,3702200,5618700,1368600,588800,1215600,874300,967400,1216900,1658000,36973900,829000,2392200,10595200,5793200,4046400,4323300,1404400,28540500,3340100,2847500,13341400,494200,8257400,7141600,3666500,3724000,403900,8379200,2593200,3099300,1207500,1139000,3456300,1728300,4383700,1501600,1569100,4542400,8134400,4712400,3218100,2493000,5791700,75684200,1646100,10451100,511800,2930300,1339200,1729800,34290000,10398500,3212000,2505200,3611900,3759200,351800,790000,144300,3017900,1058000,466900,466100,758200,7672800,3780300,25920600,5493900,870800,1132600,23183500,1923800,1835900,4059900,1020900,3105100,5537400,2954500,597200,1404100,1467100,849500,3274900,2624600,1962900,7267200,2089300,1817800,2096400,1289800,549300,5400700,2962700,483200,517900,6006100,,3178100,7302200,1456600,1922400,312900,3381300,11461000,4415700,597800,4822100,1441300,1121800,3442200,10073100,10814300,210500,2667200,2428400,20647500,49047900,168000,731500,857300,11671400,4865000,2896200,2674100,26993800,3851800,691600,1959600,3838400,914700,3252100,6275800,20223000,2228600,2928500,5568600,,,1307900,610200,5530400,6993200,1713400,1863400,2143400,954600,1897300,3153500,1351200,17375500,811200,5647100,1527800,941500,18932700,2106000,1482500,463400,2181700,1673900,1660100,6280900,1624800,426500,34210200,2407800,4776300,4429800,406700,1148800,6196700,1262700,6973400,3516300,882500,306900,1421900,5762900,1827800,2599500,2079300,3320200,411400,9398300,984900,1748200,12374300,1963800,2000600,1153700,1492600,1369500,568400,836000,15827800,1362900,2827800,1068900,856100,1024400,793500,5218400,1950500,261500,3856000,499200,4626500,1059100,17973600,1546100,1049800,1105300,1667300,735500,3096500,745200,242700,4477000,8476400,6207800,903800,1150300,5393800,16678400,4023800,581300,2828300,5371800,4168100,6508600,1476600,4431400,1414700,2458300,969000,6244100,6754000,2071800,372700,873600,1617100,2421900,2929800,5508500,2882800,1060200,2711700,1294800,949300,3186200,1261400,11614200,3458900,4621300,3313300,922900,10072300,12527200,2188200,3610900,5154300,3123900,1664600,3770000,1009000,1043300,2978000,11273000,816000,1037100,4099300,668700,13346700,1920300,4049800,17552800,1176500,470400,5055200,8713700,8389000,3577800,908800,1161400,24589300,1379900,5765700,11489700,6459600,830500,3586400,5638000,978000,1869900,1994400,7178600,3434400,2969500,985500,21646700,10365500,1302200,3031000,
