,MMM,ABT,ACN,ATVI,AYI,ADBE,AAP,AES,AET,AMG,AFL,A,APD,AKAM,ALK,ALB,AGN,LNT,ALXN,ADS,ALL,GOOGL,GOOG,MO,AMZN,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,ABC,AME,AMGN,APH,APC,ADI,ANTM,AON,APA,AIV,AAPL,AMAT,ADM,ARNC,AJG,AIZ,T,ADSK,ADP,AN,AZO,AVB,AVY,BHI,BLL,BAC,BK,BCR,BAX,BBT,BDX,BBBY,BRK-B,BBY,BIIB,BLK,HRB,BA,BWA,BXP,BSX,BMY,AVGO,BF-B,CHRW,CA,COG,CPB,COF,CAH,CBOE,HSIC,KMX,CCL,CAT,CBG,CBS,CELG,CNC,CNP,CTL,CERN,CF,SCHW,CHTR,CHK,CVX,CMG,CB,CHD,CI,XEC,CINF,CTAS,CSCO,C,CTXS,CLX,CME,CMS,COH,KO,CTSH,CL,CMCSA,CMA,CAG,CXO,COP,ED,STZ,GLW,COST,CCI,CSX,CMI,CVS,DHI,DHR,DRI,DVA,DE,DAL,XRAY,DVN,DLR,DFS,DISCA,DISCK,DG,DLTR,D,DOV,DOW,DPS,DTE,DD,DUK,DNB,ETFC,EMN,ETN,EBAY,ECL,EIX,EW,EA,EMR,ETR,EOG,EQT,EFX,EQIX,EQR,ESS,EL,ES,EXC,EXPE,EXPD,ESRX,EXR,XOM,FFIV,FAST,FRT,FDX,FIS,FITB,FSLR,FE,FISV,FLIR,FLS,FLR,FMC,FTI,FL,F,BEN,FCX,FTR,GPS,GRMN,GD,GE,GGP,GIS,GM,GPC,GILD,GPN,GS,GT,GWW,HAL,HBI,HOG,HAR,HRS,HIG,HAS,HCP,HP,HES,HOLX,HD,HON,HRL,HST,HPQ,HUM,HBAN,IDXX,ITW,ILMN,IR,INTC,ICE,IBM,INCY,IP,IPG,IFF,INTU,ISRG,IVZ,IRM,JEC,JBHT,SJM,JNJ,JCI,JPM,JNPR,KSU,K,KEY,KMB,KIM,KLAC,KSS,KR,LB,LLL,LH,LRCX,LEG,LEN,LVLT,LUK,LLY,LNC,LLTC,LKQ,LMT,L,LOW,LYB,MTB,MAC,M,MRO,MAR,MMC,MLM,MAS,MA,MAT,MKC,MCD,MCK,MJN,MDT,MRK,MET,MTD,MCHP,MU,MSFT,MAA,MHK,TAP,MDLZ,MON,MNST,MCO,MS,MOS,MSI,MUR,MYL,NDAQ,NOV,NTAP,NFLX,NWL,NFX,NEM,NEE,NKE,NI,NBL,JWN,NSC,NTRS,NOC,NRG,NUE,NVDA,ORLY,OXY,OMC,OKE,ORCL,PCAR,PH,PDCO,PAYX,PNR,PBCT,PEP,PKI,PRGO,PFE,PCG,PM,PNW,PXD,PNC,RL,PPG,PPL,PX,PCLN,PFG,PG,PGR,PLD,PRU,PEG,PSA,PHM,PVH,PWR,QCOM,DGX,RRC,RTN,O,RHT,REG,REGN,RF,RSG,RAI,RHI,ROK,COL,ROP,ROST,RCL,R,CRM,SCG,SLB,SNI,STX,SEE,SRE,SHW,SIG,SPG,SWKS,SLG,SNA,SO,LUV,SWN,SPGI,SWK,SPLS,SBUX,STT,SRCL,SYK,STI,SYMC,SYY,TROW,TGT,TEL,TGNA,TDC,TSO,TXN,TXT,COO,HSY,TRV,TMO,TIF,TWX,TJX,TMK,TSS,TSCO,TDG,RIG,FOXA,FOX,TSN,UDR,ULTA,USB,UAA,UNP,UAL,UNH,UPS,URI,UTX,UHS,UNM,URBN,VFC,VLO,VAR,VTR,VRSN,VRSK,VZ,VRTX,VIAB,V,VNO,VMC,WMT,WBA,DIS,WM,WAT,WEC,WFC,HCN,WDC,WU,WY,WHR,WFM,WMB,WYN,WYNN,XEL,XRX,XLNX,XL,YHOO,YUM,ZBH,ZION
2010-01-04,3043700,10829000,3650100,9306600,829200,4710200,1701700,4597600,5671300,306100,2362000,3815500,1131400,3015600,1802400,712900,856400,1332800,1128200,794300,2631000,3908400,3927000,11048600,7599900,1299300,9837300,4076600,6894300,7750900,2750500,2176100,2238700,2455900,876700,5277400,2457200,3324500,2102700,4641800,3407100,2364900,1938700,123432400,18615100,3472500,11512100,379300,1228200,29136600,2228600,3930100,1650400,408300,1483400,1301200,5888000,1234200,180845200,6127700,1371800,11467500,4550800,1793200,2971500,1575000,6433800,2469700,238700,3018000,6186700,1286000,1511500,14332300,14376100,538700,935400,822900,3385100,4514800,1574200,4447400,3824400,,794800,2122800,5372700,7325600,4553000,6710900,4832000,660000,2239700,2068100,3055200,6172000,14023600,,31146800,10173800,313900,2670300,2232400,3227300,627500,1261400,1051100,59853700,40679300,2110600,1014300,2660500,5875500,3350600,13870400,5765200,4874200,27146800,1438400,4009700,302500,13880800,2142300,1418700,16539100,3280200,1964100,8391000,1148600,14676800,5799100,5202600,2228100,1910400,3974600,14482500,1051400,4225500,1306900,7552600,2844100,535400,437200,3059400,2175500,1502200,16933000,1199700,1421600,6017600,4152100,499500,5231900,1446400,2347600,22511600,1009500,1931500,1030800,3850500,3781000,1049400,4110000,774200,750700,576300,3299500,448000,3508400,1206800,4367600,2186500,1062400,3687800,774400,27809100,674900,3432000,662400,3215100,4623700,15429100,1636000,1840900,2536000,2269800,2161800,3553300,1789400,1908400,1873800,60855800,3746700,18082400,4030400,9185600,2098800,1198500,67079900,2997000,5156400,,836900,16809000,2533400,9135000,3905600,535200,11571600,3658400,2904000,607600,654600,6944100,1652600,4278700,920000,3729300,4011600,13120900,7389200,2705200,6997800,27957400,2008500,10462800,325200,2728100,1793700,2965200,47800900,3637000,6155300,1865400,4034900,4444300,286000,2353000,337100,4254200,995500,1728500,1876000,773700,9506200,8727000,35460500,3332500,613500,2749000,14901600,1634900,6263800,2827000,3239900,12718800,3959400,898900,883400,1856900,1241400,4493800,11418500,937800,6067100,3811400,2887600,1656200,2408300,2210900,9616700,,721000,2642400,8823100,9214200,2860300,3680300,456200,3380500,9321000,2975900,490000,5839300,2035200,6010500,6109400,13896500,4767000,95100,1518700,34412700,38409100,385800,497000,1302400,7953300,3424300,3880200,1859700,20371000,4072100,7511700,1642300,3611900,2171500,5385900,5320100,17239600,2925800,1164900,5625400,2602200,11972400,6905600,2227600,2816600,1884500,1967200,1616100,1683700,4923600,20005100,1278200,3624100,1670800,1759600,26795000,2631700,961000,1519900,3731300,712500,2932200,6585900,1880200,546500,52086000,2041800,7844500,873500,1524100,4890300,899700,2413400,1126800,1233000,863200,3470900,9190800,4619400,1169700,3001500,5130400,1579100,6121300,540500,2460200,14570200,1046000,2244000,1897000,876900,2060800,1354400,510300,11754800,1425500,3252000,1018900,904000,828100,927900,15743600,2792600,640700,7906000,866800,5771300,1323500,11116900,920400,2081200,1338000,294700,3450400,4911500,2415600,268000,5119300,9625000,3473200,1572200,2033000,4008800,16370000,3440300,465900,3982800,6668600,8322300,2459700,2330200,4589100,1793700,8490500,2928700,8833800,10369300,3630600,481200,1048000,3716000,7182800,1935200,7026100,12575000,1734900,1795200,1316400,791400,3964700,16512700,2849400,3355000,1835200,594700,12891700,4284000,5894200,8785900,12199500,3897200,1692500,6104100,1553600,3110300,3433800,2042000,15454500,780600,1196900,2652000,390000,16176600,1744900,3132800,20180000,1863800,1128000,20753100,8171000,13700400,2058800,954400,1541800,39335700,1426600,3118200,4277900,1832400,1010100,5275000,7020200,2071000,4741400,2670400,13472700,2824700,2555900,16587400,2962300,782400,3974600
2010-01-05,2847000,10562100,2613000,11366100,700000,7108800,1932400,5093200,4573600,324600,3965300,4186000,790100,5421900,3052800,398900,583400,3684600,927600,369300,5342100,6003300,6031900,11742100,8851900,1422200,25212000,5112400,10641200,8920500,2575800,1843600,2782200,2476800,714100,7882800,2705400,4087500,2040100,8385500,4986100,2464500,2070700,150476200,15173200,3458700,22201000,545700,1377600,35234500,3008800,3252400,2532200,1224700,1341000,2708800,10663400,1526800,209521300,7189300,1093600,5993700,7023400,1122200,4406600,1310000,6979200,4899400,198800,8338900,8867800,2654000,2173700,8594200,16973600,301100,1206200,2352700,3437400,6313200,2497100,8029400,3023700,,509500,1689300,3199900,5697200,4510400,5441000,6705800,848800,4227100,3450100,7324400,6662500,13248300,10000.0,28692600,10593700,511000,9280400,1936000,4564300,732600,1412800,1455600,45124500,66861700,2699600,3386900,2835000,4288600,3223400,23172400,8993400,5296800,35493000,1336700,5517100,1200700,10084500,2856000,2431600,18060900,2775800,2116000,11971200,1592300,7512000,10254500,4502200,2735200,1541000,3007400,25066000,763400,3711400,841500,7766400,3193000,857400,283600,3456600,2802200,1027600,18783800,957100,2127200,9206100,3872300,413500,5734800,2269800,2946600,26683100,1098400,2485100,929200,6632500,2707500,1157100,4450000,762300,948800,681900,4545400,542300,3246000,2014200,5222400,2431800,1393500,4364200,642600,30174700,2143400,2898800,778800,2493300,4868800,12700700,2520900,2922100,2674000,1414100,2363100,2981200,1064000,2206600,2914300,215620200,3276600,17313000,3272900,18297100,1719300,1535400,64550600,2315000,7439200,,942800,20788200,1288600,11659400,6883000,594500,18989700,2300400,2805400,822600,892100,12424000,1646900,4180600,3039400,3195800,2211800,15594300,6479200,1854400,6070600,28830500,1860700,21226600,223600,2247700,3039700,2522700,52357700,7804000,6841400,7608900,5249500,6134700,348900,3142100,410100,2711400,1120200,1510300,2186900,677800,10673100,4925700,41208300,9555900,1129300,1472000,16660800,2465900,5996200,2136200,2539600,19904000,9097500,1129600,864600,1463300,2242100,6205100,11538300,749600,7517100,4839200,3449300,709200,2356500,1975600,14428400,,779200,2701000,9931300,9483300,2627800,4433900,435000,3258700,12906000,5206100,548700,7099000,2133200,5970900,6568600,14744800,5604300,317200,7795500,60659000,49749600,369900,621800,1011900,37152800,5616300,3784200,1982400,22523400,6505800,18863900,1787900,7942400,1481700,4680500,7933900,23753100,2885400,1758300,7190500,2796600,6275200,8784300,3523000,5012300,1803900,2126100,1859800,3473400,3610000,18216200,1134100,3509400,1807900,3324900,28669900,2299300,1136400,1368200,3237700,692900,3563000,8886000,1568200,1387400,43372800,2599300,7168600,1432200,1666100,6379300,2044900,2258600,2050100,2170900,801100,3689900,8649400,6113800,1048200,3238500,6568700,1131000,7035400,834600,2156000,24241000,1535200,1825900,3721400,664000,2116700,1044500,628300,23691300,1204500,4642000,1664400,964900,515200,1102500,9369600,3588900,805400,7942400,953800,7365300,1455600,14536200,831400,3408600,3081500,110700,4342500,5108700,2564200,392700,4948100,13355100,4760800,1443400,2474100,5913500,30058800,3992500,647600,2238300,8285700,6621200,3789000,1569500,4760100,1843000,9194700,2126900,7420500,10943800,12121100,310900,3828900,5941900,3221900,1217000,9764900,10609200,1419000,1045700,2732400,235700,5229600,22195900,2672000,3781300,1665600,501000,14503500,3666400,6737000,23646300,11180700,5966300,1459200,5004900,1210900,1989000,3958600,4115600,17087200,846100,1444600,4628700,430000,23722900,2456500,4322700,25833600,2222800,830300,15648400,10843200,10307700,2961700,1545000,1626000,55416000,1173300,7048900,3914900,1724500,1209300,5024800,7415400,2748300,5644300,4321400,8579300,3469700,3505000,11718100,3298800,1718100,5605500
2010-01-06,5268500,11401400,5772100,6537800,1084300,5336400,1406200,7507300,4303100,486200,2925800,3243700,1248600,2863900,2994000,717200,803300,2092400,1174000,922400,3399500,7949400,7987100,21307300,7178800,1880300,16597900,3157400,8399400,7163500,3215300,2089400,3575200,4039300,725500,6015100,1664400,3212000,2105000,6449100,1816600,2894500,3797300,138040000,13704800,3745800,20784700,349400,1326900,37894600,6638400,3111400,2940100,1074300,1359000,1234100,10315800,939600,205257900,7250600,791800,5229300,7824000,1208000,4377000,1760000,4192500,5555800,278500,6686400,8836500,4171000,1814900,12923000,15528900,533100,1198400,1685500,3473300,4633200,2829500,5819000,3856700,,660900,1566900,6171400,4718800,3748100,14566200,8271400,543200,5716100,5333000,6844000,6479000,10143700,0.0,16054900,11014600,282900,5479100,2628400,2611900,1140500,1139100,1570100,35715700,67433800,3825800,1187100,2522500,4671800,2968300,19264600,6270400,7195200,27741400,1573400,4248700,673400,11631900,2035400,2836900,13448300,3722900,1612100,9919200,1745900,11319600,8410300,4960700,3094500,1299600,2854500,14980700,1595100,3225500,988300,5550200,3873000,1016000,968100,6359400,2882500,1496400,21969300,2014600,1531800,7570600,3486500,363700,2010900,3099000,4188000,26368600,1479700,2673000,1003200,5047300,4314700,1011900,3650400,505100,812100,1397500,3409700,473000,4447200,1550300,4089000,3880000,2028700,5425200,1144200,35044700,1405000,10329400,578300,2491000,2481200,13140600,2195800,3426300,2778200,1497100,3473700,3951000,1485800,2724200,4886500,200070600,2470800,30691200,4075600,15155100,1283100,1149700,55464900,4165100,4686800,,656600,32750400,1628200,7381100,3111400,486800,15720800,1973200,3283200,668700,776300,10690200,1307500,2963700,2481200,3545900,3313500,8833200,5919800,2583200,8102500,25866000,1686800,18761000,262400,2575200,4065700,3274300,40037400,9618000,5605300,8046700,5864900,5586100,375600,2884400,555100,3562500,1975000,2579500,1147200,1060200,13171500,5335100,27729000,11830100,2627400,1494300,11785800,2453700,6165600,2379400,3207800,25134000,6889000,1173800,1981000,2158300,1258400,6363000,10470700,1500200,7661600,4520000,4056300,968400,5208100,1324300,12448200,,1355100,2776000,13240700,15233800,2789800,6425800,676600,7311100,10785000,6354900,587900,10551300,4230000,4554500,7470700,15239900,4208600,243400,2783800,32060400,58182400,369100,501200,729200,40848800,13334800,5639400,2019100,17028500,9995100,12137000,2139200,6838100,2446700,5213600,5193900,23290400,4676500,1109000,8018700,3373300,13399200,7382800,2030200,3784300,2116000,2241300,2204900,2719300,6650900,16229200,1105000,5569100,2500500,1769400,24560700,3565000,1670700,828200,3507700,483900,2061700,9998000,1245300,1742200,41405100,2541200,11777200,961100,2130300,3013600,873000,3028800,3471900,2359700,1007800,2179300,9908400,3576300,1163400,2848700,2972700,832400,5368800,1111400,2901900,22743800,3184300,2473300,3688100,971500,2164200,1384300,599300,22415300,1833400,5043200,3041600,893200,895400,1099800,13144800,4139600,762200,5122400,689800,9950000,1363500,7171200,1334400,2956500,2491700,229600,3476200,3638100,1994000,658400,5061700,10523900,4307800,1328300,3035800,6908700,14209600,4062100,649600,3250400,8224800,6043600,2833300,1517900,7217400,2189300,5713200,1209200,8882700,8933800,5598300,390700,1492400,10124500,3065000,1699600,8512000,7493800,888500,1188200,1483200,337100,6612100,30598800,4376800,6810500,1889000,340400,12293600,3821600,5363800,15398700,9761100,5770200,1072900,4726900,1039700,2435300,3294600,2904400,16896900,810100,1980500,3002000,848900,37506400,2313700,3614300,16254000,1700300,1082900,12517200,8945400,10709500,1636700,1324200,1934400,33237000,1061700,3996100,4207900,2254400,1335100,4892200,12157100,2674700,2738800,2164500,6941700,6329200,3423100,16422000,4179000,1277300,12615200
2010-01-07,4470100,12857200,4022900,15390800,689300,5576700,1256800,16843500,6181700,434000,2767900,3095100,1514400,2919400,2887200,603700,716500,1404400,710600,948900,3694900,12815700,12876600,14983300,11030200,936900,14033400,3581200,8981700,9235500,2615000,1353200,2992900,5244600,799600,10371600,1377600,2761600,2033400,6028900,1740900,2412200,3902600,119282800,21543200,7232100,17182500,633500,1022500,33600300,4161100,2513300,2130100,424500,1755800,995400,5608800,1052800,320868400,11052000,1287100,6279400,9981500,2266900,14227700,1505000,8762000,3659900,218300,4860100,14379100,2592200,1329100,15365800,15761700,271800,642200,1939600,3322000,6752800,3232600,7885800,4737900,,427200,1550800,3469400,5432900,3138000,9000300,5000600,760200,5962900,3994000,2969200,7292000,19494500,9800.0,13906600,9626900,422500,7213100,2211200,4950900,912500,982900,1035100,31531200,67245100,3150200,1476600,2940500,5909300,2719200,13234600,8054600,3752200,30214800,3495300,3484900,502500,7648900,1993400,3870700,9861300,4527600,1671500,7794000,3558600,17940200,13808800,4388800,2487200,1526400,2694000,19814500,1096100,2836400,881100,6492500,2506500,744800,360700,2620400,1903400,1582600,10325600,2051300,1210200,5501800,2376000,356800,2742300,1076200,2993000,25220000,1350100,2059800,900800,5433200,3085700,1243600,4496800,706500,536300,797200,3637300,284400,3864800,881300,5127000,1777300,1186400,4443800,595600,27192100,954700,6245200,689700,3093200,3384900,34759200,2040000,2327700,2403400,962700,3660600,5254900,1722200,2581000,2090900,130201700,3049200,19499200,4383900,24846500,2962600,1262300,185472300,5030100,6706800,,753300,20892600,2467800,8727400,2950500,650100,8993100,3284000,2522200,617400,814200,7033600,3140300,3924800,1674100,4994300,2683300,12058200,9787800,2227200,13175100,22507300,3706600,66130600,748200,2593100,9060000,3964200,54041500,6298500,5840600,3680300,7074700,6202400,402000,3100300,294600,2739000,1518900,3467400,1272400,981500,10901600,7013400,44864700,5326000,1076500,1782900,25554700,3246900,6926200,2311900,8330300,21133400,7511700,763800,1554900,1443400,1417800,28709400,12001000,833400,5997100,5713900,2967600,1031200,7038300,1979400,16572300,,1827000,2887600,19939600,7803000,2560700,4979500,488800,9601800,11273000,9714500,699900,7517700,3789500,5370300,6895200,11916600,6297700,209400,1788500,46461800,50559700,647600,975200,1242500,18359900,5601300,2509200,3805600,18693000,5544100,13517500,2000200,6821900,2832800,4111600,5373000,9955400,3613200,1142800,7620300,2442200,7187600,7407200,2110000,4644000,3161500,2001100,4750900,3200800,4732000,13694800,695300,4293200,2520200,1609800,30469700,2455700,973600,1522100,3674700,568200,3082200,10792000,2581900,601300,39428000,2377700,8905400,686000,1491400,5700800,1106900,2439600,977700,2105100,768700,2642100,8972800,4731300,950500,3068100,1923800,1284100,19444100,476800,1940800,25266300,1116000,1427300,4251400,1219300,1900000,985400,433900,41430700,1648400,8868800,2209300,673800,605500,1394200,23984800,3156200,821500,4840000,483100,7691900,642000,8556300,1394900,2221300,1340000,459900,3986300,2857300,2150800,405200,3481100,10055100,2841500,2010700,4276400,8528300,10256000,5273100,357100,4095500,15574600,8085300,3108200,1048000,12531000,1736800,6048700,1861600,4852300,10775400,5196100,350600,1148300,4901600,2638300,3562300,8171900,27294600,1296200,1276000,919200,346100,3960700,42402400,3762500,5979200,1792000,1530400,15241200,5780800,5040400,10177000,11789800,5747000,2052800,4264400,1186300,3769600,5854700,2644000,12077800,975800,2772800,5674700,426600,25508200,1873200,6299000,27841200,2012900,1126900,10662700,5040700,8202100,1406700,938100,1755800,61649000,1528800,3626500,8256900,1420700,1567300,2639200,6181300,1387400,2388500,3041700,11880200,9252700,5076400,31816300,2452500,1683500,24716800
2010-01-08,3405800,12148600,5069700,11002500,326300,5429200,960300,5647500,5224900,382800,2196700,3733900,1244800,2106600,2457600,759000,702200,2466200,734800,1106500,2806800,9439100,9483900,10822200,9830500,954100,12760000,3980600,7907700,12702600,1934600,1359100,1463600,4277500,991500,6576000,1346800,2662400,2393100,5270900,1980600,4106000,3825200,111902700,41212100,6264700,14783300,391300,592400,27633400,4648300,2310400,1527600,461900,1199900,1432700,4875600,613800,220104700,7144000,889300,5171300,5948300,1185000,4713600,1500000,14177900,2996300,224400,3654100,7146600,2500600,1021900,18894400,18730800,289900,649200,1332500,3198700,5024800,2203200,6929600,3845300,,722200,895000,4950500,6651300,1572600,6732900,9228800,598200,4050400,2286100,3238400,6128500,9655100,32200.0,11656300,5624300,1196400,2484200,1773200,2717900,609500,757800,2510800,39115900,62409700,4004100,1241700,4470500,2398800,3140000,28712400,8536200,8150200,25454000,3025600,2861700,1289500,7284200,1306400,2100300,11434300,2348300,2004200,18189000,4848000,21856500,5720700,5938600,2268200,2442600,4165500,24589200,803600,2496200,971700,4458300,2448500,1252200,967300,1763000,1779000,1769600,7732100,1168300,948800,5803300,1654100,323400,2108600,853400,2767800,30484000,1694600,1560100,1191600,4055600,3477500,1652800,5911400,715400,640700,432400,2325900,214100,2221600,969700,5090300,2264300,3329500,6256800,412000,24891800,457600,3316200,770900,4351200,2460000,19963300,1582700,2286900,3038600,1293400,6993300,3991200,2468800,3280400,4125400,130463000,3692400,21313200,3564600,10904100,3936100,1582000,115112600,2199300,4445800,,789700,17618400,6437000,7268100,3449000,705600,23014600,2953600,3523100,332600,529700,5130500,2699600,3059800,2795600,2164400,1658500,15609800,6824700,1298800,8449100,22548200,2412300,29869600,642800,3119500,2681600,3080100,48234700,6318000,4197200,1529300,4594400,6480800,249000,4249700,295300,2378900,1048600,1917700,2068200,635900,7898000,6468900,33110100,4158100,1005000,1342700,16513200,3069300,5637000,2379600,3438100,20974200,5684200,751200,761100,2022100,752500,8641500,4876500,638700,5624400,3479000,3149000,748400,3629400,1159400,8668900,,1381700,2171300,13217600,7585200,3961000,2544200,655500,4110900,8635000,3362600,666300,6107300,2608500,2989200,4947200,10767100,4808800,119500,2050100,32433400,51197400,366400,890300,1128000,11000000,4298200,1963800,2144200,15993400,4074500,18596000,2745500,20293300,1449200,6855900,4718400,8180900,1915900,937300,5953700,2268600,7249600,15739300,2303000,3930700,3042400,1367800,1723700,1694600,6611200,11954200,875000,4329000,1935700,1061300,23542400,2404300,1075200,1945500,5082700,485100,2442900,8674700,2273200,631700,30407700,1521400,6580800,614000,1374800,3770800,1202100,2696400,1343700,1424900,756600,3806100,8464600,3623600,1072700,2406500,1764000,1281100,8828900,332400,2612400,25938200,1110200,2072100,2502000,789700,2764500,1042700,445200,25980300,1375400,2970800,1517000,664400,593200,720400,15926000,2507700,885200,5510400,453900,13487200,564700,11329000,702900,1364500,865300,946100,4005800,3073600,2210500,384600,3513800,7894500,2694400,1075400,1441400,10281500,10274800,6038000,542500,3535500,6714700,6030900,2018500,1344700,6512800,1137300,5350000,1600600,4107200,12875600,4104000,235800,836600,3933100,3162200,3589200,7698200,11693800,1071900,1409000,548000,238600,5206000,22252000,1895500,3999300,1099800,619400,9935000,6400000,7691200,5896400,7228700,13779300,1399000,4654800,1906000,2046300,2945300,2940400,13914200,675400,1656000,2351400,253200,20658300,3687900,1765000,11907200,1397300,702000,11363200,6139800,7657500,1451900,942500,1292400,35508700,1089700,2521700,5673900,1310000,1357200,3717000,4703700,1382400,1539800,1599100,6482500,5005800,2865600,15470000,3772400,2149500,6903000
2010-01-11,2927100,10947200,4231900,8778400,249400,4901400,1038400,8616600,3674100,378100,2849600,4781500,1197600,2898800,2324000,763000,517300,1471200,675800,587400,2168200,14411300,14479800,11921000,8779400,997900,10952900,3992900,7396000,10730700,3276000,2313500,3510700,1914400,446800,4062700,1635200,3325000,2963900,4369600,1444800,2352600,1314000,115557400,33667800,5019600,33991100,582600,660100,25791200,2151300,2446200,1661700,440400,1304400,1132500,6026300,993000,168991600,9365000,1057500,5439400,4074200,1535600,2847100,2620000,9568900,1813300,207900,2343400,5624900,2885200,974400,8951500,14106100,512700,671000,1227300,2914600,7786000,2827700,5299100,7568300,,1016300,900800,3970700,21958800,1583300,5991400,18055800,418800,2175000,1976800,5187200,10515500,9586600,3700.0,15041300,11916800,1406400,3899100,1963600,2409800,695900,636400,709900,35852900,47557600,3842200,1205600,2242500,4536800,4025800,28642400,7103800,7054200,38109200,1516200,4880200,799600,8968000,1751900,1536000,25617100,1830400,1658300,12666300,3159800,9829000,3746100,4699300,1478900,2373800,8119900,16220400,787300,2811600,607900,4381800,2361500,1086200,253500,2376600,2566400,1620600,10254900,1281700,1229800,5896200,2195600,261600,1432200,855600,5802400,18331000,1588600,2939100,1479200,6142400,3356800,2014100,3030800,797200,580800,568400,2320600,181800,3271600,1441900,5094600,2786600,2296600,7210400,453400,30685000,514500,3985000,373900,6131900,3010100,15251700,1575400,2026900,2893000,1971400,3102000,3342500,2155000,2909400,3797300,170626200,3252900,30931200,2558500,8764900,1997700,1508400,76675400,2168300,2452200,,514500,17399000,4421000,7704900,3391400,561000,15943400,2662800,2664400,307700,587400,5188500,1082500,2572600,2983600,3038200,1623100,23670500,5116400,1304800,8228200,22335700,2000900,28307500,697200,2944300,2215000,4246200,51086400,3100000,5730400,2280600,4463000,5290500,249900,4011700,317200,2405000,1014200,1510500,1897100,449700,7975700,7406100,31878700,4846600,1036500,943600,14836600,2993500,5671400,1961400,2474500,14955600,6663400,593200,843100,3492100,1171300,6404600,6085200,532300,4793400,3233100,4499400,1028800,1973500,1390600,7975300,,550400,1460000,13099600,10013000,2714200,2556000,734800,3189500,11171000,5180500,509900,6081300,1276100,1390300,4339400,9581800,7141900,112300,2244800,29135200,68754700,461400,673800,816200,11819700,4161700,2890800,1459600,10088500,4027700,10368800,2579700,8390400,1788100,5479600,5526800,6783700,2321700,874700,6421400,6142900,10678000,7952100,3183000,2063500,1452500,2925300,1523000,2128700,4522300,13915300,778200,4072400,1383200,1793000,19002400,2623600,1682100,2374800,3256600,359400,1720700,6461200,2347600,1289800,32447500,2154700,6090900,719200,1214400,2840700,1094600,1988800,1494000,1343000,784500,1318400,14774600,6228800,876600,2452900,3397600,1356700,5883300,327100,6053300,14672400,646400,2414400,2417300,703000,2429300,1167400,369100,27433000,2301600,1932400,1648400,1416900,578700,507000,10197600,2055000,1040700,6399200,553000,10301600,1365800,11497500,639000,1225900,1536800,671700,2662600,2700400,1259200,521100,3609500,5987200,4778400,765000,1595300,5503400,11387000,4260000,445600,2164800,7180200,6345500,2830600,1099000,3751700,1143900,6307500,959800,5517400,11677000,7214100,206300,1257400,3058500,2844500,3001300,6113800,7300800,969500,1379400,984000,193400,4082100,11930700,2351500,2875700,1531200,403900,8482600,6161600,6118600,10168600,7206900,13744900,1570800,5530000,803500,2172600,2340100,2247600,10924500,1192500,1407500,3443200,676500,21974900,2193100,3337500,12912000,1170900,973600,13987700,4947500,11250500,1731700,787500,1476200,24387800,1249600,2787900,5324200,1116800,848100,7947600,6130100,1699400,1909000,2266600,13900400,5611800,3598200,16181900,5790200,1426000,5532000
