,MMM,ABT,ABBV,ACN,ATVI,AYI,ADBE,AAP,AES,AET,AMG,AFL,A,APD,AKAM,ALK,ALB,AGN,LNT,ALXN,ALLE,ADS,ALL,GOOGL,GOOG,MO,AMZN,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,ABC,AME,AMGN,APH,APC,ADI,ANTM,AON,APA,AIV,AAPL,AMAT,ADM,ARNC,AJG,AIZ,T,ADSK,ADP,AN,AZO,AVB,AVY,BHI,BLL,BAC,BK,BCR,BAX,BBT,BDX,BBBY,BRK-B,BBY,BIIB,BLK,HRB,BA,BWA,BXP,BSX,BMY,AVGO,BF-B,CHRW,CA,COG,CPB,COF,CAH,CBOE,HSIC,KMX,CCL,CAT,CBG,CBS,CELG,CNC,CNP,CTL,CERN,CF,SCHW,CHTR,CHK,CVX,CMG,CB,CHD,CI,XEC,CINF,CTAS,CSCO,C,CFG,CTXS,CLX,CME,CMS,COH,KO,CTSH,CL,CMCSA,CMA,CAG,CXO,COP,ED,STZ,GLW,COST,COTY,CCI,CSRA,CSX,CMI,CVS,DHI,DHR,DRI,DVA,DE,DLPH,DAL,XRAY,DVN,DLR,DFS,DISCA,DISCK,DG,DLTR,D,DOV,DOW,DPS,DTE,DD,DUK,DNB,ETFC,EMN,ETN,EBAY,ECL,EIX,EW,EA,EMR,ETR,EVHC,EOG,EQT,EFX,EQIX,EQR,ESS,EL,ES,EXC,EXPE,EXPD,ESRX,EXR,XOM,FFIV,FB,FAST,FRT,FDX,FIS,FITB,FSLR,FE,FISV,FLIR,FLS,FLR,FMC,FTI,FL,F,FBHS,BEN,FCX,FTR,GPS,GRMN,GD,GE,GGP,GIS,GM,GPC,GILD,GPN,GS,GT,GWW,HAL,HBI,HOG,HAR,HRS,HIG,HAS,HCA,HCP,HP,HES,HPE,HOLX,HD,HON,HRL,HST,HPQ,HUM,HBAN,IDXX,ITW,ILMN,IR,INTC,ICE,IBM,INCY,IP,IPG,IFF,INTU,ISRG,IVZ,IRM,JEC,JBHT,SJM,JNJ,JCI,JPM,JNPR,KSU,K,KEY,KMB,KIM,KMI,KLAC,KSS,KHC,KR,LB,LLL,LH,LRCX,LEG,LEN,LVLT,LUK,LLY,LNC,LLTC,LKQ,LMT,L,LOW,LYB,MTB,MAC,M,MNK,MRO,MPC,MAR,MMC,MLM,MAS,MA,MAT,MKC,MCD,MCK,MJN,MDT,MRK,MET,MTD,KORS,MCHP,MU,MSFT,MAA,MHK,TAP,MDLZ,MON,MNST,MCO,MS,MOS,MSI,MUR,MYL,NDAQ,NOV,NAVI,NTAP,NFLX,NWL,NFX,NEM,NWSA,NWS,NEE,NLSN,NKE,NI,NBL,JWN,NSC,NTRS,NOC,NRG,NUE,NVDA,ORLY,OXY,OMC,OKE,ORCL,PCAR,PH,PDCO,PAYX,PYPL,PNR,PBCT,PEP,PKI,PRGO,PFE,PCG,PM,PSX,PNW,PXD,PNC,RL,PPG,PPL,PX,PCLN,PFG,PG,PGR,PLD,PRU,PEG,PSA,PHM,PVH,QRVO,PWR,QCOM,DGX,RRC,RTN,O,RHT,REG,REGN,RF,RSG,RAI,RHI,ROK,COL,ROP,ROST,RCL,R,CRM,SCG,SLB,SNI,STX,SEE,SRE,SHW,SIG,SPG,SWKS,SLG,SNA,SO,LUV,SWN,SPGI,SWK,SPLS,SBUX,STT,SRCL,SYK,STI,SYMC,SYF,SYY,TROW,TGT,TEL,TGNA,TDC,TSO,TXN,TXT,COO,HSY,TRV,TMO,TIF,TWX,TJX,TMK,TSS,TSCO,TDG,RIG,TRIP,FOXA,FOX,TSN,UDR,ULTA,USB,UAA,UNP,UAL,UNH,UPS,URI,UTX,UHS,UNM,URBN,VFC,VLO,VAR,VTR,VRSN,VRSK,VZ,VRTX,VIAB,V,VNO,VMC,WMT,WBA,DIS,WM,WAT,WEC,WFC,HCN,WDC,WU,WRK,WY,WHR,WFM,WMB,WYN,WYNN,XEL,XRX,XLNX,XL,XYL,YHOO,YUM,ZBH,ZION,ZTS
2015-01-02,2116400,3216600,5086100,2021300,3233400,267200,2349200,509800,5228700,1406600,333200,1423000,1529200,1453500,846000,1199600,740900,2175900,1010800,690500,668800,356500,1766400,1324000,1447500,6078100,2783200,2556900,10748600,2007400,2437500,6608300,1462700,913100,622200,1124600,648300,2605400,784000,4472800,1323200,1181600,933900,3364400,603700,53204600,6910200,2039800,4637700,540200,452300,20564000,901900,1866600,900900,224600,565800,378700,2787600,467000,48951100,3891100,504100,3964500,2173500,1410400,2743700,3436400,3889300,976300,367000,2055200,4294200,1611900,612000,10520200,4887700,1350000,1204000,2052400,3475000,4087500,1032400,1483200,1015800,347700,347100,2147400,2769700,3767900,1406500,4328900,3822000,810200,2275600,2203900,1183900,3689000,4537600,713100,13558000,5898800,324800,854600,1076600,720600,1232500,386600,455500,22926500,11137800,643500,706300,858900,1130200,2405000,2972800,9921100,2370900,2522800,21170000,1877800,5126400,1034300,5701800,1689900,1991700,5009300,1471000,686000,2133900,,4688300,1248300,5124200,3174300,2722100,1033300,945900,1867900,1259100,8637300,1825800,3017000,659000,1648700,1979600,1167900,2717000,1435700,2210200,1696000,6082800,1042400,872700,3217300,2266200,405300,2105300,1566100,1638100,14021200,1191200,1892800,1215200,1959800,3395500,1944800,630200,3462300,2296700,428700,383500,1408400,258700,916800,1693400,4972900,1257600,1122800,2489300,837900,10220400,496300,18177500,1341400,250400,1249700,666300,6398800,1873800,2354900,1013900,580200,1170600,1001200,1001000,2012500,949500,24777900,747600,1220300,9331200,4903800,3060400,785200,1111700,40920800,2475500,2165000,9756700,580400,12340200,497000,1877700,2781400,314300,11560200,2390800,1012300,413400,407500,1846900,839400,2038000,2420400,1312500,1908000,,1460700,4323700,2128700,886400,4139800,21604400,982800,6410200,514200,1378400,1531700,1104100,23605600,2868000,5525500,775100,2627300,2627000,287600,1880300,178200,2898800,898700,776800,576900,360600,5753600,1743800,12600000,2086500,806300,846800,6203200,1280300,2716400,8662300,821000,2649700,,7742600,1753700,719100,2068400,830600,882000,2020900,1378900,1298300,3146200,1243000,1636700,1125000,902100,868000,4212000,2868700,438400,765000,4503800,865600,5279400,5359400,1277300,1528900,478100,3428900,4505800,2466800,463200,6019700,787500,568900,6029800,7076300,3911700,64600,1352800,984300,15138200,27913900,276200,988100,811100,7707700,2785400,1961400,930500,7333800,1572200,1077900,1425500,1398000,596100,3232800,942400,2058600,13475000,903900,4058800,6533500,3023100,905000,1614800,1435300,4985800,5458800,2962000,871300,1424900,676000,2042000,4712900,1359600,2842000,837800,3634600,1188500,1569200,15070200,1508000,791300,751700,1998000,,1570800,2425100,3545700,723400,710700,15532800,2384000,3787700,2545200,640100,2135900,2083400,503400,888600,3764500,683700,509300,925100,7251400,2849900,1971000,1696100,2924800,415300,5481700,733000,4218700,1259900,6662700,2733500,2643100,991300,1225900,1131200,337900,765900,9557200,2346600,2982600,488700,712600,458200,254600,1815200,1349900,604200,2796400,605700,5500800,1410700,2397300,1393600,716400,566800,578100,1229100,2850200,384600,219300,4645300,6890400,7326500,979800,550200,9478300,6886000,1421300,230800,1523700,2570700,2508900,580000,2560200,999700,3710300,948900,2336900,1340500,1769500,4020100,992800,425100,786500,1270800,2034700,641000,2465900,2644700,617800,1006800,557100,360800,11575900,1374500,7765500,1890200,3225300,1071500,410800,5010500,3591600,3082700,6215000,3060900,2662900,1321800,3140100,628500,1208900,1279200,1311500,5897000,583500,1987400,684500,529700,11421200,1434500,1969500,8389600,646900,978500,4501800,3938500,5865400,3140700,493000,1249300,11700900,1794700,966400,5486500,,2426600,502400,3543700,7433500,609500,2228900,2534900,3910700,2402400,1943900,605900,11924500,2283500,909300,2298700,1784200
2015-01-05,3692900,5735900,8007400,3000000,5008400,187500,2403300,803600,5411400,2343100,511600,2378500,2041800,1905300,2237400,1288800,1544700,2410500,1835000,1511000,534600,293500,2898800,2059100,2059800,6900200,2774200,2536000,11565000,2642600,3469600,10103500,2124700,707700,1068600,1631200,867400,4080300,1197300,8958400,1445200,1550000,1107600,4813200,742600,64285500,11419800,3828000,9645000,744100,656400,30429100,2130600,3270900,612100,439800,1130700,801700,5565300,896600,105605500,4241900,840700,6754900,4886500,1390500,3335600,4168800,4853600,1250000,465900,1685300,5024800,2628600,892500,17359500,5928800,1559600,1104800,8418500,3537800,7466900,1346900,2678200,1346000,839000,375400,2115800,4301500,11301400,1349300,4762800,4492700,1018400,4125900,3036900,1228800,4224000,5931400,1232600,13396600,11758100,374400,1532300,1106200,1455000,1545200,605700,810800,29460600,20945400,1330400,1579700,1307400,1503900,2501300,4521400,26292600,3017300,2950700,33001400,2590000,5400200,1774600,10938900,2465000,2422300,7039700,1748500,735600,2962900,,8624500,2443200,5887900,5012500,3985000,935300,1220800,3007000,2574900,10556500,1469800,3864500,1514900,2175900,1941300,1368200,2508500,2653100,2779200,4102900,12123300,1433500,1101200,4991700,3780400,356200,2154900,2099000,3206200,17694000,2073800,2462100,1278600,2727600,7148400,1661100,1305800,6173600,1819700,699800,553600,1801800,350700,1350900,1400700,8794400,1683200,1146100,4426800,1206000,18502400,1355100,26452200,1911900,500200,1726100,952900,7497700,3668000,3065900,1040700,885100,4753600,2530100,1054800,2510300,2045600,44079700,823000,2452500,23786900,8757500,4215200,1611300,1437100,42033200,2849500,4149500,16223000,1171600,27530400,1174400,3413200,3584000,394100,19738700,2522800,1515900,1387300,664800,2724000,1053500,3025500,4333800,1995000,3510300,,942500,5878100,3155700,1382800,6250600,23850900,1686700,7511800,622400,1827500,1548500,1761800,32785000,5274000,4880400,968900,4069400,3078800,381500,2493300,430200,4067600,907100,1301800,718900,478400,8079300,1697400,20100600,3806500,910100,1360200,7408500,1605200,4106100,15811100,1068300,2373100,,6878200,2560900,662900,3030800,1440800,980600,2428900,1903600,1789000,4845500,2095700,3237500,1029100,1506200,820000,7335600,5461200,663800,881300,5004600,1053700,7905100,10492800,2034800,2526400,671600,3355500,6441400,3255700,672600,6211900,1260800,1539500,11258700,15961200,6520200,99500,3614300,1002000,23706600,39673900,549700,709700,1288400,9621100,3178500,3257400,928200,12507900,2067300,1628800,2079800,2996200,955600,6706000,1100600,2800900,18165000,1158200,4016100,7508100,4016900,1018500,2038400,2155800,6889200,5863400,7058600,1176900,2801100,1420400,5765000,4980200,2794900,4948800,970800,6104700,1627600,2151200,18369400,2726600,1631500,592400,4599100,,1744300,2713100,6441000,1426800,725500,23516500,6398800,6213400,5886000,973700,2259800,3411700,1761800,1931800,5513900,1165700,1051300,1524100,8626100,3425600,3034000,2665400,3519300,481900,5089100,1166800,4534700,2299800,12042800,1823900,3649600,2307600,1816200,1409500,762200,882800,12597500,2235300,3323400,903100,1337500,746300,449600,3050400,1847700,576000,3688200,1065900,10039400,1212400,2269700,1826100,973000,720600,964800,1267300,2924500,611500,437300,7028700,7877700,13333300,2013600,1211100,15427000,11623800,3265100,420900,1825500,4599300,4177000,1593900,3082600,1173000,3778200,953400,2187800,1983100,2378800,5599300,1284900,545600,857800,1728700,2430300,1421200,4617400,3177100,505300,909000,998000,508300,16783900,1994100,8345700,1849800,3809800,1784700,477400,6568700,7147600,4602500,5033400,4679000,3519600,5609000,4765300,801600,1373900,2956600,1955800,7732700,722400,2795400,874400,885800,18964500,1681100,3138000,12751200,805400,897200,6979000,4767900,7789400,3859100,340300,1406300,15000500,2066500,1662700,10365000,,2385400,732200,4714000,8826800,867300,1695100,3107200,7032900,2611100,4405600,1369900,14389300,4418700,2159100,5326000,3112100
2015-01-06,3532000,6584300,5483700,2867000,6387500,304300,2895400,872300,7171200,2976900,808300,2909500,2080600,1280100,1405000,1511700,1625500,2772900,2481200,1411700,1337500,482300,2626800,2722800,2899900,7240000,3519000,2943900,13772200,4166500,4800300,15406400,2329500,1141800,1307600,1761600,1410100,5075800,2074600,6805500,1707500,2117000,1793200,4549300,2105000,65797100,19678300,4855700,8616300,931700,686000,29595800,1941700,2569700,1469300,388500,983500,1515900,5931400,991400,144912400,7633100,853600,6930000,5305300,2312900,3374200,4116100,6776700,1898200,626400,2129200,4992800,2118800,1636600,18291700,6039900,2219400,1810000,3887700,4377500,8000600,2166600,2929500,2105700,1234500,767400,2356800,6216100,8660600,1516100,5231000,5638500,2208400,4766400,4186200,1157100,5571500,9825000,1419200,15602200,11591600,609400,1768700,1400400,2241400,1575700,576100,1181000,47297600,31989300,2075000,2635000,1524600,1583800,2580800,6238900,16897500,4183800,3437400,33973200,3956400,5229100,2873200,18054700,3203600,3278800,7835600,3185200,1878300,4014400,,14541300,2927000,5538700,7431500,3807000,1513500,1233600,3512000,2006400,12880400,1988400,4685000,1232300,2944200,3869800,2199900,3640300,2696900,3290000,2528600,11534800,1549100,1234200,5722900,5290900,341800,3173900,1497400,3241700,22926700,3396100,2238600,1662800,4418900,5451800,1838000,4192900,8142000,2027400,633100,826200,2043200,470400,1588300,2680800,7595900,2079800,1146100,3966800,1663900,16670700,958500,27399300,1788200,563000,2612500,1190000,27930000,3712200,3676400,2870500,821800,3801800,2008800,1440900,2624600,2715600,32981600,1337900,3468100,15756800,9354600,4247200,2078400,2766800,63760000,3841500,3036200,17747600,2292400,22363800,1719800,3429200,5554500,427300,20456300,3269600,1753300,1136300,1021300,3262100,903500,3050300,5526700,2165400,3651000,,1488000,4910100,4231400,2561600,10223500,26398600,1770100,11543200,1301000,2681700,1139700,2216900,30847600,6890000,6146700,2249200,3862200,9900200,420200,2283800,281600,5081100,1389300,1561100,1233900,671800,7428000,2211300,29074100,4322000,1259800,2198100,13236900,1755200,4957900,20020800,1951500,3533500,,10672400,2386000,575000,2850900,2341400,1675000,3543900,4322800,2343400,5127400,3303300,3165300,1092600,1205800,1064400,5247400,5074600,887500,914800,4282900,1563300,11316400,5604600,2551500,2226300,799500,3906200,7690000,3938100,1126300,6484100,1195400,1612600,12838800,24287700,12073900,145200,16869100,1404800,40092000,36447900,833400,603300,1358800,7669500,4650900,5774400,960500,16507800,3284500,1738500,2380700,6610900,1034700,5651100,1419900,3358400,16037700,2335800,3993100,13198100,4330200,1197100,2655800,3367600,7576000,7364700,3825800,1434900,4233200,1520100,3121100,4623400,3926900,4944100,898300,6038100,2210200,2959800,19229500,4196500,1757300,1435400,3249100,,1958100,3802000,6195000,1224400,878500,27958900,5959500,10001900,5793500,2072800,2169000,4422100,1486500,1710600,5248000,1349800,1081500,1745300,7791200,3639400,3641400,3957500,4450200,642800,6824700,2785100,3749400,3381800,11094000,2045600,4034700,2226700,1940000,2678700,771500,1262400,22149400,2522100,6254000,825700,1059900,1000800,422500,3519400,2592600,689900,3174900,1461100,9758400,902600,3425800,3261700,1180300,711000,1009400,2915600,4746300,664700,441500,9358300,10576800,12452600,2286200,1182700,10743400,7664400,3254800,519900,1855000,5292100,5307700,2198300,3045600,2012700,4659300,1448800,2670500,1662900,3177200,5468400,2530500,676800,1241200,2350900,2519300,1076700,4526500,3073100,669000,769200,1347500,448100,16159000,2761200,7566100,1921700,4562600,2513900,758200,8523700,7748800,6315000,6051700,3468300,3808900,6799400,5772300,1022200,2418800,2311800,1992900,8586800,591700,4307200,1289300,754600,22950100,2289700,3562500,11070000,1303700,686300,8205100,4881600,6793100,3010900,396900,2181100,20211200,2897700,2014900,10353400,,3405900,825700,4099200,8068100,1503400,1975800,4749600,7165600,3430500,6466000,1333200,16204300,5004400,1782100,9086500,3977200
2015-01-07,3081300,4609500,8283300,2865500,16560300,417000,2378300,1326800,4932000,2148500,436100,1826700,3359700,731900,1848700,1039600,953900,4392000,1501600,1643900,718400,302100,2090200,2345900,2065000,5492500,2640300,2893500,10069800,2798800,5665200,8762000,1854900,528300,1271000,1608900,1207100,3502400,811300,6262200,1723000,1578500,1190100,4612100,1185100,40105900,15710300,2849500,7092600,643600,576600,31660000,1218700,2079000,1040100,388200,815700,813100,3921000,670600,104603800,7113900,595000,6065300,4953200,1376800,4445700,4159100,5432900,2484300,388300,2415300,3573200,1300300,999200,17243800,6278400,3090700,1003000,2067900,3987800,5403900,3329900,2434100,2024500,520200,462100,1653900,7102600,6511100,1250500,5394700,4506700,1174400,5264500,3642800,976700,6901000,7966100,1122700,9675300,10353800,685600,1570300,1085200,1781700,1181800,490500,837500,27570800,27890800,1160200,1622200,1226500,1908800,2156400,5088300,13412300,4411400,2908000,22123800,2066700,3124100,1694200,12350500,2173500,2156500,5839900,2171600,1191300,4292400,,9713300,1698200,5792700,11395200,4361800,2694400,1155800,3055900,1924500,10516200,959800,4208700,854600,2382200,4011700,2300700,4239000,2756300,2908100,2418000,9132500,1163600,932900,4600900,2583500,273300,2111300,1670200,3120800,21981500,2315500,2385600,1550800,4849400,5283500,1094200,2949100,5950300,1364900,385800,482300,1719400,620500,1586600,1463200,7522000,1663600,989500,3442000,1218100,13590700,666000,22045300,2146900,347500,1835800,925200,12862200,2869800,2374400,1118500,857500,1533900,1486400,739700,4569400,3255500,26065300,882700,1852900,11749700,7543200,5200100,1750100,2067200,43642500,3503200,3204200,19319200,1083800,16373700,1795400,1896800,3515700,339500,17556300,2322000,1013300,777100,724800,2705200,1899300,2023400,4284600,5164700,2309600,,2059500,5091000,2610400,2520800,6558100,23140500,877400,13178300,572200,1696500,2363100,1715200,27725200,14759000,4701800,1009100,3723000,3536000,516700,1657600,377200,2547300,1701900,1540700,760200,488600,7931700,2729300,23843200,9811300,777400,1683400,11281200,1449400,4571600,12045900,1636600,4257400,,10413400,3066700,788400,1629700,1508500,1099400,9628600,1610200,2188900,9043000,1675700,2895900,958300,941900,936200,4719600,3456900,748100,1886600,8131800,1342800,7213700,7012000,1979400,1529600,743400,3101300,5846800,3488700,1096100,6400300,1163200,969600,8104100,18634500,7827100,145500,8488100,1043600,52552300,29114100,544700,478700,1507700,10418800,4921900,4559400,699600,9957700,2434100,1567600,2030300,3663000,990800,4634700,2889300,1716400,9849700,3781100,4912900,8172100,2516600,1074300,1823000,3319000,7256000,3468100,3108500,1720400,3746700,798600,2369900,3567800,1906100,8045200,939700,5475300,1577900,2441900,13502200,1783600,1309100,955000,2262300,,1183600,3007300,6526300,1132300,851300,19211400,2595300,7525100,5556700,1023000,2398400,2249200,620400,2366400,4038400,861300,955000,1604400,5986600,3606300,2574000,2585600,5295600,734100,11698900,1093600,2122600,2766900,10030700,1224900,3123300,1238400,2808000,1840500,911200,880600,14461900,1593800,3766200,836000,1242100,1450200,421100,2605400,2434700,450500,4284300,1102900,7951600,869900,1886500,2935100,1118400,829100,785200,2138400,2896200,600700,327100,4917000,7693100,11653000,1283200,1446000,6921700,9732600,2158000,441000,1145300,4291900,3040200,1365100,3817500,1267100,6946900,1929000,1958700,1665000,3654600,4577100,2543700,470600,1020600,1558200,2098300,940000,5075600,3076300,1254300,660600,1431900,271100,12298600,2017400,27172700,7584100,3600100,3551300,597200,5073700,5930800,4008400,5135000,3225800,1949500,3973500,3102200,914500,1669300,1870900,1688200,8825800,664100,2984100,552400,632100,20793600,1219900,3639100,9346800,1024800,532400,8498400,5672100,6589500,2243200,439000,1244300,15714700,2736500,1552700,6979600,,2872700,605300,2821600,8252000,755500,1472000,2833400,4836400,2110600,3841100,1038600,11788000,4554100,1462000,2759900,2481800
2015-01-08,3142900,4883000,7949000,2802900,17656100,526700,2624200,1025700,6674400,2881600,454300,2293800,2116300,1077800,1207400,1697500,1533700,2977800,2024000,1974600,893900,361900,2962600,3652700,3353500,4692600,3088400,1661500,9672100,2470100,3774200,13066300,2214800,1355400,1681400,2396900,1590300,4560200,977800,6229200,1874900,1967400,1444100,3655900,1365200,59364500,16696900,7469600,8746700,803600,759400,22799800,1307200,3358700,1323200,593300,785400,1243900,4396200,994600,73388500,4795300,667700,5669100,5412800,1340700,7010300,4282100,8457400,4277700,480600,3546800,4503400,1898600,937400,27109600,8405100,3326500,1428800,3016800,3796000,6670100,1735800,2008200,2737800,712800,464900,1506500,4910000,7617800,1810000,5910400,5978300,1915600,3429700,2882300,948300,3931000,5590200,1170100,15190900,8650800,1169900,1348100,1665600,2307000,1504900,550500,879700,40907000,17467200,661500,1897400,1647200,2002400,1690500,6341600,21743600,5570200,2745200,31532400,1726700,4154000,1679700,10348300,2025600,3613700,9533600,2937700,679200,5096600,,9568600,1555800,6530700,8526900,3904200,1796700,1082600,2842300,2409300,10499300,1409500,4551800,1165800,2046600,4331300,3130600,8738500,2794100,2164100,1648800,12182000,1794800,681200,5403000,2165100,362600,2753100,2297600,3445900,24326400,1935500,2760800,2315200,3877000,4894900,1018500,4100200,5836500,1510200,655600,550700,2122400,379800,1475300,2115100,5369300,2263300,915700,4480700,983600,15487500,1092000,23961000,1592000,419300,1819500,907200,14648800,3205400,2114400,1566500,813600,2301700,1696900,1152300,4005000,2266600,33943400,1074600,3303200,10959100,8936900,7792000,2235700,3858400,43224400,3735000,3998400,15206600,1218800,18902300,3869200,1962500,5743900,453000,20043600,2273600,1180300,574600,641800,2836700,1789100,3626800,6525700,4431900,3349900,,3008700,6464600,2561100,1923800,8246100,21644900,1350000,11257800,959600,1717400,1737600,1716800,31765400,4232000,4236800,1091400,2808600,5005900,333900,1947100,406600,2892100,2114200,1407900,731400,487500,9916000,2685400,16971100,5419100,1249400,1422800,9180100,2103900,4189100,15461200,1276100,2574500,,11418400,3580600,1080200,2019000,1871300,2872800,4581800,3204300,1857100,7472200,2424300,1790800,1546600,1950900,1011600,5536700,6055600,753100,960000,4995900,1812500,11658200,7000200,2396100,1264500,755200,5472100,5174200,3106500,397800,5476700,1665200,1097000,7608400,19121000,8078700,124200,3829400,1519100,31947100,29645200,544000,839900,1810700,8122100,3843700,4524000,1187500,8079600,2882300,1234800,2919000,3164000,1205600,6683600,3124300,1950100,9601900,2052400,7447300,7803400,4637100,887000,1900500,2344800,5978200,4361600,3824800,1229800,3064400,801300,3466300,3245400,2660400,7094500,1285600,6734700,1169700,1624100,17516900,2058000,1171100,1505300,1826500,,1538300,2459400,7131600,1903900,1117200,46650400,2592100,6594500,5432700,1212100,2489100,2116700,790700,2075800,5498400,1089700,1045800,2332900,6823300,2748100,2414000,2172500,3345700,893900,9457000,1037200,2510300,4004600,10937200,1703200,3099100,2159200,3728400,2634500,724800,1184500,14098600,1156100,3582600,780600,847400,2587500,625200,3318200,2714500,674800,3756600,976800,7911600,1233300,3472500,2693400,747400,1078700,3058400,1640900,3773000,587300,273800,4532500,7301900,11383100,1593600,1024900,10395900,13170600,1590100,443900,1368800,4178700,3527800,835000,8417200,1221000,6344900,1635300,3356700,1817700,4010200,6295200,2938700,534700,1245800,1941200,2515800,1001000,3893800,4153100,1059400,851800,1942600,232400,13991300,1977400,14922800,7752400,5632800,2929200,618400,10417600,4548200,4844900,6889500,5346100,2876100,3246900,3899900,1006000,2104100,4329600,2143800,8941700,725300,3676100,1282600,890800,17617500,1358300,3701400,10443200,709100,1380500,12713600,4083900,7579400,2941700,486700,1490100,16721600,2459700,2533100,7824200,,3004500,882100,3512800,7745700,1101300,1676600,2516800,6229200,2824200,2944900,821800,14704800,4258300,1406800,1831500,3121300
2015-01-09,2378600,4742200,8779900,2399900,8727900,1142800,1730300,912100,5302400,1920800,472400,2996800,1644900,803300,1171300,986900,5402600,2218800,1109400,1344900,541000,384500,2100800,2100000,2071300,6488200,2592400,1154800,12351600,2413800,3681700,6877800,1323700,644800,843700,1553700,1090200,3949100,615900,4248400,1720300,1387200,911000,3585100,1176000,53699500,8737000,3692900,7440200,435700,602200,21492500,1348700,1751600,642100,472900,603300,1151300,2790400,945300,84144600,3295700,656100,4221200,3520400,903500,11725400,3360200,5874000,2562100,542500,2275900,3056400,1671100,664900,17955600,3904900,2343200,810600,1246000,3453500,9221000,1284900,2744900,1770300,418900,635100,1544900,3696200,4857100,971000,8410500,5111000,1318800,2127100,2180200,1161400,4201000,6730300,477000,7982800,9584500,404300,1349000,1984800,1315600,834100,484000,754500,33619600,20180200,724700,1119000,753900,1239500,1814900,5613500,12733500,4164500,2284300,22225800,3423300,2851500,1724400,7984100,1355300,1559700,6461700,1727000,1098100,1933800,,8376200,1172700,4457900,5999900,2749800,1543900,491700,2325300,2262900,8860800,796400,3556300,569800,2585900,3103800,1242900,6671100,2161100,1815100,1935100,6431700,1159900,674900,7330400,2679100,309700,1634400,1161100,2810800,16652900,1784900,2730800,1681600,3181400,3638600,1468100,1531100,4036600,1325500,529700,716300,1909700,335900,1155900,1595600,4250100,1593500,794100,2629100,658600,14488400,722500,21157000,2085200,310200,1396200,569200,6877500,1965600,3185800,1375700,562000,1100100,1906900,976600,3382000,1749000,23420800,1305100,2120300,9904200,5502300,3819700,1877300,3032700,43132200,2722300,2051900,14690600,1103900,14738100,2463800,1980700,2409400,334000,17266100,2566000,977400,537100,352700,1773500,1517000,3349500,3780600,3110000,2153500,,1091900,5717600,2646000,1389200,5191500,21369000,1221900,10312700,709800,1416600,1256000,966900,22850500,2918000,4488300,1261300,1522600,4732200,451200,2217700,327200,2610000,1280600,856200,461400,422900,7364800,2691600,15396200,4154400,1140700,1350900,9640000,1215900,2812200,10290500,714000,2227300,,7146400,1441900,861100,2026000,1461800,1159300,3529100,1405800,1759100,8141700,1885900,1254600,1033200,1439500,936300,5644000,5077000,582500,1427800,7366300,1734800,9600500,5370600,2350900,2039000,706600,6543500,4582200,5583000,380900,4283300,741000,1090200,8790600,12638700,7729500,64900,2357300,1025200,19328500,23944200,481200,1145600,1192800,5642500,3734900,3109200,774300,7807500,2050000,902000,1389100,2193600,714500,5026700,1664500,1543600,9578100,1247400,4499500,7538200,2470400,905500,1530800,1930800,4689000,3662800,2998000,972600,2909900,1045300,1891200,3492100,1518400,5238500,1379400,5203800,823000,2742300,15957500,2949300,2067600,880800,1942100,,1373000,2361500,4061500,585000,399800,24746700,5319300,4301300,4438000,911200,1593300,2351600,744900,1599000,4381100,986800,974400,1340100,4872800,4678600,2246800,1923100,2228600,611900,6631700,667700,933900,2556100,9038900,832200,3185900,2348400,2679300,2013600,554400,1207600,14962300,964200,5488800,625400,1121000,908000,302400,3018400,2530700,413600,6875300,656000,7649800,1176700,2545900,1651700,903900,970300,1411100,1574100,2865400,316800,227200,4121000,7170600,6661800,1039900,1433100,12682400,27556800,2081700,240200,760700,3369400,5470800,477600,4395500,956000,3215300,1136300,1597400,937100,2134300,3913700,1323700,352600,748300,1415900,1910500,1086800,3158400,4002000,537700,667200,882200,406700,13680100,2140600,8853500,2404600,3423100,2110800,574200,8095700,3034200,2993700,3490300,3397600,2059700,2475900,3816100,747300,1755600,1566100,2456900,8475100,590300,2180200,1097000,561800,13037600,1069500,2906700,10523600,724000,840100,8522500,3704100,8621300,1664000,439200,1617300,14550800,1845600,2189400,4654000,,2022500,880800,2869100,6264400,747700,2210100,2328100,8084500,1452100,12906800,757000,7466100,3687300,2124100,1877100,2999100
