,MMM,ABT,ACN,ATVI,AYI,ADBE,AAP,AES,AET,AMG,AFL,A,APD,AKAM,ALK,ALB,AGN,LNT,ALXN,ADS,ALL,GOOGL,GOOG,MO,AMZN,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,ABC,AME,AMGN,APH,APC,ADI,ANTM,AON,APA,AIV,AAPL,AMAT,ADM,ARNC,AJG,AIZ,T,ADSK,ADP,AN,AZO,AVB,AVY,BHI,BLL,BAC,BK,BCR,BAX,BBT,BDX,BBBY,BRK-B,BBY,BLK,HRB,BA,BWA,BXP,BSX,BMY,AVGO,BF-B,CHRW,CA,COG,CPB,COF,CAH,HSIC,KMX,CCL,CAT,CBG,CBS,CELG,CNC,CNP,CTL,CERN,CF,SCHW,CHK,CVX,CMG,CB,CHD,CI,XEC,CINF,CTAS,CSCO,C,CTXS,CLX,CME,CMS,COH,KO,CTSH,CL,CMCSA,CMA,CAG,CXO,COP,ED,STZ,GLW,COST,CCI,CSX,CMI,CVS,DHI,DHR,DRI,DVA,DE,DAL,XRAY,DVN,DLR,DFS,DISCA,DISCK,DG,DLTR,D,DOV,DOW,DPS,DTE,DD,DUK,DNB,ETFC,EMN,ETN,EBAY,ECL,EIX,EW,EA,EMR,ETR,EOG,EQT,EFX,EQIX,EQR,ESS,EL,ES,EXC,EXPE,EXPD,ESRX,EXR,XOM,FFIV,FAST,FRT,FDX,FIS,FITB,FSLR,FE,FISV,FLIR,FLS,FLR,FMC,FTI,FL,F,BEN,FCX,FTR,GPS,GRMN,GD,GE,GGP,GIS,GPC,GILD,GPN,GS,GT,GWW,HAL,HBI,HOG,HAR,HRS,HIG,HAS,HCP,HP,HES,HOLX,HD,HON,HRL,HST,HPQ,HUM,HBAN,IDXX,ITW,ILMN,IR,INTC,ICE,IBM,INCY,IP,IPG,IFF,INTU,ISRG,IVZ,IRM,JEC,JBHT,SJM,JNJ,JCI,JPM,JNPR,KSU,K,KEY,KMB,KIM,KLAC,KSS,KR,LB,LLL,LH,LRCX,LEG,LEN,LVLT,LUK,LLY,LNC,LLTC,LKQ,LMT,L,LOW,MTB,MAC,M,MRO,MAR,MMC,MLM,MAS,MA,MAT,MKC,MCD,MCK,MJN,MDT,MRK,MET,MTD,MCHP,MU,MSFT,MAA,MHK,TAP,MDLZ,MON,MNST,MCO,MS,MOS,MSI,MUR,MYL,NDAQ,NOV,NTAP,NFLX,NWL,NFX,NEM,NEE,NKE,NI,NBL,JWN,NSC,NTRS,NOC,NRG,NUE,NVDA,ORLY,OXY,OMC,OKE,ORCL,PCAR,PH,PDCO,PAYX,PNR,PBCT,PEP,PKI,PRGO,PFE,PCG,PM,PNW,PXD,PNC,RL,PPG,PPL,PX,PCLN,PFG,PG,PGR,PLD,PRU,PEG,PSA,PHM,PVH,PWR,QCOM,DGX,RRC,RTN,O,RHT,REG,REGN,RF,RSG,RAI,RHI,ROK,COL,ROP,ROST,RCL,R,CRM,SCG,SLB,SNI,STX,SEE,SRE,SHW,SIG,SPG,SWKS,SLG,SNA,SO,LUV,SWN,SPGI,SWK,SPLS,SBUX,STT,SRCL,SYK,STI,SYMC,SYY,TROW,TGT,TEL,TGNA,TDC,TSO,TXN,TXT,COO,HSY,TRV,TMO,TIF,TWX,TJX,TMK,TSS,TSCO,TDG,RIG,FOXA,FOX,TSN,UDR,ULTA,USB,UAA,UNP,UAL,UNH,UPS,URI,UTX,UHS,UNM,URBN,VFC,VLO,VAR,VTR,VRSN,VRSK,VZ,VRTX,VIAB,V,VNO,VMC,WMT,WBA,DIS,WM,WAT,WEC,WFC,HCN,WDC,WU,WY,WHR,WFM,WMB,WYN,WYNN,XEL,XRX,XLNX,XL,YHOO,YUM,ZBH,ZION
2009-01-02,5313900,13163100,3787400,8077100,514000,6670700,795900,4888800,4180800,536500,2511000,4236200,2104100,3611100,4737600,687100,1249600,778600,933600,1048400,3932000,7213700,7248000,18379100,7296400,767500,5167000,2239900,10955700,1636200,2810000,278600,3214400,3935600,1519200,6547900,2681600,5101100,3264900,3818300,2307800,3692500,1908400,186503800,10074600,5808500,13626800,490400,1742500,21879800,2845600,4021800,1200500,1148800,1671500,703000,3435300,1474600,86580700,7264400,520500,5405300,7305000,1115400,5131800,1355000,5387700,687800,4356800,7010200,1651600,2790900,10787500,9881600,,1124600,1876600,3871600,9014000,2050400,4359700,1756500,703200,1999900,3442300,7117200,3971600,6197300,6726600,705600,2395400,1316100,3018000,9227000,10944600,14861900,13695900,470800,873700,2074800,3099700,1006000,1107600,1788400,40980600,10470700,3287700,870300,9335500,2204200,4016700,16355800,9663600,6090600,36023000,2498800,4264000,1146800,15538200,1519800,1137900,14075400,3687200,2026200,16248300,2921000,6352800,4164400,4912700,2569600,1316800,4426800,12131800,1574200,4886200,1134800,4232100,2796500,994200,,4418600,1961500,2074000,18859800,2551800,694900,7350000,1608200,340500,1654800,2100400,2734200,21384900,1197000,2048200,1686800,5874000,4073400,1047500,5112600,1014000,840000,784700,3956500,654100,2971400,603700,2620200,1022100,1736200,4404000,524900,35803700,2357800,4347800,1135200,2368800,1374700,5394300,3935700,1890600,2894600,3233500,4583400,3443200,2194400,1460800,2069700,42052300,3931800,32276400,2192900,4601400,1884800,1649100,57112100,8508400,5208800,994400,11256400,1503400,14088500,4991500,1039600,13066100,3978000,3592500,707400,943600,9003400,1253400,3639300,1776200,3617600,3529700,14902500,5110800,1291600,9386300,32135300,2065500,4066300,771200,2621100,944600,4220900,52208200,6737500,7558200,745200,4486600,2830200,554900,2256600,694100,2633200,4185700,2169200,1825400,1103700,11638900,5891300,32494900,5909400,1723500,2402100,4548500,2467600,6012500,2376700,3423200,10098400,3045200,578900,737200,2620900,2209500,3412500,4098100,1336800,6022900,2757200,3752500,1773000,1696800,1857300,8291400,1039500,2408500,8828800,9888600,6078200,3203200,619600,2833200,22311000,3141900,619800,8652700,1522300,,5328500,12207400,6082600,600800,2958800,17537200,50084000,406000,898400,792100,7794200,4730500,7068000,4185000,20238000,5472700,3669500,3063300,2706100,1924600,7314900,5720900,6605200,2988600,2105200,6849800,1822300,12028800,8761900,3811800,5813700,3025000,2308300,1385900,2214300,7049300,12428100,1361600,7081200,1651400,1578000,27833600,3523300,1470900,1285100,2866700,775500,3239500,5182400,2272800,1831100,28723000,1538000,7250900,725600,3426800,4229000,1075000,2552200,2037800,2010300,1085100,2876200,11135700,3326500,1773800,4334500,3234900,1928000,3744200,428100,3091000,14756600,1199900,2374300,1753500,1762900,1498900,1376900,354700,8917000,3736300,3094000,1606800,698800,665700,518600,5103600,1590900,616800,4069200,2270200,10122900,556000,9355100,1147000,1110300,1577200,174500,3496900,3435900,1900200,425200,3341400,7945300,4313400,2549300,454600,6945700,14885400,3261800,691600,2331100,3419200,12527000,3067100,2238900,8066500,2300700,5422700,1452000,5910200,15194500,4518100,712000,826600,3279700,3003000,3396700,6030200,7242600,3023100,1338100,3110000,370400,10574700,7358000,3124200,2810200,2370400,333600,10883600,4041600,8053600,6439500,4885900,4233200,692500,4690300,788200,2895000,4703000,4527600,10336800,1506400,2038900,3222500,,14848900,1216600,2835800,13199200,2609700,1375700,16054800,5266700,9796600,3451500,725700,1597800,36522300,1549100,2555000,4583900,3228400,1169400,3663000,7143800,2183900,1361400,2018300,4503800,6026000,10196100,9514600,3612100,1114500,1956500
2009-01-05,3768800,13093300,4469100,8074400,1041300,7385500,969700,8997500,4156200,991400,2785100,7171300,3315600,3501000,5855600,898900,1935800,2366200,1157400,1103900,5359400,9768200,9814500,24224200,9509800,1404800,3457100,3476800,16019200,1707300,4966400,245700,3226900,3786200,1966200,10940100,2415400,7626600,4380100,4223900,2686900,7141200,2532000,295402100,16247500,6677000,14760700,690100,1873300,32414700,3018600,4875000,2044200,1493500,2281700,896400,7518700,1980600,93640500,6225200,819000,7316500,8143600,1042600,7048200,1435000,9102800,692900,3151900,6917400,3758800,3181400,13811200,16995000,,1342400,2709300,5146600,9302800,2937100,6639300,2190600,1027300,2637500,5064900,11098700,4643400,8665300,9552800,696200,3931600,2449900,3977600,13389000,10443100,22244400,16954500,606500,1502600,1818800,4649200,1340000,2163400,1450200,45480200,12818400,3901600,1109200,7940000,2918300,5743400,20237200,7532200,7160800,69931600,2648600,7050200,985800,20390200,2185400,2365500,21091700,5890900,2757500,15550200,4435500,8583800,7633500,5982100,2739800,2149800,6395200,7662200,1484200,6885700,1272300,4553300,3985200,598400,,5728200,2664600,2374900,27589400,2692900,1484500,8542600,2955400,443000,1094700,2306200,4755600,24705800,2352300,2602700,1654000,8065000,4111100,1578200,7711200,1947500,1126900,1411000,4817700,1034400,4459400,1358600,2650900,1302800,2114800,3798200,1162500,43340100,1859100,3381400,1527200,3766500,1564900,10170400,5865300,3376700,2582600,2902900,3996000,4467000,1743800,2224400,2239800,73031000,4899000,51357800,2142600,5926300,1897500,1467200,72526800,13139500,5379600,1023100,15666000,1378200,15996700,6334400,1480300,19636900,3196800,4268700,1110200,959100,12579500,1887500,6173200,3254200,4387500,5831600,22570900,6984900,2596000,12572400,32013500,2023400,5473800,1241000,3187900,1716100,4008400,57320400,18936500,8315700,802900,8006500,7180100,571900,3423900,1045100,4049400,35745500,2092600,1596900,1220000,15540000,9728000,44069400,6350800,1955300,2334200,5005500,2416300,7062100,3436900,5191400,9812000,6426100,1347800,1278900,1900100,2917800,8437800,9316200,1885500,6854500,5041900,4731400,1958600,2472800,1577700,10745300,1465100,3190800,15490300,15578000,4017300,3170300,1483200,4932500,24719000,5104200,736600,7692900,2096100,,8281500,14968500,6263000,418800,2478900,36158500,61475200,646900,983000,1751500,10196400,6822600,6332400,3807100,25421400,10678600,4884000,3840700,7010200,3283200,12406100,8803000,13044500,3715000,5828500,8893400,2483000,12913200,10687500,4641800,7547900,3456500,2151700,3595900,2478200,9096300,17643400,1510600,10331300,2046000,1992900,28309400,3847800,2070800,1537600,3940600,1100600,3326300,7122000,1817600,840800,42162400,3099300,6636900,1399800,3411900,5028400,1557900,2376200,2539700,2970300,1139700,2389800,14322800,3315100,2390100,6363000,3682500,3061600,7328700,481300,4428400,16601600,1926900,3688800,2903500,2160500,1735100,1958000,323700,12011800,3049900,4740800,2519200,991100,811100,715300,6297600,2532100,594700,7444800,1643500,13666000,823700,8915700,1481300,1583400,1626400,162300,4354200,2305900,3115500,586600,4727300,8158900,7635300,2275500,899900,7818500,16070600,4812000,751200,2131600,5573600,13436700,4295200,3565500,8750900,3216900,6454100,1008800,11642400,11656300,4261200,762400,1377200,5171400,3966800,2621700,7174900,10823600,2799500,826400,5456400,534400,14651700,12507500,3997000,13531400,3796300,299400,14067200,4266400,12520800,6124700,8518900,3593500,704400,5462300,1416800,3527400,5958400,4226800,18548900,2147200,2725700,2708800,,36096500,2331600,3634300,16600000,3932700,2119200,16021300,11938400,11675100,3217800,1185400,2449600,43614200,1777200,3314700,6351000,2586900,2970800,5593200,9930400,4221900,3101200,2908200,9561500,5936600,9816200,11989900,6674600,887400,1792800
2009-01-06,4966200,29167500,4020100,24157500,2193600,7032500,1159300,11239700,6266100,1427200,3297200,11834200,3616500,3817200,5419200,886900,1648600,1871000,1281400,1223800,5274600,12837500,12898500,24478500,11080100,1440300,5731000,3132800,13820200,1460400,4424100,349400,4051200,2901600,2247000,8974000,4829600,7496300,5710900,3667100,2254900,8221100,3466100,322327600,26660800,13002500,11272500,703200,2029000,28746100,3883500,6802900,1928200,1341400,2586900,1349300,7772500,1661600,111015400,8297500,814100,12775400,9274400,1503400,5107200,1100000,9276600,776400,3776000,7180300,3748800,3433200,13188800,21021100,,1247000,2417500,5373900,15307200,2626900,5983400,2666500,1427800,2490900,4524100,10863400,6759200,13714100,22143400,809000,2969500,2537300,8879600,18941500,15969900,26205800,15894500,658500,3018600,1705200,4732800,1729600,1642600,1547600,58256600,11249800,2793900,1707800,9797500,4885800,5864300,21307800,7393600,9178400,34914200,2566600,6978800,820600,17082100,1451300,2203100,23122400,6472900,2995800,15452100,5419900,8914400,8488700,4985200,3214300,2053000,5950200,14419500,2324700,6554900,1918600,6355900,3476600,705000,,10810400,2665400,2342500,36180800,3023900,1694700,11672300,3738100,420000,1518100,2691200,3453400,30629000,2537500,2286900,2138400,17913900,6794200,1847700,10830000,2285000,1396300,1415500,6549700,1111800,5353600,1563700,3674800,1685500,1774800,3639200,1509500,41906100,4277200,3955000,1377300,4064900,2500300,9275200,4678500,3425000,3014600,2309500,7968000,5726700,2596800,3587600,4452500,58945900,4869300,70888800,2633300,10589700,3074400,2256400,71187500,18437000,9600000,1368200,17652600,1857600,21551800,6681500,1529200,30437000,3804000,4158700,1112400,983500,17587400,2099100,7255600,2434000,6755300,4449000,22856600,7201700,3421200,15475000,67447900,1971000,6697200,2865000,3134700,1954100,7551600,61631400,48907500,9649500,1671400,5745900,7019300,499200,2903600,1123300,3675100,7250000,3437300,2594100,1279900,22097600,8182600,44216300,11441400,2469200,2053100,6803900,2537100,8402300,6339000,6553600,21260400,5706400,1116300,6281200,3135000,2655900,8743400,16324600,1289600,8975000,7005500,4597900,2429000,2860100,1741000,13041500,2000500,4154600,11863400,14108400,5365700,3574500,1514700,4190200,43357000,3596800,426200,10855700,1510500,,9692400,15031200,9388800,735900,3511400,30659700,58083400,793600,903900,2539200,10244500,12466100,5994600,4068800,38858500,16696100,5692400,3949400,8154900,3910000,14515500,10872000,12065900,5508200,3205400,8450800,2598500,15290400,10956200,4888800,8039900,3420500,2276800,3004000,4556500,10552500,16447600,1584700,13799800,2766500,1905600,29856600,5710100,1698100,1655800,3802800,905800,3243300,8081600,1380400,2146800,51218600,2851600,14051200,932400,3153500,6427000,1272600,3214600,1942900,2570700,1486700,3214800,13401600,3590000,4167100,11742000,2765800,3653500,8457200,975200,3908900,16507800,4298100,4879200,2400100,2821900,3193700,2345000,301600,7774200,3714800,13373600,2158400,1431800,1853500,614800,7348800,4758900,954600,5938800,1487200,13246000,1117900,13248300,2579900,1459200,1850300,181200,8134900,1669300,2846800,686800,5090000,10760800,8286100,3022400,765200,10035500,17609800,4518200,898600,5170300,5090400,12796000,4399200,3964900,14464400,3423800,5514400,983700,11624700,14433000,6162400,575900,1446400,5138700,4394600,2314900,7557900,11349400,2972300,865300,4319200,662300,16355500,9488300,4303700,8047400,3694200,187000,16001700,3219200,13970400,10396500,7423000,4578400,745300,5159800,1610200,4074500,5144200,5044800,16844700,1964000,4789800,4158500,,28001600,2055600,6486400,32506400,5533800,2029900,19146000,7691300,12070800,3423200,1417800,3261600,54222900,1987200,8264500,9536800,3197400,2366900,5705400,14532600,3511500,3161300,3009200,7375800,6199300,10631300,10056000,4964300,1564700,2187500
2009-01-07,4598100,22917600,5442100,44055500,1308700,12785700,1919100,6976900,6471700,1668600,3609400,9974100,3477700,3272200,4759200,563800,1278600,1065800,1958400,1190600,5082500,8980000,9022600,17684600,7942700,1424800,5468900,2280200,15699900,1338300,4234600,321900,3699300,2981800,2040400,5725400,3079000,5634300,4462900,3214700,1925800,5669000,2592800,188262200,25620900,13265500,15705800,842500,2362800,30532700,3831400,6223200,1994300,1991300,1933100,696400,4612300,1982400,112810000,7407300,765100,5212000,10070400,1853700,5861700,1320000,7594200,963700,3917800,6586200,2284800,2292200,14419500,15707800,,1531200,1770600,5597800,6242400,2476600,4532900,3814900,857400,1994000,3478800,9026500,7261500,10367300,13058800,880400,3247900,2559000,4364000,12895000,13573600,19802200,12804300,673100,1898200,1932400,3870700,1400500,1731200,1963100,50246600,10528700,2810200,1748200,6735500,4517700,7888400,21581000,22620000,6319000,40129600,2323200,5399600,630500,13447100,2053100,4219800,17402200,6870000,4544700,15631200,5049800,6758100,5802300,6420300,3392500,1694000,5259900,12450000,2345400,4875700,1728900,5061000,2390200,433000,,9786200,2380900,2095200,28248600,2434800,1165900,12624800,2329700,547800,1036100,2825400,4482400,23087300,3624400,1754000,1439200,9376200,4957300,1877700,6792200,1752800,1187000,1025000,4039000,750000,6067400,2475200,3344000,1208300,1805600,4598600,657000,35268800,5994500,3276600,1137600,2474600,2757200,7707600,3649500,3066200,3569800,1996500,5494800,4403700,1739400,4530600,3525800,43931200,6019500,50379400,2344300,9248400,1432700,1751200,70807700,23740100,6183200,1451400,15564800,3613600,12465500,10370200,1356100,26625200,4788000,7191400,1054600,1034600,11795800,3111700,4611700,1291800,5115600,3444500,19857300,5691600,3602000,13466300,54853800,1635000,5080900,1752800,5411300,1052900,7571300,131389200,21984500,8455100,1103300,5991800,7376500,622200,3081400,1904200,3569000,3440100,2829200,2692600,864100,14293300,7053500,42156500,10060800,1267400,2402600,7882600,3944400,6190000,4631200,5933400,14156800,6299900,866700,2527700,2590700,1714800,6502500,19087600,1235400,6365600,6387000,5757600,2225400,2860500,1729000,12310800,2581500,2073400,12461500,12749200,4898200,3984100,711400,7493000,39537000,2965400,538200,7910400,2451700,,9387400,12715200,7819900,558000,5979700,25676100,72709900,822000,1205800,1501100,11029200,35449200,7780800,2846800,30848100,13245400,4797200,3422900,6515900,2315700,9888500,9483700,10133900,4472700,1774700,11585100,4558500,20164400,10747000,4894800,5256400,3009000,2983800,2210500,3859600,7320100,21752400,2068700,8950300,2457300,1908100,38635700,4166700,1415400,1805300,5042100,899000,3537800,7364600,1173400,1490400,39266400,2718200,9346100,1037700,2800400,6671800,1083400,3006600,2170600,2168400,1388800,3067000,12415600,4378500,2445500,7921700,3509300,2763800,6634800,892400,2852900,16718900,2047800,2366100,2517300,2032600,2773800,1732100,248600,11288800,2928500,8314000,2038300,1653400,1354200,870900,8435600,4295500,1356000,5647600,1260200,10124000,908300,10925400,1855800,1606500,1957600,140800,4955200,3368000,2545100,819700,4826000,9230600,5375200,2884000,1031400,8928500,24216600,7478400,907600,2589900,4000100,10897000,3532200,2211900,10041400,2437000,4487500,688900,7777700,13510100,4680700,725700,784200,5189100,3459600,2896200,16460500,11755200,3012500,641800,6407200,320200,10646300,14878200,5983200,7907000,3628500,157900,16651800,4244000,15205600,7087500,8228400,5222100,695500,5804300,1821600,4938500,6267300,3912800,10543500,2040600,3061800,3259000,,22727700,1703300,6165600,28441600,3553800,1603100,16782000,8245300,12300700,4711900,867800,2599000,52631000,1804900,7164000,4936900,2151700,2175400,5487000,9026200,3211000,3278200,2523000,5516700,6296000,11499100,24995900,5347100,1259700,2796800
2009-01-08,3944900,18202100,3203800,22458800,1155500,6207400,1165200,8120600,4677600,1055400,2757000,6242900,2150400,2852600,3993600,621200,998000,1799600,1074200,1319700,3728500,7194100,7228300,19361900,6577900,990200,5196400,2819900,12255100,994300,4907300,400500,2986300,5055600,1558800,5576700,3674800,9088400,3763200,2516500,2270400,5931800,2391700,168375200,22078800,7361200,8888800,830200,1424100,21431200,5436400,5588100,2138900,1388700,2350200,1061700,4424700,1595600,93943500,7910100,574700,7539600,6699600,1540200,9981400,1375000,7996100,704600,3467500,5477000,3181600,2426100,12974600,14311800,,1259400,2338900,4027600,5465600,1610700,5389900,4680200,920300,2809000,3263100,9384200,4489100,9377400,13365400,972400,3813300,1868600,10915200,16941000,10216100,21410100,11397200,618400,1759800,2049200,2715400,1693200,1263600,1357500,46484600,10532500,2296700,1745800,7073000,5293800,10547100,20087000,13185600,7237800,33865600,1932100,4587500,736100,10084300,2633300,3701200,13298600,7287100,2177900,11157900,5111200,8779900,6393900,5748900,3304200,2214200,7460700,12583300,1875600,5923100,1128500,3851000,3765400,1464800,,8239800,2315600,1141200,19732000,2377700,1085500,9405800,2126300,354700,1056300,2809800,2587000,24447800,2592600,3385500,2516000,9922900,4009100,1501200,6005000,1767300,790800,683500,4434200,890200,6049400,1344500,4828100,2908500,2083600,4863000,460200,30817100,2408500,5517400,1089200,2054500,1579700,7990900,3878800,3116000,2305200,1562600,4342800,4744300,1170000,3412600,2282100,51174500,4111800,40728000,2419300,16068200,1206500,1929400,62139500,30078200,7577400,987900,15022400,1753600,13448100,5762400,2079000,20061000,4637200,3185600,503400,797300,11435000,2623200,3832500,1601400,4787100,6531900,17319800,4360000,2038000,11523600,34139100,1884100,6821800,1582000,5706200,1642600,5828100,63101600,12389000,7231800,402600,8859800,9236000,681300,3106600,7318900,3361900,2281700,2755600,2038000,851300,17345400,4582700,52075800,9362000,1602400,2367100,4277200,2881700,6925800,3333600,8657600,18790000,8612600,1153100,1321800,2588500,1617700,7809600,53600900,1175900,5627000,6257700,4413700,2077400,2966100,1480000,10044700,1738100,2320800,15256500,12569400,5138100,3511100,866200,5832300,22841000,5135600,555500,9382300,2848300,,7873200,10584100,6394000,607700,4716100,23386700,70255400,614700,1627100,2225900,13669700,16299900,10433400,3508000,21116300,10093400,3318800,2664500,6575800,6891900,9268700,10765200,8175300,4782800,1850800,8331900,2332000,15730000,9005200,3320400,9408400,2143300,2293900,2360300,3929200,6215400,25362400,1706100,6494000,1893400,1794600,35148700,4892100,1782300,922100,2754300,758600,2873800,8210400,912600,1301300,33265300,2449000,8728300,660100,2105300,6230500,1333800,2083800,3119000,2189000,1041700,2938000,11508100,3190800,2093500,5340400,1936300,2759000,7051700,1086000,4528600,16352300,1692500,2463000,3048600,2099300,1581800,1826200,257000,9061500,3864200,8720000,2388100,1839500,2006100,442200,12400000,4301000,370100,4781200,1228200,11149900,2928400,5103500,1454700,1510400,1765000,322100,4467500,5118500,3663300,436900,4707900,8033300,7015800,3997000,1316800,9279900,21592400,5657700,764500,2972200,4407300,12245800,3191400,2885600,18905200,3111300,4115300,687000,8221600,11072500,3436400,546500,1006000,4012700,4756700,4084200,8184200,17132800,2949500,553600,4115600,222700,8896900,15467800,4700700,11354600,3667800,1648800,11620300,2788000,11008200,6810200,6106900,5726800,526200,5972300,1317200,3511700,11624500,5602400,11724700,6740000,4298500,3054100,,17421400,1867600,3648400,34683600,3785000,1942400,92838800,5904100,12600700,3164000,2158400,3253600,52580100,1450600,3911100,5517700,2422800,1573800,18752600,8878900,2490200,1616800,2929700,3586500,14456300,6638800,14355000,5097700,1815100,2087200
2009-01-09,3661000,14017700,4375800,11596200,687000,6928300,991500,6569000,3336500,993200,3835200,6917000,1813800,2227600,3077200,494300,984500,1089400,1891000,1329100,3381000,8672300,8713400,22106300,6684100,1393900,5113200,1980900,12592200,873400,3817100,254800,3198600,3678400,1555200,6150700,2911000,6167000,3264700,2931500,2102600,4497800,3951400,136711400,17581600,7054900,9025100,506000,1186900,30941600,4674000,5674800,1794100,860700,1826500,745700,4291900,1490000,74813700,6854300,603300,6490800,7923000,2288700,6137200,1125000,10109900,494700,2431800,5645100,4047200,2904600,9792800,16701200,,1350000,2308200,7267500,8039600,1794200,5482200,3197000,869600,1440300,4282800,8872300,4000400,6402600,12815200,1763400,3958700,1798100,5949600,12395000,9423800,18813400,14182600,543100,2338600,1519600,3113500,1201500,1280700,1092500,68118900,14024800,2778000,1190800,4840000,4087500,15290100,19802400,10096800,6939800,39527000,2292100,5762300,948400,13818000,2696700,1579000,13517800,4577100,3023900,14684100,3947500,47044900,12101000,4229200,1723000,1702000,7331900,9873200,1444700,4299100,1677500,3729500,2763600,969200,,5319000,2203300,2304400,12424300,2364300,830600,8539300,1768300,359000,652900,2107200,2592000,22111200,2139600,2396200,2739200,7147800,4557600,3015100,6936000,1777400,999100,540700,5056600,862000,6694000,1085000,2804700,1280400,2463400,9509600,692000,32862000,2570700,4367800,1387700,1879600,1436400,12730000,4754100,2316900,2143800,1343800,3650400,2754200,1485400,2364200,2718300,39831800,4535700,32749000,1613900,13285800,995400,1761400,53153300,10489000,4826600,1522600,13731000,2101000,12192900,3628200,1380400,23996700,6240000,7582600,1071700,681800,8626300,1683200,6178900,1243400,5674200,10154500,16927400,5544400,1760400,11461500,37500900,1591500,7206300,1216800,3965000,2635600,6198100,45551100,10757000,7440300,600600,6122900,4816000,750800,3094100,2425200,3615700,1900600,2364100,2694900,1501700,14698300,5789300,42597500,9015400,1587400,1936600,6845000,3817300,8983900,3658400,6920800,14138200,6930400,906600,1437100,3068700,2497200,58290200,60575900,1508600,5937400,3577800,5777900,3884800,2868800,1462700,11593600,1922800,2970900,12694400,14450900,4651900,3914800,975600,6257600,20036000,2448200,509700,7150700,1470900,,8781400,10616400,5623700,566000,3189400,30671800,49815300,727000,1180700,1143100,8161500,8352200,6796200,3981900,35802100,6136700,2959700,2708500,7924200,4566600,7154300,6256900,5686100,2578000,1211800,8376900,2187100,13246400,10655400,4067000,5060200,2961200,1572400,2649200,2762600,4874000,19033800,1614100,7334900,1873000,2166500,32028400,4509100,1092400,1440600,3306100,674100,4340700,6910700,1061700,1164700,36083800,2348200,8594600,700900,2211600,6701600,1560300,2339800,1975500,1958300,642400,2407900,10843200,3347300,2435700,4405000,2480900,2643000,13779100,1059400,2775600,15970000,1335200,2508000,3067100,2265300,3331500,2846100,330400,11123200,2599900,7792800,1645100,763700,2223500,571100,8755600,2797300,950600,6386000,732300,11239800,677200,8476800,1745900,1376400,1637600,462000,6248900,4293200,3907100,381700,4356700,7572600,5890700,3592900,744000,11018800,22384600,3344200,839600,7374300,6087900,10040700,2713100,3420700,9625000,2862900,4664200,696000,6860700,14448900,3128600,475100,806300,3578800,3339700,5891700,7086200,14032400,2704200,943400,3108800,279700,7602800,11186800,4131600,7569500,2842100,318800,12473600,3108800,8738800,5446000,5931400,4417500,695200,4424000,837800,2911200,5370500,4551200,10060400,1367100,3198800,3909600,,18603400,1752800,4184700,16702400,3441300,1343600,28697300,9359800,11489700,3080900,1516200,1855400,43187900,2506200,5056300,4729200,1757300,1815000,15069800,9319000,2490300,1227700,2779000,4011400,11665000,6942100,19281000,4695300,1996600,1927500
