id,0,degree,modularity_class,clustering,eigencentrality
SCG,Utilities,21,29,0.47619047619047616,0.026285898840314806
RTN,Industrials,5,18,0.8,0.020821224873667936
AME,Industrials,8,18,0.9285714285714286,0.14535156370915275
MAC,Real Estate,16,4,0.7166666666666667,0.06454059574981094
AMG,Financials,101,18,0.19346534653465347,1.0
DOW,Materials,5,18,0.3,0.020791121897293964
LOW,Consumer Discretionary,1,11,0.0,3.475985811388761E-4
LLL,Industrials,3,18,1.0,0.01503938902307364
ROP,Industrials,31,18,0.44946236559139785,0.3887276128052539
AMP,Financials,49,27,0.4064625850340136,0.6688362024778375
PH,Industrials,20,18,0.6105263157894737,0.21793376821541374
PKI,Health Care,14,18,0.5604395604395604,0.1759745779845348
AMT,Real Estate,1,12,0.0,3.475985811388761E-4
LRCX,Information Technology,6,20,0.8,0.03269784364313692
AFL,Financials,55,27,0.3939393939393939,0.7471402032523584
DISCA,Consumer Discretionary,1,13,0.0,3.475985811388761E-4
PAYX,Information Technology,4,18,0.8333333333333334,0.07606082628855221
KEY,Financials,34,27,0.6452762923351159,0.507983618166937
SCHW,Financials,27,27,0.792022792022792,0.47211219072566507
ED,Utilities,16,29,0.6333333333333333,0.02216576528296449
DISCK,Consumer Discretionary,1,13,0.0,3.475985811388761E-4
FOX,Consumer Discretionary,7,14,0.14285714285714285,0.07173882695935688
ORLY,Consumer Discretionary,1,33,0.0,3.475985811388761E-4
HCA,Health Care,1,16,0.0,3.475985811388761E-4
QCOM,Information Technology,2,20,1.0,0.014395780313214304
O,Real Estate,3,4,1.0,0.01254033245603408
BLK,Financials,9,27,1.0,0.20240268324586774
JNJ,Health Care,1,3,0.0,3.870184298549566E-4
TMK,Financials,15,27,0.8761904761904762,0.2904755851946596
MLM,Materials,1,30,0.0,3.475985811388761E-4
HCN,Real Estate,11,4,0.8545454545454545,0.030867143832331346
BDX,Health Care,3,18,1.0,0.017006029189185926
ES,Utilities,9,29,0.8611111111111112,0.014596298816096101
TRV,Financials,2,27,0.0,0.0016025567432378805
STT,Financials,9,27,1.0,0.18227691673698182
MA,Information Technology,1,15,0.0,3.475985811388761E-4
CBG,Real Estate,7,27,0.8571428571428571,0.14319668416036074
MOS,Materials,2,24,0.0,0.0033441214653746423
MO,Consumer Staples,2,26,0.0,6.996941758792157E-4
PSA,Real Estate,9,4,0.8888888888888888,0.02719109703710122
HSIC,Health Care,3,18,0.6666666666666666,0.013725958862876482
NOC,Industrials,9,18,0.5277777777777778,0.06351120933888525
CBS,Consumer Discretionary,5,18,0.7,0.06618967877170702
NDAQ,Financials,1,18,0.0,0.030834708964420435
UHS,Health Care,1,16,0.0,3.475985811388761E-4
MS,Financials,29,27,0.770935960591133,0.49430939875589486
AON,Financials,2,18,1.0,0.023259253130722274
MCHP,Information Technology,14,20,0.5164835164835165,0.09943436259940026
TJX,Consumer Discretionary,1,17,0.0,3.475985811388761E-4
NOV,Energy,14,22,0.5274725274725275,0.07669992916277839
LMT,Industrials,4,18,1.0,0.020035955288816888
IVZ,Financials,80,18,0.2689873417721519,0.9156273805224702
DE,Industrials,3,18,0.6666666666666666,0.03154477730963462
ETR,Utilities,6,29,1.0,0.010720798594517127
COP,Energy,13,22,0.7435897435897436,0.09852559525052174
DVN,Energy,14,22,0.6153846153846154,0.06791384127322482
KMB,Consumer Staples,1,19,0.0,3.475985811388761E-4
MUR,Energy,12,22,0.8181818181818182,0.09286804883536454
PM,Consumer Staples,1,26,0.0,3.870184298549566E-4
NEE,Utilities,8,29,1.0,0.013650105146217614
ACN,Information Technology,3,18,0.3333333333333333,0.019042986763634216
FTI,Energy,6,22,1.0,0.036201879960866226
GWW,Industrials,1,21,0.0,3.475985811388761E-4
FISV,Information Technology,19,18,0.5146198830409356,0.26549429347541653
BHI,Energy,4,22,0.8333333333333334,0.01443351787408277
COG,Energy,3,22,1.0,0.001576520240485692
COF,Financials,7,27,0.9523809523809523,0.10761005012230507
WYN,Consumer Discretionary,16,18,0.5,0.21981047803494014
LUK,Financials,42,27,0.4529616724738676,0.5953832551817008
DOV,Industrials,26,18,0.5015384615384615,0.2854660542823037
ADSK,Information Technology,1,32,0.0,3.475985811388761E-4
MSFT,Information Technology,1,20,0.0,0.001240835376159299
TMO,Health Care,9,18,0.3611111111111111,0.05179074426755472
NI,Utilities,5,29,0.9,0.00757292586291031
SLG,Real Estate,16,4,0.6666666666666666,0.11618651489584231
TEL,Information Technology,55,18,0.31851851851851853,0.6274228231890838
GGP,Real Estate,1,4,0.0,0.002783646757014653
FCX,Materials,1,18,0.0,0.0069926952967598495
LNT,Utilities,11,29,0.9090909090909091,0.017567785628875312
SWN,Energy,4,22,0.6666666666666666,0.004189749865454089
RRC,Energy,3,22,1.0,0.001576520240485692
FAST,Industrials,1,21,0.0,3.475985811388761E-4
ZBH,Health Care,4,18,1.0,0.04784073815360634
SLB,Energy,26,22,0.4276923076923077,0.20406335741522122
EIX,Utilities,6,29,1.0,0.01043950477052237
PVH,Consumer Discretionary,1,6,0.0,3.870184298549566E-4
DGX,Health Care,1,23,0.0,3.475985811388761E-4
NUE,Materials,17,18,0.49264705882352944,0.22046103653963994
HP,Energy,11,22,0.7272727272727273,0.05885306853464428
LNC,Financials,48,27,0.4804964539007092,0.6884035629409133
MYL,Health Care,1,27,0.0,0.020098757547400863
UNP,Industrials,6,9,0.26666666666666666,0.038184987284897755
MCO,Financials,6,20,0.4666666666666667,0.09985395437065273
CI,Health Care,2,25,1.0,9.145177252055204E-4
LLTC,Information Technology,12,20,0.5757575757575758,0.06708168715032545
FE,Utilities,1,29,0.0,0.0018197642902555368
LYB,Materials,5,18,0.5,0.032492915025486895
ADP,Information Technology,27,18,0.42735042735042733,0.33488521952578093
HES,Energy,11,22,0.9090909090909091,0.0721639520015127
HCP,Real Estate,7,4,1.0,0.021169778153375368
CB,Financials,4,27,0.5,0.030321056637963893
NBL,Energy,12,22,0.8939393939393939,0.07515656850602212
CF,Materials,1,24,0.0,4.63886203155316E-4
DFS,Financials,1,27,0.0,0.006924001678437951
JEC,Industrials,41,18,0.4292682926829268,0.5401652024084217
VTR,Real Estate,16,4,0.7416666666666667,0.05112774285614703
CMA,Financials,29,27,0.7561576354679803,0.4533325770041983
FRT,Real Estate,21,4,0.5904761904761905,0.07478620300569831
UNH,Health Care,4,25,0.3333333333333333,0.0015911042410385523
RAI,Consumer Staples,1,26,0.0,3.870184298549566E-4
WAT,Health Care,3,18,1.0,0.01131200179973221
UNM,Financials,30,27,0.6850574712643678,0.5032045513656018
ADI,Information Technology,40,20,0.3038461538461538,0.40860353866057453
OMC,Consumer Discretionary,3,18,0.6666666666666666,0.05282774868041082
ALL,Financials,1,27,0.0,4.1253427814221883E-4
EXPE,Consumer Discretionary,1,28,0.0,3.475985811388761E-4
ALK,Industrials,1,34,0.0,4.3129142705424466E-4
XEC,Energy,5,22,1.0,0.029109017817135163
XEL,Utilities,20,29,0.48947368421052634,0.02527890802035249
ALB,Materials,18,18,0.5098039215686274,0.1982761598318265
VMC,Materials,1,30,0.0,3.475985811388761E-4
LEN,Consumer Discretionary,4,31,0.8333333333333334,0.0020941597827917255
EBAY,Information Technology,1,18,0.0,0.0025606651052171906
ARNC,Industrials,35,18,0.3445378151260504,0.41725315616506936
MET,Financials,36,27,0.6730158730158731,0.587768925839279
PLD,Real Estate,27,4,0.4472934472934473,0.3120497706994955
SO,Utilities,11,29,0.9090909090909091,0.017670410625235174
MDT,Health Care,8,18,0.6428571428571429,0.0988707977250447
JNPR,Information Technology,1,20,0.0,0.012913287517238614
ITW,Industrials,31,18,0.46881720430107526,0.33297293633643166
FBHS,Industrials,1,31,0.0,6.81297385761267E-4
EXC,Utilities,1,29,0.0,8.172861312762333E-4
NSC,Industrials,3,9,1.0,0.002531222545528503
MMC,Financials,13,27,0.6153846153846154,0.20942212798546683
CTAS,Industrials,1,18,0.0,0.030834708964420435
SWKS,Information Technology,1,20,0.0,0.0014824927959756814
ADBE,Information Technology,1,32,0.0,3.475985811388761E-4
IBM,Information Technology,1,18,0.0,9.237224664473889E-4
CVX,Energy,22,22,0.5238095238095238,0.2011476392195025
AZO,Consumer Discretionary,1,33,0.0,3.475985811388761E-4
AAL,Industrials,2,34,1.0,8.253248685922924E-4
DD,Materials,17,18,0.47794117647058826,0.21416163174738928
AIV,Real Estate,13,4,0.9102564102564102,0.04503285757825565
CAT,Industrials,30,18,0.45977011494252873,0.32669101825023217
RCL,Consumer Discretionary,5,27,0.7,0.0714285570583964
DUK,Utilities,7,29,1.0,0.011881712484542957
GM,Consumer Discretionary,1,35,0.0,3.475985811388761E-4
BAC,Financials,28,27,0.753968253968254,0.4545067529482142
PDCO,Health Care,2,18,1.0,0.011775644583629124
TXT,Industrials,4,18,1.0,0.02454702754902828
DHI,Consumer Discretionary,3,31,1.0,0.0016798122158801808
SYK,Health Care,7,18,0.6666666666666666,0.07796682332406124
AIG,Financials,3,27,1.0,0.06781427972217295
TWX,Consumer Discretionary,1,14,0.0,0.002519538515888687
PCAR,Industrials,22,18,0.5930735930735931,0.2994025607777983
DIS,Consumer Discretionary,1,14,0.0,0.002519538515888687
TXN,Information Technology,23,20,0.4150197628458498,0.23678988023191755
F,Consumer Discretionary,1,35,0.0,3.475985811388761E-4
PPG,Materials,6,18,0.26666666666666666,0.026615093259048962
HBAN,Financials,21,27,0.7619047619047619,0.29847291074804155
DAL,Industrials,3,34,0.3333333333333333,0.0011403404947583071
BIIB,Health Care,1,3,0.0,3.870184298549566E-4
CL,Consumer Staples,1,19,0.0,3.475985811388761E-4
LH,Health Care,1,23,0.0,3.475985811388761E-4
PPL,Utilities,5,29,0.8,0.00800367354433362
ORCL,Information Technology,7,20,0.7619047619047619,0.11088043108679753
EMN,Materials,13,18,0.46153846153846156,0.14401385502568215
HIG,Financials,44,27,0.507399577167019,0.6379419867994717
CRM,Information Technology,1,8,0.0,3.870184298549566E-4
PXD,Energy,25,22,0.43666666666666665,0.23119448414885493
A,Health Care,11,18,0.38181818181818183,0.10440755694957018
ESS,Real Estate,12,4,0.8333333333333334,0.031047225648892885
SIG,Consumer Discretionary,1,1,0.0,3.475985811388761E-4
INTC,Information Technology,5,20,0.6,0.027090804916189284
HON,Industrials,44,18,0.33403805496828753,0.46120973732518333
IP,Materials,2,18,1.0,0.04471384254862125
STI,Financials,25,27,0.81,0.40453127704018904
URI,Industrials,2,18,1.0,0.037265403186502344
ANTM,Health Care,2,25,1.0,9.145177252055204E-4
AMZN,Consumer Discretionary,1,28,0.0,3.475985811388761E-4
CSX,Industrials,3,9,1.0,0.002531222545528503
ROK,Industrials,16,18,0.675,0.17271174422563615
MTB,Financials,27,27,0.7492877492877493,0.4239447792591631
UTX,Industrials,39,18,0.32388663967611336,0.3601714678189843
XOM,Energy,31,22,0.4774193548387097,0.3933569162739233
TROW,Financials,73,27,0.2929984779299848,0.8764379655514741
DHR,Industrials,14,18,0.5494505494505495,0.1651248888362547
MTD,Health Care,19,18,0.4619883040935672,0.210034364734657
AJG,Financials,2,27,1.0,0.0165821196360898
UDR,Real Estate,13,4,0.9230769230769231,0.039507636829203246
JPM,Financials,10,27,0.9111111111111111,0.16249921904170875
PFG,Financials,32,27,0.7520161290322581,0.5512251827140787
RSG,Industrials,1,0,0.0,3.475985811388761E-4
PNW,Utilities,17,29,0.5955882352941176,0.022932926566063216
PBCT,Financials,7,27,1.0,0.10827351460559285
TSS,Information Technology,2,18,1.0,0.03477321205594368
MRO,Energy,23,22,0.5454545454545454,0.22500122629358493
AVB,Real Estate,14,4,0.8791208791208791,0.04108872572501439
HUM,Health Care,1,25,0.0,4.759312800331062E-4
FOXA,Consumer Discretionary,1,14,0.0,0.002519538515888687
PNC,Financials,30,27,0.7494252873563219,0.47036780472185474
PX,Materials,17,18,0.4338235294117647,0.2051012694655069
ECL,Materials,1,18,0.0,0.006548707131396398
