id,0,degree,modularity_class,clustering,eigencentrality
GPC,Consumer Discretionary,89,0,0.6394279877425945,0.7007018532322351
XLNX,Information Technology,7,11,0.6666666666666666,0.021336606723224228
LVLT,Telecommunications Services,2,8,1.0,0.010096243175677403
PHM,Consumer Discretionary,2,8,1.0,3.8197430500261684E-4
SYK,Health Care,52,1,0.5769230769230769,0.3452617570993539
LEG,Industrials,6,8,0.6,0.041980249202516744
KIM,Real Estate,55,7,0.494949494949495,0.11269581079790134
AEP,Utilities,40,7,0.7692307692307693,0.03962714551635821
CL,Consumer Staples,55,8,0.6074074074074074,0.3939111702046942
AET,Health Care,4,1,1.0,0.001027489552335179
EMN,Materials,19,10,0.5146198830409356,0.06573923033864935
ESRX,Health Care,2,1,1.0,0.013784357584783666
AMAT,Information Technology,1,11,0.0,2.2394246317548777E-4
AEE,Utilities,37,7,0.8033033033033034,0.03695441475859854
CTAS,Industrials,74,0,0.7030729359496483,0.6043753558614079
EMR,Industrials,37,10,0.5480480480480481,0.21969037036537445
FDX,Industrials,44,0,0.7917547568710359,0.39722254646775096
NWSA,Consumer Discretionary,13,0,0.8461538461538461,0.12349581719968539
PX,Materials,40,10,0.6794871794871795,0.31219377529057446
PG,Consumer Staples,32,8,0.7036290322580645,0.23550388411173492
PH,Industrials,54,0,0.6652690426275332,0.4123228313386815
PM,Consumer Staples,9,8,0.9166666666666666,0.05259297947163539
EFX,Industrials,38,0,0.8051209103840683,0.3271443331521155
C,Financials,105,0,0.6001831501831502,0.7908195007544275
MHK,Consumer Discretionary,7,8,0.2857142857142857,0.03227123499463603
FOX,Consumer Discretionary,5,9,0.8,0.004895609611455561
XRX,Information Technology,6,0,0.8666666666666667,0.05074273120081108
ITW,Industrials,135,0,0.4028745163073521,0.8435199572415326
ULTA,Consumer Discretionary,4,1,1.0,0.009081099518614298
PSA,Real Estate,39,7,0.6396761133603239,0.06755042243585152
PSX,Energy,23,10,0.44664031620553357,0.10974183498145426
MCHP,Information Technology,14,11,0.4835164835164835,0.06448540953107272
ETR,Utilities,34,7,0.8484848484848485,0.03386560768116459
COP,Energy,35,10,0.5714285714285714,0.04723416166639073
DVN,Energy,31,10,0.5505376344086022,0.020151342210966372
KMB,Consumer Staples,37,8,0.6246246246246246,0.2347217661032915
PEP,Consumer Staples,89,8,0.4977017364657814,0.5981996061770649
KMI,Energy,3,10,0.6666666666666666,0.001015634740144417
GWW,Industrials,6,10,0.8,0.03236545908477268
FISV,Information Technology,151,0,0.3623841059602649,0.9036190764383445
COG,Energy,4,10,1.0,0.0012441658053682471
COF,Financials,32,0,0.9455645161290323,0.2762989382221338
PEG,Utilities,26,7,0.9661538461538461,0.022456617165222965
ETN,Industrials,103,10,0.43194365124690653,0.6399529240713258
COL,Industrials,64,0,0.7276785714285714,0.5197908621742644
BCR,Health Care,8,1,0.9285714285714286,0.03566364482651955
KMX,Consumer Discretionary,3,1,0.6666666666666666,0.022685494309986665
DLTR,Consumer Discretionary,1,12,0.0,1.3346560809370412E-4
ZBH,Health Care,8,1,0.9642857142857143,0.04677940413527163
DG,Consumer Discretionary,1,12,0.0,1.3346560809370412E-4
CI,Health Care,4,1,1.0,0.001027489552335179
SRE,Utilities,26,7,0.9661538461538461,0.022456617165222965
CB,Financials,115,0,0.5241800152555302,0.8185262131628767
CA,Information Technology,36,0,0.8746031746031746,0.3314559732482706
WAT,Health Care,66,1,0.6741258741258741,0.522819433024407
CHRW,Industrials,2,0,1.0,0.006579555316650915
SBUX,Consumer Discretionary,29,1,0.6206896551724138,0.18377364472630095
PLD,Real Estate,56,7,0.44545454545454544,0.15333162644518314
CMCSA,Consumer Discretionary,38,0,0.6443812233285917,0.3133330784113657
MKC,Consumer Staples,49,8,0.6037414965986394,0.33673371733387314
CVX,Energy,39,10,0.5087719298245614,0.08799322350409462
AIZ,Financials,38,0,0.9886201991465149,0.3555996043287845
EIX,Utilities,31,7,0.8903225806451613,0.02822406789001304
AIV,Real Estate,21,7,0.9619047619047619,0.024215888426813287
CVS,Consumer Staples,28,1,0.7566137566137566,0.20516948196200105
RCL,Consumer Discretionary,1,14,0.0,4.285747651275361E-4
LOW,Consumer Discretionary,28,1,0.4947089947089947,0.16619916096625423
AIG,Financials,73,0,0.7785388127853882,0.6206529232601459
DIS,Consumer Discretionary,4,9,1.0,0.004749580745266509
PPG,Materials,99,0,0.5322613894042465,0.7049962977427326
NSC,Industrials,3,4,1.0,0.0018437364520629824
PPL,Utilities,26,7,0.9753846153846154,0.02372561796293195
OKE,Energy,10,10,0.6666666666666666,0.005846694940517092
GOOG,Information Technology,2,3,1.0,2.817127803550289E-4
IP,Materials,10,0,0.8,0.08708887103954822
IR,Industrials,12,0,0.9848484848484849,0.11465887946711022
URI,Industrials,2,10,1.0,0.008854084834443245
IRM,Real Estate,1,7,0.0,0.0017643267722274852
MTB,Financials,68,0,0.8516242317822651,0.598330663423472
VZ,Telecommunications Services,48,0,0.8324468085106383,0.4305897143739143
JCI,Industrials,53,0,0.7496371552975326,0.4496485575684352
HPE,Information Technology,15,0,0.9904761904761905,0.13413757873712076
CSCO,Information Technology,31,0,0.832258064516129,0.2826114633429879
WDC,Information Technology,1,13,0.0,1.3346560809370412E-4
BA,Industrials,34,0,0.839572192513369,0.29680447855265846
BK,Financials,97,0,0.6460481099656358,0.7550668918671407
CCL,Consumer Discretionary,3,14,0.3333333333333333,0.024154579631515644
CCI,Real Estate,4,7,1.0,0.018815441498530396
ALLE,Industrials,29,0,0.9137931034482759,0.2822045391372424
FLIR,Information Technology,1,0,0.0,0.011226674027271719
LYB,Materials,27,10,0.6324786324786325,0.04627423797531454
KHC,Consumer Staples,68,8,0.40122914837576823,0.378146591680105
HSIC,Health Care,91,1,0.4266178266178266,0.54672160796124
D,Utilities,31,7,0.8989247311827957,0.02958109424488011
DVA,Health Care,3,1,0.3333333333333333,0.007830186695297033
T,Telecommunications Services,26,0,0.9292307692307692,0.25337435659384616
WMB,Energy,2,10,1.0,4.341259583607945E-4
VRSN,Information Technology,12,0,0.9545454545454546,0.12216477160760822
CINF,Financials,143,0,0.41613316261203587,0.918648100846377
NTRS,Financials,89,0,0.7078651685393258,0.7197355942775375
CXO,Energy,19,10,0.9883040935672515,0.015141860375708594
FLS,Industrials,25,10,0.5433333333333333,0.07163935746583636
FLR,Industrials,26,10,0.5938461538461538,0.06101655195103393
REGN,Health Care,3,1,1.0,0.003042274804010226
HD,Consumer Discretionary,74,1,0.49018881895594224,0.49381182526059875
TMK,Financials,94,0,0.6570578814916495,0.7401862344908674
INTC,Information Technology,4,11,1.0,0.00533204227537794
NWS,Consumer Discretionary,6,0,1.0,0.05118723616029134
FL,Consumer Discretionary,3,1,0.3333333333333333,0.0012447480030826758
SCG,Utilities,37,7,0.8123123123123123,0.03741185806157712
AME,Industrials,117,0,0.5011788977306219,0.8132305125330295
AMG,Financials,71,0,0.7275653923541248,0.5744884737834681
DOW,Materials,16,10,0.48333333333333334,0.06839735911166352
LLL,Industrials,8,0,1.0,0.07402479582349787
NWL,Consumer Discretionary,13,0,0.9615384615384616,0.12866207079738426
AMP,Financials,132,0,0.4801064075873236,0.9073035357744578
TMO,Health Care,78,1,0.5394605394605395,0.5385834179662542
AMT,Real Estate,25,7,0.5766666666666667,0.08476850275672208
LRCX,Information Technology,6,11,0.4,0.005421320228632545
O,Real Estate,24,7,0.9202898550724637,0.02671975523626449
UPS,Industrials,18,0,0.8496732026143791,0.16078495056708708
TRV,Financials,94,0,0.5941432166552276,0.7078055152927283
AVY,Materials,36,0,0.8507936507936508,0.33186978608768275
MDLZ,Consumer Staples,11,8,0.8909090909090909,0.06387736254968511
IVZ,Financials,126,0,0.4716190476190476,0.8536344342215328
NEE,Utilities,39,7,0.7854251012145749,0.03897532585439333
ACN,Information Technology,93,0,0.6266947171575502,0.7218774786694225
NI,Utilities,24,7,1.0,0.02010391625664645
TEL,Information Technology,63,0,0.7301587301587301,0.5250767764621976
RRC,Energy,9,10,0.6388888888888888,0.004113497995214983
FAST,Industrials,9,10,0.8333333333333334,0.07558484796753041
NBL,Energy,26,10,0.7538461538461538,0.02001222078298953
HP,Energy,27,10,0.7549857549857549,0.021108594545381207
LLTC,Information Technology,22,11,0.4588744588744589,0.12117837034097478
ADS,Information Technology,30,0,0.8873563218390804,0.2825680001271007
ADP,Information Technology,128,0,0.4266732283464567,0.8231256379861106
DNB,Industrials,65,0,0.7625,0.5624708456922283
GILD,Health Care,3,1,1.0,0.016523645985276874
BBBY,Consumer Discretionary,1,1,0.0,0.002217484117624835
MCK,Health Care,1,1,0.0,0.0014515128403490003
ADI,Information Technology,7,11,0.7142857142857143,0.005989961214473667
VIAB,Consumer Discretionary,3,9,1.0,7.788419741005884E-4
XEC,Energy,23,10,0.841897233201581,0.0189603944347784
XEL,Utilities,38,7,0.7951635846372689,0.03766224193452736
LEN,Consumer Discretionary,4,8,0.5,0.00692934655160672
EBAY,Information Technology,1,0,0.0,0.010856945238532551
MET,Financials,95,0,0.6423292273236282,0.7333666037506814
USB,Financials,116,0,0.5643178410794603,0.8576657943077812
AZO,Consumer Discretionary,3,1,1.0,0.015201941599574323
PDCO,Health Care,3,1,0.6666666666666666,0.010718659542049353
TWX,Consumer Discretionary,10,9,0.3111111111111111,0.015045871992960244
PCAR,Industrials,56,0,0.8058441558441558,0.48942670994622794
TXN,Information Technology,26,11,0.5353846153846153,0.17412596868455538
DAL,Industrials,4,5,1.0,6.273733977503372E-4
HES,Energy,30,10,0.6689655172413793,0.024211069817710852
ORCL,Information Technology,32,0,0.9274193548387096,0.31114069949770107
TXT,Industrials,73,0,0.7092846270928462,0.5962214200983043
PXD,Energy,19,10,0.9883040935672515,0.015141860375708594
ESS,Real Estate,30,7,0.8022988505747126,0.03434665155674085
CNP,Utilities,24,7,1.0,0.02010391625664645
HON,Industrials,143,0,0.385797301290259,0.879229612338044
ICE,Financials,27,0,0.9715099715099715,0.25716565941331965
AN,Consumer Discretionary,15,1,0.5619047619047619,0.09649133388015121
ROK,Industrials,35,0,0.7647058823529411,0.27903050574462107
CNC,Health Care,4,1,1.0,0.001027489552335179
TROW,Financials,126,0,0.4833015873015873,0.8658354385836904
PFE,Health Care,18,1,0.738562091503268,0.10520418280129787
NKE,Consumer Discretionary,10,1,0.4444444444444444,0.04673579870010016
PFG,Financials,133,0,0.4663932558669401,0.9014185402769643
SPGI,Financials,41,0,0.9317073170731708,0.3867409577503809
