id,0,degree,modularity_class,clustering,eigencentrality
EOG,Energy,64,5,0.8978174603174603,0.3576761070394774
IDXX,Health Care,1,2,0.0,0.001231265868198592
YUM,Consumer Discretionary,42,2,0.7804878048780488,0.22961266954261533
JWN,Consumer Discretionary,100,2,0.6474747474747474,0.5023816250695233
JBHT,Industrials,57,2,0.8847117794486216,0.3408259741819444
BWA,Consumer Discretionary,83,5,0.7960622979723773,0.47200535606325283
UAL,Industrials,4,11,0.6666666666666666,3.6566113748296624E-4
UAA,Consumer Discretionary,4,2,0.8333333333333334,0.016793179691829956
WM,Industrials,1,2,0.0,0.0073412441641712255
SPG,Real Estate,147,14,0.6494268940452893,0.7618716688260527
FIS,Information Technology,1,2,0.0,0.004339306794362735
GT,Consumer Discretionary,116,5,0.7685157421289356,0.6655157156216646
GS,Financials,114,14,0.6849868032914144,0.5816838890997329
ROP,Industrials,135,2,0.6668877833056938,0.7108842900230053
GE,Industrials,36,14,0.8746031746031746,0.21240326089062989
GD,Industrials,9,2,0.7222222222222222,0.03336096615272968
ALK,Industrials,3,11,1.0,2.803520179011927E-4
MAS,Industrials,124,2,0.7183320220298978,0.6850332886058578
MAR,Consumer Discretionary,143,2,0.6534029350930759,0.753018272466645
MAT,Consumer Discretionary,4,2,0.5,0.011490541829131427
SNA,Consumer Discretionary,161,2,0.6085403726708074,0.8195077090599566
FOXA,Consumer Discretionary,234,2,0.4065881662448186,0.9944773705745762
SNI,Consumer Discretionary,90,2,0.7885143570536829,0.5115952609872427
MAA,Real Estate,113,14,0.7315107458912768,0.591826181525739
MAC,Real Estate,106,14,0.7676549865229111,0.5933545545382254
JNJ,Health Care,3,15,0.3333333333333333,7.701759006478809E-4
TSO,Energy,15,5,1.0,0.06964705695877199
BEN,Financials,198,14,0.5120750653745577,0.9346156195960553
CMI,Industrials,200,5,0.5038693467336683,0.9392874079888377
DISCA,Consumer Discretionary,1,7,0.0,8.499105146911466E-5
CMG,Consumer Discretionary,2,2,1.0,0.0037155028095553996
LMT,Industrials,3,2,1.0,0.0010930243647915892
CME,Financials,48,14,0.9175531914893617,0.2547108869277597
DTE,Utilities,31,15,0.4924731182795699,0.0437211787940896
CMS,Utilities,11,15,1.0,0.0038938007980800072
PCG,Utilities,7,15,1.0,0.0013439164530775099
VLO,Energy,34,5,0.9536541889483066,0.15075765965092575
HUM,Health Care,4,1,1.0,6.148041475100056E-4
TGNA,Consumer Discretionary,3,2,1.0,0.02014785454923216
HCP,Real Estate,142,14,0.6367995205274198,0.7190567338279027
FTR,Telecommunications Services,9,15,0.4722222222222222,0.03560922175610271
BLL,Materials,11,2,1.0,0.07375666414768185
BLK,Financials,137,14,0.6471661657363675,0.7033224281257405
FTI,Energy,118,5,0.7131681877444589,0.6278625751438852
HCN,Real Estate,91,14,0.8197802197802198,0.47846396487953524
NFX,Energy,98,5,0.7929728592467915,0.5448750787032267
MA,Information Technology,5,14,0.8,0.02618810827286735
CBG,Real Estate,78,14,0.8541458541458542,0.4464400229324318
MO,Consumer Staples,1,4,0.0,8.499105146911466E-5
